"KEY"|"CODE"|"BIOCODE"|"TAXONOMIC"|"ISACTIVE"|"CATEGORY"|"FSCS_EXCODE"|"FSCSACTIVE"|"TAXONSIZECODE"|"SVLENMIN"|"SVLENMAX"|"METHOD"|"REEFFISH"|"REEF_REDUCED"|"HMS"|"ELASMOBRANCHII"|"SHARK"|"BATOIDEA"|"COMMENTS"|"GENUSSPECIES"|"RB_BIOCODE"|"CIU_BIOCODE"|"CIU_TAXONOMIC"|"ADD_DATE"|"END_DATE"|"DNCDN"|"CHK_REEFFISH"|"CHK_REEF_REDUCED"|"NEWADD"
|"100000000"|"100000000"|"UNIDENTIFIED FISH"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"UNID.FISH"||"100000000"|"UNIDENTIFIED FISH"|9/16/2002 0:00:00|||||"N"
|"101000000"|"101000000"|"AMPHIOXIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|1|0|"N"|"N"|"N"|"N"||"AMPHIOXIFORME"||"101000000"|"AMPHIOXIFORMES"||||||"N"
|"101010000"|"101010000"|"BRANCHIOSTOMATIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BRANCHIOSTOMA"||"101010000"|"BRANCHIOSTOMATIDAE"||||||"N"
|"101010100"|"101010100"|"BRANCHIOSTOMA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BRANCHIOSTOMA"||"101010100"|"BRANCHIOSTOMA"|||1|"Y"|"Y"|"N"
|"101010101"|"101010101"|"BRANCHIOSTOMA BENETTI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"BRANCHIBENETT"||"101010101"|"BRANCHIOSTOMA BENETTI"||||||"N"
|"101010102"|"101010102"|"BRANCHIOSTOMA BERMUDAE"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"BRANCHIBERMUD"||"101010102"|"BRANCHIOSTOMA BERMUDAE"||||||"N"
|"101010103"|"101010103"|"BRANCHIOSTOMA FLORIDAE"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"BRANCHIFLORID"||"101010103"|"BRANCHIOSTOMA FLORIDAE"||||||"N"
|"101010104"|"101010104"|"BRANCHIOSTOMA LONGIROSTRUM"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"BRANCHILONGIR"||"101010104"|"BRANCHIOSTOMA LONGIROSTRUM"||||||"N"
|"101010105"|"101010105"|"BRANCHIOSTOMA VIRGINIAE"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"BRANCHIVIRGIN"||"101010105"|"BRANCHIOSTOMA VIRGINIAE"||||||"N"
|"102000000"|"102000000"|"PETROMYZONIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PETROMYZONIFO"||"102000000"|"PETROMYZONIFORMES"||||||"N"
|"102010000"|"102010000"|"PETROMYZONIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PETROMYZONIDA"||"102010000"|"PETROMYZONIDAE"||||||"N"
|"102010100"|"102010100"|"PETROMYZON"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PETROMYZON"||"102010100"|"PETROMYZON"||||||"N"
|"102010101"|"102010101"|"PETROMYZON MARINUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"PETROMYMARINU"||"102010101"|"PETROMYZON MARINUS"||||||"N"
|"103000000"|"103000000"|"MYXINIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MYXINIFORMES"||"103000000"|"MYXINIFORMES"||||||"N"
|"103030000"|"103030000"|"MYXINIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MYXINIDAE"||"103030000"|"MYXINIDAE"||||||"N"
|"103030100"|"103030100"|"EPTATRETUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"EPTATRETUS"||"103030100"|"EPTATRETUS"||||||"N"
|"103030101"|"103030101"|"EPTATRETUS SPRINGERI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"EPTATRESPRING"||"103030101"|"EPTATRETUS SPRINGERI"||||||"N"
|"103030102"|"103030102"|"EPTATRETUS MINOR"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"EPTATREMINOR"||"103030102"|"EPTATRETUS MINOR"||||||"N"
|"103030103"|"103030103"|"EPTATRETUS MULTIDENS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"EPTATREMULTID"||"103030103"|"EPTATRETUS MULTIDENS"||||||"N"
|"103030104"|"103030104"|"EPTATRETUS CARIBBAEUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"EPTATRECARIBB"||"103030104"|"EPTATRETUS CARIBBAEUS"||||||"N"
|"103030105"|"103030105"|"EPTATRETUS MENDOZAI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"EPTATREMENDOZ"||"103030105"|"EPTATRETUS MENDOZAI"||||||"N"
|"103030200"|"103030200"|"MYXINE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MYXINE"||"103030200"|"MYXINE"||||||"N"
|"103030201"|"103030201"|"MYXINE GLUTINOSA"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"N"|"N"|"N"||"MYXINE GLUTIN"||"103030201"|"MYXINE GLUTINOSA"||||||"N"
|"104000000"|"104000000"|"HETERODONTIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"HETERODONTIFO"||"104000000"|"HETERODONTIFORMES"||||||"N"
|"104010000"|"104010000"|"HETERODONTIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"HETERODONTIDA"||"104010000"|"HETERODONTIDAE"||||||"N"
|"105000000"|"105000000"|"HEXANCHIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"HEXANCHIFORME"||"105000000"|"HEXANCHIFORMES"||||||"N"
|"105010000"|"105010000"|"CHLAMYDOSELACHIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CHLAMYDOSELAC"||"105010000"|"CHLAMYDOSELACHIDAE"||||||"N"
|"105010101"|"105010101"|"CHLAMYDOSELACHUS ANGUINEUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"CHLAMYDANGUIN"||"105010101"|"CHLAMYDOSELACHUS ANGUINEUS"||||||"N"
|"105020000"|"105020000"|"HEXANCHIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"HEXANCHIDAE"||"105020000"|"HEXANCHIDAE"||||||"N"
|"105020100"|"105020100"|"HEPTRANCHIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"HEPTRANCHIAS"||"105020100"|"HEPTRANCHIAS"||||||"N"
|"105020101"|"105020101"|"HEPTRANCHIAS PERLO"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"HEPTRANPERLO"||"105020101"|"HEPTRANCHIAS PERLO"||||||"N"
|"105020200"|"105020200"|"HEXANCHUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"HEXANCHUS"||"105020200"|"HEXANCHUS"||||||"N"
|"105020201"|"105020201"|"HEXANCHUS GRISEUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"HEXANCHGRISEU"||"105020201"|"HEXANCHUS GRISEUS"||||||"N"
|"105020202"|"105020202"|"HEXANCHUS VITULUS"|0|1|"E"|"N"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"HEXANCHVITULU"|"105020203"|"105020203"|"HEXANCHUS NAKAMURAI"||3/25/2019 0:00:00||||"N"
|"105020203"|"105020203"|"HEXANCHUS NAKAMURAI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"HEXANCHNAKAMU"||"105020203"|"HEXANCHUS NAKAMURAI"|3/25/2019 0:00:00|||||"N"
|"106000000"|"106000000"|"SQUATINAFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"SQUATINAFORME"||"106000000"|"SQUATINAFORMES"||||||"N"
|"106010000"|"106010000"|"SQUATINIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"SQUATINIDAE"||"106010000"|"SQUATINIDAE"||||||"N"
|"106010100"|"106010100"|"SQUATINA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"SQUATINA"||"106010100"|"SQUATINA"||||||"N"
|"106010101"|"106010101"|"SQUATINA DUMERIL"|1|1|"I"|"Y"|"53"|"5"|"1345"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"SQUATINDUMERI"||"106010101"|"SQUATINA DUMERIL"||||||"N"
|"106010102"|"106010102"|"SQUATINA SQUATINA"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SQUATINSQUATI"||"106010102"|"SQUATINA SQUATINA"||||||"N"
|"107000000"|"107000000"|"LAMNIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"LAMNIFORMES"||"107000000"|"LAMNIFORMES"||||||"N"
|"107010000"|"107010000"|"MITSUKURINIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"MITSUKURINIDA"||"107010000"|"MITSUKURINIDAE"||||||"N"
|"107010100"|"107010100"|"MITSUKURINA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"MITSUKURINA"||"107010100"|"MITSUKURINA"||||||"N"
|"107010101"|"107010101"|"MITSUKURINA OWSTONI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"MITSUKUOWSTON"||"107010101"|"MITSUKURINA OWSTONI"||||||"N"
|"107030000"|"107030000"|"ALOPIIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"ALOPIIDAE"||"107030000"|"ALOPIIDAE"||||||"N"
|"107030100"|"107030100"|"ALOPIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"ALOPIAS"||"107030100"|"ALOPIAS"||||||"N"
|"107030101"|"107030101"|"ALOPIAS VULPINUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"ALOPIASVULPIN"||"107030101"|"ALOPIAS VULPINUS"||||||"N"
|"107030102"|"107030102"|"ALOPIAS SUPERCILIOSUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"ALOPIASSUPERC"||"107030102"|"ALOPIAS SUPERCILIOSUS"||||||"N"
|"107040000"|"107040000"|"CETORHINIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CETORHINIDAE"||"107040000"|"CETORHINIDAE"||||||"N"
|"107040100"|"107040100"|"CETORHINUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CETORHINUS"||"107040100"|"CETORHINUS"||||||"N"
|"107040101"|"107040101"|"CETORHINUS MAXIMUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CETORHIMAXIMU"||"107040101"|"CETORHINUS MAXIMUS"||||||"N"
|"107050000"|"107050000"|"PSEUDOCHARCHARIIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"PSEUDOCHARCHA"||"107050000"|"PSEUDOCHARCHARIIDAE"||||||"N"
|"107050101"|"107050101"|"PSEUDOCHARCHARIAS KAMOHARAI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"PSEUDOCKAMOHA"||"107050101"|"PSEUDOCHARCHARIAS KAMOHARAI"||||||"N"
|"107080000"|"107080000"|"ODONTASPIDIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"ODONTASPIDIDA"||"107080000"|"ODONTASPIDIDAE"||||||"N"
|"107080100"|"107080100"|"ODONTASPIS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"ODONTASPIS"||"107080100"|"ODONTASPIS"||||||"N"
|"107080101"|"107080101"|"ODONTASPIS TAURUS"|0|1|"E"|"N"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"ODONTASTAURUS"|"107080302"|"107080302"|"CARCHARIAS TAURUS"|9/15/2002 0:00:00|3/25/2019 0:00:00||||"N"
|"107080102"|"107080102"|"ODONTASPIS NORONHAI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"ODONTASNORONH"||"107080102"|"ODONTASPIS NORONHAI"|5/22/2017 0:00:00|||||"N"
|"107080300"|"107080300"|"CARCHARIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CARCHARIAS"||"107080300"|"CARCHARIAS"|3/25/2019 0:00:00|||||"N"
|"107080302"|"107080302"|"CARCHARIAS TAURUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARTAURUS"||"107080302"|"CARCHARIAS TAURUS"|3/25/2019 0:00:00|||||"N"
|"107100000"|"107100000"|"MEGACHASMIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"MEGACHASMIDAE"||"107100000"|"MEGACHASMIDAE"||||||"N"
|"107100100"|"107100100"|"MEGACHASMA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"MEGACHASMA"||"107100100"|"MEGACHASMA"||||||"N"
|"107100101"|"107100101"|"MEGACHASMA PELAGIOS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"MEGACHAPELAGI"||"107100101"|"MEGACHASMA PELAGIOS"||||||"N"
|"107110000"|"107110000"|"LAMNIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"LAMNIDAE"||"107110000"|"LAMNIDAE"||||||"N"
|"107110100"|"107110100"|"CARCHARODON"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CARCHARODON"||"107110100"|"CARCHARODON"||||||"N"
|"107110101"|"107110101"|"CARCHARODON CARCHARIAS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARCARCHA"||"107110101"|"CARCHARODON CARCHARIAS"||||||"N"
|"107110200"|"107110200"|"ISURUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"ISURUS"||"107110200"|"ISURUS"||||||"N"
|"107110201"|"107110201"|"ISURUS OXYRINCHUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"ISURUS OXYRIN"||"107110201"|"ISURUS OXYRINCHUS"||||||"N"
|"107110202"|"107110202"|"ISURUS PAUCUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"ISURUS PAUCUS"||"107110202"|"ISURUS PAUCUS"||||||"N"
|"107110300"|"107110300"|"LAMNA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"LAMNA"||"107110300"|"LAMNA"||||||"N"
|"107110301"|"107110301"|"LAMNA NASUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"LAMNA  NASUS"||"107110301"|"LAMNA NASUS"||||||"N"
|"108000000"|"108000000"|"CARCHARHINIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CARCHARHINIFO"||"108000000"|"CARCHARHINIFORMES"||||||"N"
|"108010000"|"108010000"|"SCYLIORHINIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORHINIDA"||"108010000"|"SCYLIORHINIDAE"||||||"N"
|"108010100"|"108010100"|"APRISTURUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"APRISTURUS"||"108010100"|"APRISTURUS"||||||"N"
|"108010101"|"108010101"|"APRISTURUS INDICUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTUINDICU"||"108010101"|"APRISTURUS INDICUS"||||||"N"
|"108010102"|"108010102"|"APRISTURUS PROFUNDORUM"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTUPROFUN"||"108010102"|"APRISTURUS PROFUNDORUM"||||||"N"
|"108010103"|"108010103"|"APRISTURUS RIVERI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTURIVERI"||"108010103"|"APRISTURUS RIVERI"||||||"N"
|"108010104"|"108010104"|"APRISTURUS CANUTUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTUCANUTU"||"108010104"|"APRISTURUS CANUTUS"||||||"N"
|"108010105"|"108010105"|"APRISTURUS LAURUSSONI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTULAURUS"||"108010105"|"APRISTURUS LAURUSSONI"||||||"N"
|"108010106"|"108010106"|"APRISTURUS MANIS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTUMANIS"||"108010106"|"APRISTURUS MANIS"||||||"N"
|"108010107"|"108010107"|"APRISTURUS MICROPS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTUMICROP"||"108010107"|"APRISTURUS MICROPS"||||||"N"
|"108010108"|"108010108"|"APRISTURUS PARVIPINNIS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"APRISTUPARVIP"||"108010108"|"APRISTURUS PARVIPINNIS"||||||"N"
|"108010200"|"108010200"|"GALEUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"GALEUS"||"108010200"|"GALEUS"||||||"N"
|"108010201"|"108010201"|"GALEUS ARAE"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"GALEUS ARAE"||"108010201"|"GALEUS ARAE"||||||"N"
|"108010202"|"108010202"|"GALEUS CADENATI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"GALEUS CADENA"||"108010202"|"GALEUS CADENATI"||||||"N"
|"108010300"|"108010300"|"PARMATURUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"PARMATURUS"||"108010300"|"PARMATURUS"||||||"N"
|"108010301"|"108010301"|"PARMATURUS CAMPECHIENSIS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"PARMATUCAMPEC"||"108010301"|"PARMATURUS CAMPECHIENSIS"||||||"N"
|"108011000"|"108011000"|"ERIDACNIS"|0|1|"E"|"N"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"ERIDACNIS"|"108081000"|"108081000"|"ERIDACNIS"||3/25/2019 0:00:00|1|||"N"
|"108011001"|"108011001"|"ERIDACNIS BARBOURI"|0|1|"E"|"N"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"ERIDACNBARBOU"|"108081001"|"108081001"|"ERIDACNIS BARBOURI"||3/25/2019 0:00:00|1|||"N"
|"108011100"|"108011100"|"SCYLIORHINUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORHINUS"||"108011100"|"SCYLIORHINUS"||||||"N"
|"108011101"|"108011101"|"SCYLIORHINUS BOA"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORBOA"||"108011101"|"SCYLIORHINUS BOA"||||||"N"
|"108011102"|"108011102"|"SCYLIORHINUS HESPERIUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORHESPER"||"108011102"|"SCYLIORHINUS HESPERIUS"||||||"N"
|"108011103"|"108011103"|"SCYLIORHINUS MEADI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORMEADI"||"108011103"|"SCYLIORHINUS MEADI"||||||"N"
|"108011104"|"108011104"|"SCYLIORHINUS RETIFER"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORRETIFE"||"108011104"|"SCYLIORHINUS RETIFER"||||||"N"
|"108011105"|"108011105"|"SCYLIORHINUS TORREI"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORTORREI"||"108011105"|"SCYLIORHINUS TORREI"||||||"N"
|"108011106"|"108011106"|"SCYLIORHINUS HAECKELII"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCYLIORHAECKE"||"108011106"|"SCYLIORHINUS HAECKELII"||||||"N"
|"108011200"|"108011200"|"SCHROEDERICHTHYS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"SCHROEDERICHT"||"108011200"|"SCHROEDERICHTHYS"||||||"N"
|"108011201"|"108011201"|"SCHROEDERICHTHYS MACULATUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCHROEDMACULA"||"108011201"|"SCHROEDERICHTHYS MACULATUS"||||||"N"
|"108011202"|"108011202"|"SCHROEDERICHTHYS TENUIS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"N"|"Y"|"Y"|"N"||"SCHROEDTENUIS"||"108011202"|"SCHROEDERICHTHYS TENUIS"||||||"N"
|"108020000"|"108020000"|"CARCHARHINIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CARCHARHINIDA"||"108020000"|"CARCHARHINIDAE"||||||"N"
|"108020200"|"108020200"|"CARCHARHINUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"Y"|"Y"|"N"||"CARCHARHINUS"||"108020200"|"CARCHARHINUS"||||||"N"
|"108020201"|"108020201"|"CARCHARHINUS ACRONOTUS"|1|1|"I"|"Y"|"53"|"5"|"1015"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARACRONO"||"108020201"|"CARCHARHINUS ACRONOTUS"||||||"N"
|"108020202"|"108020202"|"CARCHARHINUS FALCIFORMIS"|1|1|"I"|"Y"|"53"|"5"|"1030"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARFALCIF"||"108020202"|"CARCHARHINUS FALCIFORMIS"||||||"N"
|"108020203"|"108020203"|"CARCHARHINUS BRACHYURUS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARBRACHY"||"108020203"|"CARCHARHINUS BRACHYURUS"||||||"N"
|"108020204"|"108020204"|"CARCHARHINUS LEUCAS"|1|1|"I"|"Y"|"53"|"5"|"3000"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARLEUCAS"||"108020204"|"CARCHARHINUS LEUCAS"||||||"N"
|"108020205"|"108020205"|"CARCHARHINUS LIMBATUS"|1|1|"I"|"Y"|"53"|"5"|"2930"|"53-TOTAL LENGTH"|0|0|"Y"|"Y"|"Y"|"N"||"CARCHARLIMBAT"||"108020205"|"CARCHARHINUS LIMBATUS"||||||"N"
