"","taxon","species","genus","family","order","class","superclass","subphylum","phylum","kingdom","name","common"
"466","Scomber scombrus","scombrus","Scomber","Scombridae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Scomber scombrus","Atlantic mackerel"
"467","SCOMBEROMORUS MACULATUS","maculatus","Scomberomorus","Scombridae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Scomberomorus maculatus","Atlantic Spanish mackerel"
"468","Scophthalmus aquosus","aquosus","Scophthalmus","Scophthalmidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Scophthalmus aquosus","windowpane"
"469","SCORPAENA CALCARATA","calcarata","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Scorpaena calcarata","smoothhead scorpionfish"
"470","Scyphozoa",NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Animalia","Scyphozoa spp.","jellyfishes"
"471","SCYPHOZOA",NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Animalia","Scyphozoa spp.","jellyfishes"
"472","Sebastes alutus","alutus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes alutus","Pacific ocean perch"
"473","Sebastes babcocki","babcocki","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes babcocki","redbanded rockfish"
"474","Sebastes chlorostictus","chlorostictus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes chlorostictus","greenspotted rockfish"
"475","Sebastes crameri","crameri","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes crameri","darkblotched rockfish"
"476","Sebastes diploproa","diploproa","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes diploproa","splitnose rockfish"
"477","Sebastes elongatus","elongatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes elongatus","greenstriped rockfish"
"478","Sebastes entomelas","entomelas","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes entomelas","widow rockfish"
"479","Sebastes fasciatus","fasciatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes fasciatus","Acadian redfish"
"480","Sebastes flavidus","flavidus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes flavidus","yellowtail rockfish"
"481","Sebastes goodei","goodei","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes goodei","chilipepper"
"482","Sebastes helvomaculatus","helvomaculatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes helvomaculatus","rosethorn rockfish"
"483","Sebastes jordani","jordani","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes jordani","shortbelly rockfish"
"484","SEBASTES MARINUS","norvegicus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes norvegicus","golden redfish"
"485","SEBASTES MENTELLA","mentella","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes mentella","deepwater redfish"
"486","Sebastes paucispinis","paucispinis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes paucispinis","bocaccio"
"487","Sebastes pinniger","pinniger","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes pinniger","canary rockfish"
"488","Sebastes proriger","proriger","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes proriger","redstripe rockfish"
"489","Sebastes reedi","reedi","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes reedi","yellowmouth rockfish"
"490","Sebastes ruberrimus","ruberrimus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes ruberrimus","rasphead rockfish"
"491","Sebastes rufus","rufus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes rufus","bank rockfish"
"492","Sebastes saxicola","saxicola","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes saxicola","stripetail rockfish"
"493","SEBASTES SP",NA,"Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes spp.","rockfishes"
"494","SEBASTES SP.",NA,"Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes spp.","rockfishes"
"495","Sebastes sp.",NA,"Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes spp.","rockfishes"
"496","Sebastes wilsoni","wilsoni","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes wilsoni","pygmy rockfish"
"497","Sebastes zacentrus","zacentrus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes zacentrus","sharpchin rockfish"
"498","Sebastesalutus","alutus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes alutus","Pacific ocean perch"
"499","Sebastesbabcocki","babcocki","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes babcocki","redbanded rockfish"
"500","Sebastesborealis","borealis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes borealis","shortraker rockfish"
"501","Sebastesbrevispinis","brevispinis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes brevispinis","silvergray rockfish"
"502","Sebastescrameri","crameri","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes crameri","darkblotched rockfish"
"503","Sebasteselongatus","elongatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes elongatus","greenstriped rockfish"
"504","Sebasteshelvomaculatus","helvomaculatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes helvomaculatus","rosethorn rockfish"
"505","Sebastesmaliger","maliger","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes maliger","quillback rockfish"
"506","Sebastesmelanops","melanops","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes melanops","black rockfish"
"507","Sebastespinniger","pinniger","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes pinniger","canary rockfish"
"508","Sebastespolyspinis","polyspinis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes polyspinis","northern rockfish"
"509","Sebastesproriger","proriger","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes proriger","redstripe rockfish"
"510","Sebastesruberrimus","ruberrimus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes ruberrimus","rasphead rockfish"
"511","Sebastessp.",NA,"Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes spp.","rockfishes"
"512","Sebastesvariegatus","variegatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes variegatus","harlequin rockfish"
"513","Sebasteszacentrus","zacentrus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastes zacentrus","sharpchin rockfish"
"514","Sebastolobus alascanus","alascanus","Sebastolobus","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastolobus alascanus","shortspine thornyhead"
"515","Sebastolobusalascanus","alascanus","Sebastolobus","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sebastolobus alascanus","shortspine thornyhead"
"516","SELAR CRUMENOPHTHALMUS","crumenophthalmus","Selar","Carangidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Selar crumenophthalmus","bigeye scad"
"517","SELENE SETAPINNIS","setapinnis","Selene","Carangidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Selene setapinnis","Atlantic moonfish"
"518","SERRANUS ATROBRANCHUS","atrobranchus","Serranus","Serranidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Serranus atrobranchus","blackear bass"
"519","Serripes groenlandicus","groenlandicus","Serripes","Cardiidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia","Serripes groenlandicus","Greenland cockle"
"520","Serripesgroenlandicus","groenlandicus","Serripes","Cardiidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia","Serripes groenlandicus","Greenland cockle"
"521","SERRIVOMER BEANI","beanii","Serrivomer","Serrivomeridae","Anguilliformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Serrivomer beanii","sawtooth eel"
"522","SICYONIA BREVIROSTRIS","brevirostris","Sicyonia","Sicyoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Sicyonia brevirostris","brown rock shrimp"
"523","SICYONIA DORSALIS","dorsalis","Sicyonia","Sicyoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Sicyonia dorsalis","lesser rock shrimp"
"524","Solastersp.",NA,"Solaster","Solasteridae","Valvatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia","Solaster spp.","sea stars"
"525","SOLENOCERA",NA,"Solenocera","Solenoceridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Solenocera spp.","shrimps"
"526","Somniosuspacificus","pacificus","Somniosus","Dalatiidae","Squaliformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Somniosus pacificus","Pacific sleeper shark"
"527","SPHOEROIDES PARVUS","parvus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sphoeroides parvus","least puffer"
"528","SPHYRAENA GUACHANCHO","guachancho","Sphyraena","Sphyraenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sphyraena guachancho","guaguanche"
"529","SPIRONTOCARIS LILLJEBORGI","lilljeborgi","Spirontocaris","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Spirontocaris lilljeborgi","friendly blade shrimp"
"530","SPIRONTOCARIS SPINUS","spinus","Spirontocaris","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Spirontocaris spinus","parrot shrimp"
"531","SQUALUS ACANTHIAS","acanthias","Squalus","Squalidae","Squaliformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Squalus acanthias","piked dogfish"
"532","Squalus acanthias","acanthias","Squalus","Squalidae","Squaliformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Squalus acanthias","piked dogfish"
"533","Squalusacanthias","acanthias","Squalus","Squalidae","Squaliformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Squalus acanthias","piked dogfish"
"534","STELLIFER LANCEOLATUS","lanceolatus","Stellifer","Sciaenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Stellifer lanceolatus","star drum"
"535","STENOTOMUS CAPRINUS","caprinus","Stenotomus","Sparidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Stenotomus caprinus","longspine porgy"
"536","Stenotomus chrysops","chrysops","Stenotomus","Sparidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Stenotomus chrysops","scup"
"537","STEREOMASTIS SCULPTA","sculpta","Stereomastis","Polychelidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Stereomastis sculpta","flatback lobster"
"538","STOMIAS BOA FEROX","boa ferox","Stomias","Stomiidae","Stomiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Stomias boa ferox","boa dragonfish"
"539","Strongylocentrotus droebachiensis","droebachiensis","Strongylocentrotus","Strongylocentrotidae","Camarodonta","Echinoidea",NA,"Echinozoa","Echinodermata","Animalia","Strongylocentrotus droebachiensis","green sea urchin"
"540","Strongylocentrotusdroebachiensis","droebachiensis","Strongylocentrotus","Strongylocentrotidae","Camarodonta","Echinoidea",NA,"Echinozoa","Echinodermata","Animalia","Strongylocentrotus droebachiensis","green sea urchin"
"541","SYACIUM GUNTERI","gunteri","Syacium","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Syacium gunteri","shoal flounder"
"542","SYACIUM PAPILLOSUM","papillosum","Syacium","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Syacium papillosum","dusky flounder"
"543","SYMPHURUS PLAGIUSA","plagiusa","Symphurus","Cynoglossidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Symphurus plagiusa","blackcheek tonguefish"
"544","SYNAPHOBRANCHUS KAUPI","kaupii","Synaphobranchus","Synaphobranchidae","Anguilliformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Synaphobranchus kaupii","northern cutthroat eel"
"545","SYNODUS FOETENS","foetens","Synodus","Synodontidae","Aulopiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Synodus foetens","inshore lizardfish"
"546","SYNODUS POEYI","poeyi","Synodus","Synodontidae","Aulopiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Synodus poeyi","offshore lizardfish"
"547","Tautogolabrus adspersus","adspersus","Tautogolabrus","Labridae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Tautogolabrus adspersus","cunner"
"548","Telmessus cheiragonus","cheiragonus","Telmessus","Cheiragonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Telmessus cheiragonus","helmet crab"
"549","Telmessuscheiragonus","cheiragonus","Telmessus","Cheiragonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Telmessus cheiragonus","helmet crab"
"550","Thaleichthys pacificus","pacificus","Thaleichthys","Osmeridae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Thaleichthys pacificus","eulachon"
"551","Thaleichthyspacificus","pacificus","Thaleichthys","Osmeridae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Thaleichthys pacificus","eulachon"
"552","Theragra chalcogramma","chalcogramma","Theragra","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Theragra chalcogramma","walleye pollock"
"553","Theragrachalcogramma","chalcogramma","Theragra","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Theragra chalcogramma","walleye pollock"
"554","Torpedo californica","californica","Torpedo","Torpedinidae","Torpediniformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Torpedo californica","Pacific electric ray"
"555","TRACHURUS LATHAMI","lathami","Trachurus","Carangidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Trachurus lathami","rough scad"
"556","Trachurus symmetricus","symmetricus","Trachurus","Carangidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Trachurus symmetricus","jack mackerel"
"557","TRACHYPENEUS",NA,"Trachypeneus","Penaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Trachypeneus spp.","trachypeneid shrimps"
"558","TRICHIURUS LEPTURUS","lepturus","Trichiurus","Trichiuridae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Trichiurus lepturus","Atlantic cutlassfish"
"559","Trichodontrichodon","trichodon","Trichodon","Trichodontidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Trichodon trichodon","Pacific sandfish"
"560","TRICHOPSETTA VENTRALIS","ventralis","Trichopsetta","Bothidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Trichopsetta ventralis","sash flounder"
"561","TRIGLOPS  SP",NA,"Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Triglops spp.","sculpins"
"562","TRIGLOPS  SP.",NA,"Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Triglops spp.","sculpins"
"563","Triglopsforficata","forficatus","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Triglops forficatus","scissortail sculpin"
"564","Triglopsmacellus","macellus","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Triglops macellus","roughspine sculpin"
"565","Triglopspingeli","pingelii","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Triglops pingelii","ribbed sculpin"
"566","Triglopsscepticus","scepticus","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Triglops scepticus","spectacled sculpin"
"567","UPENEUS PARVUS","parvus","Upeneus","Mullidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Upeneus parvus","dwarf goatfish"
"568","UROPHYCIS CHESTERI","chesteri","Phycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Phycis chesteri","longfin hake"
"569","Urophycis chuss","chuss","Urophycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Urophycis chuss","red hake"
"570","UROPHYCIS CIRRATUS","cirrata","Urophycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Urophycis cirrata","Gulf hake"
"571","UROPHYCIS FLORIDANUS","floridana","Urophycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Urophycis floridana","southern hake"
"572","Urophycis regia","regia","Urophycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Urophycis regia","spotted hake"
"573","Urophycis tenuis","tenuis","Urophycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Urophycis tenuis","white hake"
"574","UROPHYCIS TENUIS","tenuis","Urophycis","Phycidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Urophycis tenuis","white hake"
"575","Volutopsius sp.",NA,"Volutopsius","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Volutopsius spp.","true whelks"
"576","Volutopsiussp.",NA,"Volutopsius","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia","Volutopsius spp.","true whelks"
"577","Zalembius rosaceus","rosaceus","Zalembius","Embiotocidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Zalembius rosaceus","pink seaperch"
"578","Zaprorasilenus","silenus","Zaprora","Zaproridae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Zaprora silenus","prowfish"
"579","Zoarces americanus","americanus","Zoarces","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Zoarces americanus","ocean pout"
"580","ZOARCIDAE",NA,NA,"Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Zoarcidae spp.","eelpouts"
