MISSION,SETNO,SPEC,TOTWGT,TOTNO
TEM2007686,38,112,1.6,11
NED1995217,39,112,3,62
NED1997255,39,112,0.17,6
TEL2008805,39,112,0.246,10
TEM2007686,39,112,0.575,11
NED1995217,40,112,0,7
NED1997255,40,112,1.55,23
NED2010002,40,112,0.44,8
TEL2006615,40,112,0.85,11
TEM2007686,40,112,1.85,39
NED1995217,41,112,0,8
NED1997255,41,112,2.95,59
NED1999872,41,112,0.88,11
NED2002003,41,112,0.26,11
NED2010002,41,112,0.78,7
TEM2007686,41,112,1.7,31
NED1995217,42,112,0,6
NED1997255,42,112,2.08,32
NED1999872,42,112,1.06,14
NED2000966,42,112,1.16,34
NED2002003,42,112,1.02,11
NED2003003,42,112,0.115,1
NED2010002,42,112,1.69,15
NED1995217,43,112,1,6
NED1999872,43,112,0.86,10
NED2000966,43,112,2.86,61
NED2001004,43,112,2.34,31
NED2002003,43,112,1.83,24
NED2010002,43,112,2.55,20
NED1995217,44,112,0,4
NED1999872,44,112,1,7
NED2000966,44,112,4.98,34
NED2001004,44,112,0.25,10
NED2002003,44,112,1.05,26
NED2010002,44,112,0.22,5
NED1988098,45,112,0,2
NED1995217,45,112,2,22
NED1997255,45,112,1.3,23
NED1999872,45,112,3.3,21
NED2000966,45,112,2.7,19
NED2001004,45,112,0.21,9
NED2002003,45,112,0.09,3
NED1988098,46,112,0,1
NED1992166,46,112,0,3
NED1994201,46,112,0,1
NED1995217,46,112,2,37
NED1999872,46,112,0.08,2
NED2000966,46,112,0.83,7
NED2001004,46,112,0.88,7
NED2010002,46,112,1.1,21
NED1992166,47,112,0,1
NED1994201,47,112,0,3
NED1995217,47,112,1,11
NED1997255,47,112,0.47,11
NED1999872,47,112,0.6,9
NED2001004,47,112,0.22,4
TEM2007686,47,112,0.41,2
NED1997255,48,112,0.87,18
NED2001004,48,112,0.31,4
NED2002003,48,112,0.08,1
NED2010002,48,112,0.59,4
NED1987078,49,112,0,9
NED1994201,49,112,0,3
NED1997255,49,112,2.3,37
NED2001004,49,112,1.42,14
NED2002003,49,112,0.1,1
NED2010002,49,112,0.9,6
NED1995217,50,112,0,14
NED1997255,50,112,3.38,73
NED2000966,50,112,2.29,27
NED2001004,50,112,0.48,5
NED2002003,50,112,0.62,4
NED2010002,50,112,0.75,5
NED1995217,51,112,3,32
NED1997255,51,112,2,29
NED2001004,51,112,2.26,24
NED1995217,52,112,1,15
NED1997255,52,112,2.15,24
NED2002003,52,112,0.38,5
NED1993182,53,112,0,3
NED1995217,53,112,0,1
NED1997255,53,112,1.03,16
NED1999872,53,112,0.11,5
NED1991149,54,112,0,4
NED1993182,54,112,0,1
NED1995217,54,112,0,1
NED1997255,54,112,2.63,49
NED1999872,54,112,0.01,1
NED2005002,54,112,0.25,2
NED1991149,55,112,0,2
NED1993182,55,112,0,3
NED1997255,55,112,0.21,7
NED1993182,56,112,0,14
NED1997255,56,112,4.23,32
NED2002003,56,112,1.07,13
NED1997255,57,112,2.35,18
NED1995217,58,112,0,8
NED1997255,58,112,1.7,27
NED2000966,58,112,0.05,1
TEL2008805,58,112,0.088,4
NED1995217,60,112,0,2
NED1997255,60,112,0.24,1
NED2006002,61,112,0.016,1
TEL2008805,61,112,0.03,1
NED1988098,62,112,0,1
NED1997255,63,112,0.53,8
NED1995217,65,112,0,4
NED2006002,65,112,0.4,11
NED1990134,66,112,3,61
NED1990134,67,112,1,15
NED1995217,67,112,0,1
NED2001004,67,112,0.38,13
NED1995217,68,112,0,1
NED1999872,69,112,0.008,5
NED2006002,69,112,0.038,4
NED1995217,70,112,0,5
NED1987078,71,112,0,2
NED2002003,71,112,0.05,4
NED2005002,71,112,0.22,5
TEM2007686,71,112,0.356,16
NED1995217,72,112,0,2
NED2003003,72,112,0.035,3
NED2005002,72,112,0.007,1
NED2010002,72,112,0.016,1
NED2002003,73,112,0.05,2
NED2005002,73,112,0.81,17
NED1990134,74,112,0,5
NED2001004,74,112,0.035,1
NED2002003,74,112,0.009,1
NED1987078,75,112,0,1
NED2001004,75,112,0.02,1
NED1987078,76,112,0,1
NED1987078,77,112,2,7
NED1995217,77,112,0,1
NED1989117,79,112,1,9
NED1999872,81,112,0.045,5
NED1999872,82,112,0.17,7
NED2002003,83,112,0.045,2
NED2002003,84,112,0.02,4
NED1997255,87,112,0.04,4
NED1999872,89,112,0.155,9
TEM2007686,89,112,0.662,6
NED1997255,90,112,0.89,40
NED1997255,91,112,0.25,19
NED2002003,91,112,0.1,1
NED2006002,91,112,2.184,29
NED1987078,92,112,0,1
NED1999872,92,112,0.07,4
NED2006002,92,112,1.14,9
NED2006002,93,112,0.54,9
NED2003003,95,112,0.105,3
NED2006002,95,112,0.69,5
NED2006002,96,112,0.3,3
NED2006002,98,112,1.69,8
NED1997255,102,112,0.1,8
NED2006002,103,112,0.046,2
NED1995217,104,112,0,3
NED2006002,104,112,0.19,4
NED2000966,106,112,0.03,2
NED1995217,108,112,0,3
NED2000966,108,112,0.155,4
NED1995217,109,112,1,29
NED2000966,109,112,1.88,38
NED1995217,110,112,0,5
NED2000966,118,112,0.01,1
NED2000966,119,112,0.295,11
NED2000966,120,112,0.04,2
NED1997255,121,112,0.01,1
NED2002003,125,112,1.07,8
NED2006002,31,113,0.496,4
NED1989117,1,114,0,1
NED1990134,1,114,0,1
NED1997255,1,114,0.01,1
NED2010002,1,114,0.002,1
NED1989117,2,114,0,1
NED1990134,2,114,2,17
NED1994201,2,114,0,5
NED2002003,2,114,0.07,1
TEL2006615,2,114,0.02,1
NED1990134,3,114,1,6
NED1992166,3,114,0,1
NED1996238,3,114,0.01,1
NED1999872,3,114,0.23,6
NED2000966,3,114,0.09,2
NED2002003,3,114,0.03,1
NED2005002,3,114,0.04,2
NED1991149,4,114,0,9
NED1992166,4,114,0,3
NED1993182,4,114,0,2
NED2005002,4,114,0.02,1
TEL2006615,4,114,0.455,15
TEL2008805,4,114,0.001,1
NED1994201,5,114,0,1
NED2005002,5,114,0.11,6
NED2010002,5,114,0.02,2
TEL2006615,5,114,0.055,2
TEL2008805,5,114,0.035,1
NED2010002,6,114,0.004,1
TEL2006615,6,114,0.065,3
NED1999872,7,114,0.08,1
NED2001004,7,114,0.03,1
NED1990134,8,114,0,1
NED1992166,8,114,0,1
NED1993182,8,114,0,21
NED1997255,8,114,0.15,5
TEM2007686,8,114,0.176,5
TEL2006615,9,114,0.13,4
NED1997255,10,114,0.18,3
NED2000966,10,114,0.04,6
NED2005002,10,114,0.03,2
TEL2008805,10,114,0.142,9
TEM2007686,10,114,0.022,2
NED1990134,11,114,0,4
NED1997255,11,114,0.86,36
NED2002003,11,114,0.005,1
NED1997255,12,114,0.47,12
NED2001004,12,114,0.06,2
NED2002003,12,114,0.07,2
NED2010002,12,114,0.02,1
TEL2008805,12,114,0.034,3
NED1990134,13,114,1,9
NED1996238,13,114,0.09,3
NED1997255,13,114,0.02,1
NED2010002,14,114,0.011,1
NED1990134,15,114,0,1
NED1997255,15,114,0.02,1
NED1989117,16,114,0,2
NED1996238,16,114,0.13,4
NED1997255,16,114,0.05,1
NED1999872,16,114,0.08,1
NED2010002,16,114,0.125,5
TEL2006615,16,114,0.03,1
NED1995217,17,114,0,2
NED1997255,17,114,0.01,1
NED2000966,17,114,0.005,1
TEL2006615,17,114,0.05,2
NED1995217,18,114,0,2
NED1997255,18,114,0.19,9
NED2006002,18,114,0.03,1
NED2010002,18,114,0.165,4
NED1992166,19,114,0,2
NED1997255,19,114,0.1,5
NED2001004,19,114,0.24,4
NED2010002,19,114,0.049,1
TEL2008805,19,114,0.022,1
NED1997255,20,114,0.16,6
NED2010002,20,114,0.393,9
TEL2008805,20,114,0.05,1
NED1997255,21,114,0.61,15
NED2010002,21,114,0.025,1
TEL2008805,21,114,0.258,5
TEM2007686,21,114,0.02,1
NED1992166,22,114,0,1
NED2000966,22,114,0.08,4
NED2000966,23,114,0.045,4
TEL2008805,23,114,0.172,6
NED2001004,25,114,0.025,1
NED2005002,25,114,0.13,3
NED2000966,26,114,0.03,2
NED2005002,26,114,0.095,2
NED1995217,28,114,0,2
NED1997255,28,114,0.11,4
TEL2008805,28,114,0.038,1
NED1987078,29,114,0,2
NED2002003,31,114,0.08,1
NED1988098,32,114,0,1
NED2010002,32,114,0.054,1
TEL2008805,32,114,0.006,1
NED1997255,33,114,0.17,5
NED2000966,33,114,0.01,1
NED2003003,33,114,0.01,1
NED1988098,34,114,0,1
NED1996238,35,114,0.15,4
NED1991149,36,114,0,8
NED1999872,36,114,0.12,1
NED2000966,36,114,0.02,1
NED2009002,36,114,0.177,6
NED1991149,37,114,0,8
NED1996238,37,114,0.06,2
TEL2008805,37,114,0.11,6
NED1995217,38,114,0,1
NED1996238,38,114,0.1,3
NED1996238,39,114,0.03,1
NED1995217,40,114,0,1
NED1997255,40,114,0.02,1
NED2009002,40,114,0.028,1
NED2009002,41,114,0.016,1
NED1997255,42,114,0.05,1
NED1991149,43,114,0,1
NED1993182,43,114,0,1
NED1994201,43,114,0,2
NED1991149,44,114,0,1
NED1992166,44,114,0,1
NED1997255,45,114,0.13,2
NED1987078,46,114,0,1
NED1988098,46,114,0,1
NED1992166,46,114,0,7
NED2009002,46,114,0.009,1
NED1988098,47,114,0,1
NED1992166,47,114,0,2
NED1994201,47,114,0,1
NED1995217,47,114,0,1
NED2009002,47,114,0.173,4
TEM2007686,47,114,0.06,2
NED1991149,48,114,0,1
NED2009002,48,114,0.262,8
NED1991149,49,114,0,1
NED1988098,51,114,1,5
NED1992166,51,114,0,1
NED1992166,52,114,0,1
NED2005002,52,114,0.035,2
NED1993182,53,114,0,1
NED1997255,54,114,0.02,1
NED1999872,54,114,0.12,3
NED2005002,54,114,0.085,2
TEM2007686,54,114,0.128,3
NED1987078,55,114,3,3
NED1988098,55,114,0,1
NED2005002,55,114,0.215,7
NED1993182,56,114,0,1
NED1987078,57,114,1,8
NED1999872,57,114,0.055,1
NED2010002,57,114,0.001,1
NED1999872,58,114,0.014,1
NED1992166,59,114,0,4
NED1992166,60,114,0,4
NED1997255,60,114,0.1,1
TEM2007686,60,114,0.75,14
TEM2007686,61,114,0.054,3
NED1999872,62,114,0.014,1
NED2000966,63,114,0.055,3
NED1986060,64,114,0,3
NED1995217,65,114,0,4
NED2005002,65,114,0.05,1
NED1995217,66,114,0,2
NED1999872,66,114,0.01,1
NED1990134,67,114,0,1
NED1995217,67,114,0,1
NED2002003,67,114,0.01,1
NED2010002,67,114,0.027,1
NED1995217,68,114,0,1
NED1986060,69,114,0,1
NED1999872,69,114,0.145,7
NED2002003,69,114,0.05,1
NED1995217,70,114,0,1
NED1999872,70,114,0.15,3
NED2002003,70,114,0.01,1
NED2006002,70,114,0.01,1
NED1994201,71,114,0,1
NED2002003,71,114,0.1,4
NED2006002,71,114,0.026,1
NED1995217,72,114,0,4
NED1995217,73,114,0,4
NED2002003,73,114,0.12,4
NED2002003,74,114,0.11,2
NED2002003,75,114,0.18,4
NED1987078,77,114,1,3
NED1995217,77,114,0,1
NED1987078,78,114,0,2
NED1995217,78,114,0,2
NED1995217,80,114,0,8
NED1997255,80,114,0.05,2
NED1995217,81,114,0,1
NED1997255,81,114,0.05,1
NED1999872,81,114,0.03,1
NED2001004,81,114,0.09,2
NED1997255,82,114,0.16,3
NED1995217,84,114,0,6
TEM2007686,84,114,0.018,1
NED1997255,85,114,0.03,1
NED1995217,86,114,0,3
NED1987078,87,114,0,2
TEL2006615,88,114,0.014,1
NED1987078,89,114,0,3
NED2006002,89,114,0.028,1
NED1987078,90,114,0,4
NED1995217,90,114,0,1
TEL2006615,90,114,0.07,3
NED2000966,95,114,0.05,1
NED2002003,101,114,0.045,1
NED2000966,106,114,0.034,1
NED2006002,108,114,0.02,1
NED2006002,110,114,0.022,1
NED2000966,113,114,0.005,1
NED2000966,114,114,0.01,1
NED2000966,115,114,0.08,3
NED1995217,118,114,0,1
NED2000966,118,114,0.02,1
NED2000966,120,114,0.02,2
NED1995217,125,114,0,1
NED1989117,8,115,0,1
NED1989117,9,115,0,1
NED1993182,9,115,0,1
NED1993182,10,115,0,2
NED2005002,26,115,0.115,4
NED1994201,28,115,0,1
NED1986060,34,115,0,1
NED1994201,44,115,0,1
NED1994201,46,115,0,2
NED1993182,53,115,0,1
NED1989117,61,115,0,1
NED1986060,67,115,0,2
NED1994201,93,115,0,1
TEL2008805,67,122,0.046,2
NED2010002,69,122,0.3,2
NED2000966,72,122,0.37,1
NED1999872,109,122,0.12,1
NED1999872,110,122,0.145,1
NED1986060,4,123,0,1
NED1999872,7,123,0.03,6
NED2009002,8,123,0.042,1
NED1999872,9,123,0.75,4
NED2009002,16,123,0.329,3
NED2006002,30,123,0.362,10
NED2006002,31,123,11.87,116
TEL2006615,32,123,3.75,67
TEL2006615,33,123,0.255,6
NED2005002,34,123,0.14,3
NED1994201,54,123,0,1
TEL2008805,58,123,0.022,1
NED2006002,61,123,0.214,5
TEL2008805,61,123,0.25,4
NED2001004,63,123,0.23,21
NED1990134,66,123,1,13
NED1990134,67,123,0,1
NED2001004,67,123,0.04,2
NED2010002,68,123,0.011,2
NED2010002,69,123,0.003,1
NED2010002,70,123,0.182,25
NED2010002,71,123,0.118,7
NED2005002,72,123,0.48,13
NED2010002,72,123,0.1,4
NED2005002,73,123,6.05,133
NED2000966,74,123,0.024,5
NED2001004,74,123,0.01,3
NED2003003,74,123,0.07,1
NED2005002,74,123,0.225,8
NED2000966,77,123,0.06,11
TEM2007686,78,123,0.114,2
NED1989117,81,123,0,1
NED1999872,82,123,0.146,2
NED1994201,85,123,0,1
TEM2007686,89,123,11.6,119
NED2000966,90,123,0.005,1
NED2000966,91,123,0.145,2
NED2003003,92,123,0.255,9
NED2003003,93,123,0.01,3
NED2003003,94,123,0.005,1
NED1994201,95,123,0,3
NED2003003,95,123,0.43,16
NED2003003,96,123,0.035,1
NED1994201,98,123,0,1
NED1994201,99,123,0,5
NED1994201,100,123,0,1
NED1997255,102,123,0.01,3
NED2003003,104,123,0.055,1
NED2000966,108,123,0.07,1
NED1995217,109,123,0,1
NED2003003,109,123,0.045,7
NED2003003,110,123,0.215,9
NED1997255,118,123,0.04,1
NED2002003,119,123,0.07,8
NED2002003,120,123,0.017,1
NED2002003,121,123,0.03,3
NED1997255,122,123,0.24,11
NED2002003,123,123,0.005,4
NED2002003,124,123,0.22,7
NED1995217,125,123,0,18
NED1995217,126,123,0,31
NED1995217,127,123,0,7
NED1995217,128,123,0,1
NED2009002,16,142,0.54,1
NED2005002,34,142,0.675,2
NED2010002,57,142,0.175,1
TEL2008805,58,142,0.138,1
NED2010002,70,142,1.02,3
NED2005002,72,142,2.85,9
NED2010002,72,142,0.73,2
NED2005002,73,142,0.3,1
NED2005002,74,142,1.65,3
TEM2007686,89,142,0.504,1
NED2000966,102,142,0.285,1
NED2002003,123,142,1.18,3
NED1995217,125,142,0,1
NED2009002,15,143,0.321,1
NED1986060,16,143,0,2
NED1987078,20,143,0,1
NED1987078,21,143,0,1
NED1988098,22,143,0,2
NED1988098,23,143,0,1
NED1986060,25,143,1,2
NED2006002,29,143,0.012,1
NED1988098,30,143,0,1
NED1990134,33,143,0,1
NED1987078,34,143,3,9
NED2009002,34,143,0.006,9
NED1990134,35,143,0,1
NED2005002,38,143,0.115,1
NED1987078,39,143,0,2
TEL2006615,39,143,0.13,1
NED1989117,41,143,0,1
NED1990134,41,143,0,1
NED2003003,44,143,0.25,2
TEL2006615,45,143,0.24,2
NED2005002,47,143,0.001,1
NED1989117,48,143,0,1
TEL2008805,52,143,0.001,1
NED1987078,56,143,0,1
NED1994201,60,143,0,2
NED1993182,62,143,0,1
NED1988098,63,143,1,2
NED1988098,64,143,0,1
NED1993182,64,143,0,2
TEM2007686,65,143,0.001,2
NED2006002,66,143,0.5,4
TEM2007686,66,143,0.001,1
NED1991149,67,143,0,1
NED2006002,67,143,0.13,1
NED2003003,68,143,0.145,3
NED1989117,69,143,0,1
NED2003003,69,143,0.06,2
NED1989117,72,143,0,1
NED1990134,73,143,0,2
NED2001004,73,143,0.065,1
NED1990134,74,143,0,2
NED1993182,74,143,0,1
NED1993182,75,143,0,1
NED2001004,75,143,0.075,1
NED2003003,75,143,0.15,1
NED1999872,77,143,0.11,1
NED2003003,78,143,0.001,1
NED1994201,80,143,0,1
NED1994201,82,143,1,4
NED1994201,83,143,2,12
NED1994201,84,143,0,2
NED1991149,85,143,1,5
NED2000966,85,143,0.002,1
NED2002003,85,143,0.095,1
NED1991149,86,143,0,1
NED2000966,86,143,0.001,1
NED2000966,88,143,0.08,1
NED1994201,89,143,0,1
NED1991149,90,143,0,1
NED1991149,92,143,0,1
NED2000966,93,143,1.9,15
NED2002003,94,143,0.09,1
NED1999872,96,143,1.54,6
NED2000966,96,143,0.11,1
NED2002003,97,143,0.315,3
NED1997255,99,143,0.12,2
NED2002003,99,143,0.06,1
NED1997255,101,143,0.14,1
NED1997255,103,143,0.31,2
NED2002003,103,143,0.38,3
NED1997255,104,143,0.31,2
NED1997255,105,143,0.26,1
NED2000966,107,143,0.66,3
NED2002003,107,143,0.05,1
NED1995217,108,143,0,1
NED2002003,109,143,0.36,7
NED1995217,110,143,0,2
NED1999872,115,143,0.07,1
NED1999872,116,143,0.89,5
NED1999872,117,143,0.23,1
NED2010002,70,149,0.005,1
NED2010002,71,149,0.012,3
NED2005002,72,149,0.002,1
NED2003003,93,149,0.03,3
NED2009002,8,150,0.011,1
NED1991149,11,150,0,6
NED1995217,12,150,0,29
NED1995217,13,150,0,5
NED1995217,15,150,0,1
NED1995217,17,150,0,8
NED1996238,23,150,0.01,3
NED1999872,23,150,0.001,1
NED1994201,28,150,0,1
NED2003003,29,150,0.005,2
NED1994201,31,150,0,1
NED2006002,31,150,0.002,1
NED1994201,32,150,0,6
NED2000966,33,150,0.005,2
NED2001004,33,150,0.04,12
TEM2007686,33,150,0.01,1
NED2000966,34,150,0.025,8
NED2001004,34,150,0.015,9
NED2002003,34,150,0.01,2
TEM2007686,34,150,0.034,7
NED2000966,35,150,0.005,2
TEM2007686,35,150,0.012,5
TEM2007686,36,150,0.04,15
TEM2007686,37,150,0.034,24
TEM2007686,38,150,0.032,8
TEM2007686,39,150,0.088,13
TEM2007686,40,150,0.054,18
NED2002003,41,150,0.06,20
TEM2007686,41,150,0.022,5
NED1995217,42,150,0,6
NED2000966,42,150,0.003,2
NED2002003,42,150,0.006,1
NED1995217,43,150,0,6
NED1999872,43,150,0.01,2
NED2000966,43,150,0.005,2
NED2001004,43,150,0.01,3
NED2002003,43,150,0.035,12
NED1999872,44,150,0.003,1
NED2000966,44,150,0.005,3
NED2002003,44,150,0.015,5
NED2002003,45,150,0.004,1
NED1995217,46,150,0,3
NED2001004,46,150,0.025,9
NED2010002,46,150,0.004,1
NED1995217,47,150,0,2
NED2001004,47,150,0.01,3
NED2002003,48,150,0.07,24
NED2001004,49,150,0.004,0
NED2002003,49,150,0.015,5
NED1995217,50,150,0,1
NED2001004,50,150,0.01,5
NED2002003,50,150,0.01,2
NED2001004,51,150,0.002,1
NED1995217,52,150,0,131
NED2002003,52,150,0.01,4
NED1995217,53,150,1,301
TEM2007686,56,150,0.004,1
NED2006002,59,150,0.002,1
TEL2008805,61,150,0.001,1
NED2006002,70,150,0.014,3
NED1995217,72,150,0,1
NED2003003,72,150,0.003,1
NED2005002,72,150,0.001,2
NED2005002,73,150,0.005,3
NED1994201,85,150,0,14
NED2006002,86,150,0.003,1
NED1997255,91,150,0.01,1
NED2002003,91,150,0.025,9
NED2006002,91,150,0.152,37
NED2003003,92,150,0.005,2
NED2006002,92,150,0.032,12
NED2006002,93,150,0.03,19
NED2003003,95,150,0.001,2
NED2006002,95,150,0.032,14
NED2006002,96,150,0.02,7
NED2006002,98,150,0.002,1
NED2002003,101,150,0.006,6
NED2002003,124,150,0.02,4
NED2002003,125,150,0.004,1
NED2006002,31,156,0.004,1
NED2009002,31,156,0.006,1
TEL2006615,32,156,0.007,1
TEL2006615,33,156,0.008,1
NED2003003,34,156,0.008,1
TEL2006615,35,156,0.01,2
NED1999872,43,156,0.001,1
NED2000966,50,156,0.005,1
NED2001004,63,156,0.02,3
NED2010002,67,156,0.003,1
NED1995217,72,156,0,1
NED2005002,73,156,0.004,2
NED2001004,74,156,0.245,47
NED2000966,77,156,0.02,4
NED2003003,83,156,0.0027,1
NED1994201,85,156,0,1
NED2000966,90,156,0.001,1
NED2000966,91,156,0.01,1
NED2003003,91,156,0.001,1
NED2003003,92,156,0.002,1
NED2003003,93,156,0.004,4
NED1997255,102,156,0.04,1
NED1997255,118,156,0.04,3
NED1995217,124,156,0,1
NED2010002,6,158,0.001,1
NED2001004,54,158,0.001,1
NED2010002,67,158,0.005,1
NED2005002,13,159,0.006,1
NED1996238,21,159,0.1,2
NED1996238,22,159,0.03,1
NED1996238,24,159,0.34,14
NED1994201,31,159,0,1
TEM2007686,37,159,0.014,3
TEM2007686,38,159,0.049,2
NED2001004,46,159,0.003,2
NED2006002,91,159,0.012,4
NED2006002,92,159,0.002,1
NED2006002,96,159,0.008,1
NED2009002,8,160,0.054,1
NED1988098,13,160,0,1
NED2005002,16,160,0.82,2
NED2009002,16,160,0.1,1
NED2005002,18,160,0.41,2
TEM2007686,18,160,0.35,4
NED1996238,22,160,1.84,3
NED1996238,23,160,7.51,11
TEM2007686,23,160,5.2,21
NED1996238,24,160,17.4,25
NED1994201,25,160,1,3
NED1996238,26,160,6.97,14
NED1996238,27,160,1.46,6
NED1993182,28,160,59,103
NED1993182,29,160,3,5
NED1994201,29,160,34,54
NED1993182,30,160,0,1
NED1994201,30,160,3,6
NED2003003,30,160,10.54,13
NED2009002,30,160,0.2,2
NED1994201,31,160,17,27
TEL2006615,32,160,0.19,2
NED1999872,33,160,0.86,1
NED2003003,33,160,0.48,2
TEM2007686,34,160,0.515,1
TEM2007686,35,160,9.7,18
NED1994201,36,160,0,1
NED1994201,38,160,1,1
NED1996238,41,160,1,0
NED1997255,42,160,1.6,2
NED2000966,42,160,0.32,1
NED2001004,42,160,1,7
NED1995217,43,160,14,24
NED1999872,43,160,16.51,28
NED2010002,43,160,0.39,1
NED1995217,44,160,16,23
NED1999872,44,160,0.45,1
NED2000966,44,160,16.4,23
NED2000966,45,160,4.64,10
NED1999872,46,160,0.69,1
NED2000966,46,160,1.16,3
NED1997255,47,160,0.28,1
NED2001004,48,160,0.245,1
NED2002003,48,160,3.21,8
NED1997255,49,160,0.67,1
NED2001004,49,160,1.17,4
NED2002003,49,160,4.92,13
NED2010002,49,160,9.98,22
NED1997255,50,160,0.85,2
NED2001004,50,160,1.04,4
NED2002003,50,160,0.215,1
NED2010002,50,160,28.1,52
NED1995217,51,160,1,2
NED1997255,51,160,5.98,11
NED1999872,51,160,0.005,1
NED2001004,51,160,1.35,5
NED1995217,52,160,1,1
NED1997255,52,160,9.2,16
NED1997255,53,160,1.36,1
NED1995217,54,160,1,2
NED2010002,55,160,0.096,1
NED1997255,56,160,15.93,24
NED1995217,57,160,11,47
NED1997255,57,160,5.4,10
NED1995217,58,160,0,2
NED1997255,58,160,36.5,53
NED2006002,59,160,0.036,1
NED1995217,60,160,0,5
NED1997255,60,160,2.67,11
NED2010002,60,160,0.053,1
NED1991149,66,160,0,1
TEL2008805,67,160,0.014,3
NED2000966,70,160,5.57,85
NED2010002,71,160,0.075,1
NED1987078,76,160,0,1
NED2000966,77,160,0.02,1
TEM2007686,78,160,0.048,1
NED1989117,81,160,1,7
NED2002003,82,160,0.05,2
NED1989117,83,160,0,1
NED2002003,87,160,1.02,17
NED2001004,91,160,0.65,3
NED2002003,92,160,0.07,3
NED1994201,95,160,1,19
NED2006002,96,160,0.392,1
NED1994201,98,160,6,103
NED1994201,99,160,1,19
NED1994201,100,160,1,24
NED1997255,102,160,0.47,61
NED2000966,102,160,0.37,6
NED1994201,104,160,5,95
NED1995217,104,160,0,1
NED2003003,104,160,0.035,1
NED2000966,106,160,0.66,6
NED2003003,106,160,0.205,6
NED2003003,107,160,0.035,1
NED1995217,108,160,0,2
NED2000966,108,160,0.05,1
NED1995217,109,160,0,1
NED1999872,109,160,0.14,3
NED2003003,109,160,0.16,4
NED1995217,118,160,0,4
NED1995217,120,160,0,1
NED1997255,121,160,1.2,9
NED1995217,124,160,0,3
NED1995217,125,160,0,1
NED1995217,126,160,1,17
NED1995217,127,160,1,12
NED1995217,128,160,0,14
NED1995217,16,163,0,1
NED1996238,20,163,0,1
NED1994201,29,163,0,6
NED1995217,108,163,0,1
NED2001004,62,165,1.97,11
NED2003003,109,165,1.01,6
NED1995217,13,169,0,1
NED1995217,17,169,0,2
NED1996238,24,169,0.2,6
NED1994201,30,169,0,1
NED1994201,31,169,0,1
NED2003003,39,169,0.035,1
NED1999872,42,169,0.01,1
NED1995217,52,169,0,1
NED1995217,53,169,0,3
NED2006002,69,169,0.036,1
NED2000966,50,176,0.01,1
NED2000966,77,196,0.055,2
NED1995217,125,196,0,1
NED2000966,108,200,0.175,1
NED2002003,118,200,0.27,1
NED1986060,1,201,1,1
NED1988098,1,201,0,1
NED1989117,1,201,1,12
NED1990134,1,201,0,1
NED1993182,1,201,1,1
NED1994201,1,201,0,1
NED1987078,2,201,1,1
NED1988098,2,201,2,1
NED1989117,2,201,0,2
NED1990134,2,201,2,4
NED1991149,2,201,0,1
NED1993182,2,201,1,1
NED1994201,2,201,1,2
NED1995217,2,201,1,2
NED2003003,2,201,0.37,1
NED1990134,3,201,2,10
NED1991149,3,201,0,1
NED1992166,3,201,0,1
NED1993182,3,201,0,1
NED1995217,3,201,0,2
NED1999872,3,201,0.42,1
NED1988098,4,201,2,5
NED1989117,4,201,0,4
NED1991149,4,201,4,8
NED1992166,4,201,4,4
NED1993182,4,201,0,2
NED1995217,4,201,2,1
NED2001004,4,201,0.215,1
NED2005002,4,201,0.065,1
NED1988098,5,201,1,1
NED1991149,5,201,1,6
NED1992166,5,201,0,5
NED1993182,5,201,0,1
NED1996238,5,201,0.43,8
NED2001004,5,201,0.085,1
NED2003003,5,201,0.085,1
TEL2006615,5,201,0.02,1
NED1990134,6,201,0,2
NED1991149,6,201,1,4
NED1992166,6,201,0,2
NED1993182,6,201,0,2
NED1996238,6,201,1.76,17
NED1999872,6,201,0.21,1
TEL2006615,6,201,0.4,3
NED1990134,7,201,1,5
NED1991149,7,201,1,4
NED1992166,7,201,3,27
NED1996238,7,201,5.49,25
NED1999872,7,201,1.35,5
NED2005002,7,201,0.105,2
NED1989117,8,201,3,9
NED1991149,8,201,0,1
NED1992166,8,201,5,11
NED1993182,8,201,5,5
NED1994201,8,201,1,7
NED1996238,8,201,0.81,6
NED1997255,8,201,10.05,31
NED1999872,8,201,0.24,2
NED1986060,9,201,1,4
NED1989117,9,201,2,10
NED1991149,9,201,4,23
NED1993182,9,201,3,10
NED1994201,9,201,2,5
NED1996238,9,201,0.16,2
NED1997255,9,201,0.82,5
NED1999872,9,201,0.96,6
NED2000966,9,201,0.02,1
TEL2006615,9,201,0.7,5
TEM2007686,9,201,0.322,1
NED1986060,10,201,4,12
NED1989117,10,201,1,1
NED1991149,10,201,1,3
NED1992166,10,201,7,21
NED1993182,10,201,0,2
NED1994201,10,201,1,8
NED1997255,10,201,1.51,5
NED2000966,10,201,4.84,5
TEL2006615,10,201,0.16,5
TEM2007686,10,201,3.2,8
NED1986060,11,201,0,1
NED1990134,11,201,7,21
NED1991149,11,201,1,3
NED1992166,11,201,1,8
NED1993182,11,201,0,2
NED1997255,11,201,1.46,3
NED1999872,11,201,1.23,5
NED2000966,11,201,0.2,1
NED2001004,11,201,0.5,2
NED1989117,12,201,47,56
NED1990134,12,201,0,1
NED1991149,12,201,1,2
NED1992166,12,201,0,2
NED1994201,12,201,0,1
NED1996238,12,201,0.04,1
