MISSION,SETNO,SDATE,TIME,STRAT,SLAT,SLONG,ELAT,ELONG,DUR,DIST,SPEED,DEPTH,SURF_TEMP,BOTT_TEMP,BOTT_SAL,GEARDESC
NED1986070,79,1986-10-21,1945,484,43.7,-67.333333,NA,NA,30,1.8,3.6,204.83,11.5,9.05,34.491,Western IIA trawl
NED1986070,80,1986-10-21,2055,484,43.65,-67.3,NA,NA,30,1.6,3.2,188.37,11.2,9.31,34.494,Western IIA trawl
NED1986070,82,1986-10-22,105,485,43.616667,-66.966667,NA,NA,30,1.7,3.4,166.42,12,9.69,34.405,Western IIA trawl
NED1986070,83,1986-10-22,325,484,43.383333,-67.1,NA,NA,30,1.8,3.6,230.43,11.6,9.09,34.702,Western IIA trawl
NED1986070,84,1986-10-22,515,484,43.3,-67.1,NA,NA,21,1.1,3.1,221.28,11.6,9.12,34.728,Western IIA trawl
NED1986070,86,1986-10-22,835,475,43.116667,-67.466667,NA,NA,30,1.8,3.6,199.34,11.7,8.11,34.336,Western IIA trawl
NED1986070,87,1986-10-22,1005,484,43.033333,-67.35,NA,NA,30,1.9,3.8,206.65,11.7,8.99,34.875,Western IIA trawl
NED1986070,88,1986-10-22,1355,485,43.05,-66.683333,NA,NA,20,1.2,3.6,153.62,12.3,9.91,34.66,Western IIA trawl
NED1986070,90,1986-10-22,1635,474,42.866667,-66.65,NA,NA,30,1.8,3.6,213.97,12.4,9.57,34.874,Western IIA trawl
NED1986070,91,1986-10-22,1755,481,42.9,-66.583333,NA,NA,30,2,4,182.88,12.3,9.66,34.632,Western IIA trawl
NED1986070,92,1986-10-22,1945,481,42.7,-66.6,NA,NA,30,1.9,3.8,164.59,12.5,11.84,35.213,Western IIA trawl
NED1986070,93,1986-10-23,2145,481,42.7,-66.433333,NA,NA,11,0.6,3.3,113.39,12.4,11.02,33.988,Western IIA trawl
NED1986070,94,1986-10-23,2315,474,42.6,-66.25,NA,NA,30,1.7,3.4,87.78,11.8,9.51,33.143,Western IIA trawl
NED1986070,96,1986-10-23,215,474,42.7,-65.933333,NA,NA,30,1.7,3.4,82.3,11.5,8.24,32.719,Western IIA trawl
NED1986070,97,1986-10-23,355,480,42.55,-65.833333,NA,NA,12,0.7,3.5,85.95,15,10.67,34.214,Western IIA trawl
NED1986070,99,1986-10-23,705,480,42.583333,-65.533333,NA,NA,30,1.9,3.8,87.78,11.7,10.37,33.529,Western IIA trawl
NED1983018,46,1983-10-21,2005,483,42.383333,-67.016667,NA,NA,30,1.7,3.4,340.16,12.3,11.2,35,Western IIA trawl
NED1983018,47,1983-10-22,2225,483,42.5,-67.2,NA,NA,30,1.6,3.2,327.36,11.7,9.3,35,Western IIA trawl
NED1983018,48,1983-10-22,115,482,42.666667,-67.533333,NA,NA,30,1.8,3.6,197.51,11.8,7.9,34.5,Western IIA trawl
NED1983018,49,1983-10-22,315,484,42.8,-67.583333,NA,NA,30,1.7,3.4,232.26,11.8,8.2,34.5,Western IIA trawl
NED1983018,50,1983-10-22,835,481,42.933333,-66.6,NA,NA,26,1.6,3.7,186.54,10.6,9.3,34.6,Western IIA trawl
NED1983018,53,1983-10-22,1625,484,43.283333,-67.466667,NA,NA,26,1.6,3.7,186.54,11.3,7.8,34.3,Western IIA trawl
NED1983018,54,1983-10-22,1855,484,43.383333,-67.083333,NA,NA,30,1.8,3.6,217.63,11.3,10.5,33.2,Western IIA trawl
NED1983018,55,1983-10-23,2205,484,43.483333,-66.9,NA,NA,30,1.6,3.2,197.51,10.9,10.3,34,Western IIA trawl
NED1983018,56,1983-10-23,55,485,43.466667,-66.583333,NA,NA,30,1.8,3.6,104.24,10.7,9.7,32.9,Western IIA trawl
NED1983018,58,1983-10-23,1155,485,43.683333,-67.05,NA,NA,30,1.8,3.6,137.16,11.5,8.8,33.9,Western IIA trawl
NED1983018,59,1983-10-23,1345,485,43.833333,-67.016667,NA,NA,30,1.8,3.6,149.96,10.8,8.6,34.3,Western IIA trawl
NED1983018,60,1983-10-23,1605,484,43.833333,-67.366667,NA,NA,30,1.8,3.6,215.8,11.2,8.2,34.5,Western IIA trawl
NED1983018,61,1983-10-23,1945,492,44.216667,-66.983333,NA,NA,30,1.7,3.4,166.42,10.3,8.2,34.1,Western IIA trawl
NED1983018,63,1983-10-24,5,491,44.466667,-66.35,NA,NA,26,1.6,3.7,157.28,10.4,8.4,32.6,Western IIA trawl
NED1983018,64,1983-10-24,235,491,44.7,-66.233333,NA,NA,30,1.8,3.6,128.02,10.4,9.1,33.3,Western IIA trawl
NED1983018,65,1983-10-24,555,493,44.883333,-66.866667,NA,NA,30,1.7,3.4,91.44,10.9,10,32.9,Western IIA trawl
NED1983018,66,1983-10-24,1505,493,45.133333,-66.15,NA,NA,30,1.7,3.4,53.04,10.9,10.7,32.6,Western IIA trawl
NED1983018,68,1983-10-24,1905,492,44.966667,-65.966667,NA,NA,30,1.8,3.6,95.1,11,10.4,32.7,Western IIA trawl
NED1983018,69,1983-10-24,2015,493,45.016667,-65.883333,NA,NA,30,1.8,3.6,87.78,10.8,10.5,32.6,Western IIA trawl
NED1983018,71,1983-10-25,15,494,45.1,-65.8,NA,NA,30,1.8,3.6,80.47,11.1,11.1,32.5,Western IIA trawl
NED1983018,73,1983-10-25,345,495,45.116667,-65.466667,NA,NA,30,1.7,3.4,84.12,11.2,11.1,32.5,Western IIA trawl
NED1983018,74,1983-10-25,555,495,44.866667,-65.683333,NA,NA,30,2,4,73.15,10.6,10.6,32.6,Western IIA trawl
NED1983018,75,1983-10-25,1125,490,44.15,-66.416667,NA,NA,30,1.7,3.4,71.32,11.2,10.3,32.3,Western IIA trawl
NED1983018,79,1983-10-26,2125,490,43.983333,-66.433333,NA,NA,30,1.5,3,78.64,10.1,10.2,32.4,Western IIA trawl
NED1983018,80,1983-10-26,2315,490,43.816667,-66.483333,NA,NA,30,1.7,3.4,71.32,10.7,10,32.6,Western IIA trawl
NED1983018,81,1983-10-26,745,476,43.35,-65,NA,NA,30,1.8,3.6,162.76,12.5,5.3,32.5,Western IIA trawl
NED1983018,82,1983-10-26,915,474,43.316667,-64.85,NA,NA,30,1.8,3.6,82.3,12.6,3.7,32.6,Western IIA trawl
NED1983018,84,1983-10-26,1245,474,43.483333,-64.6,NA,NA,26,1.8,4.2,87.78,12.9,4,32.5,Western IIA trawl
NED1983018,85,1983-10-26,1505,476,43.683333,-64.666667,NA,NA,30,1.3,2.6,107.9,12.9,4.6,32.2,Western IIA trawl
NED1983018,86,1983-10-26,1655,470,43.8,-64.45,NA,NA,30,1.7,3.4,135.33,12.7,3.6,32.8,Western IIA trawl
NED1983018,87,1983-10-26,1805,470,43.783333,-64.366667,NA,NA,30,1.7,3.4,148.13,13,6.5,33.6,Western IIA trawl
NED1983018,89,1983-10-27,2145,471,43.566667,-64.216667,NA,NA,30,1.7,3.4,199.34,13,6.1,32.4,Western IIA trawl
NED1983018,90,1983-10-27,2345,471,43.633333,-64,NA,NA,30,1.6,3.2,217.63,12.6,9,31.7,Western IIA trawl
NED1983018,91,1983-10-27,155,471,43.633333,-63.683333,NA,NA,30,1.8,3.6,226.77,12.9,9,32.5,Western IIA trawl
NED1983018,92,1983-10-27,405,460,43.766667,-63.3,NA,NA,30,1.7,3.4,104.24,13.2,7.2,33.6,Western IIA trawl
NED1983018,93,1983-10-27,535,460,43.883333,-63.35,NA,NA,30,1.7,3.4,138.99,12.6,9,34.8,Western IIA trawl
NED1984036,1,1984-10-09,2005,460,44.4,-62.45,NA,NA,30,1.8,3.6,175.56,11.9,NA,NA,Western IIA trawl
NED1984036,2,1984-10-10,2155,462,44.283333,-62.35,NA,NA,30,1.7,3.4,120.7,12.2,NA,NA,Western IIA trawl
NED1984036,3,1984-10-10,35,462,44.35,-61.9,NA,NA,30,1.7,3.4,162.76,11.7,NA,NA,Western IIA trawl
NED1984036,4,1984-10-10,255,459,44.533333,-61.566667,NA,NA,30,1.8,3.6,135.33,11.6,NA,NA,Western IIA trawl
NED1984036,5,1984-10-10,455,462,44.333333,-61.45,NA,NA,30,1.8,3.6,117.04,12.4,NA,NA,Western IIA trawl
NED1984036,6,1984-10-10,645,456,44.2,-61.233333,NA,NA,30,1.8,3.6,80.47,12.2,6.9,31.9,Western IIA trawl
NED1984036,7,1984-10-10,825,456,44.216667,-60.966667,NA,NA,30,1.7,3.4,60.35,11.5,6.6,33.5,Western IIA trawl
NED1984036,8,1984-10-10,1105,456,44.15,-60.816667,NA,NA,30,1.8,3.6,23.77,11.5,12.2,31.4,Western IIA trawl
NED1984036,9,1984-10-10,1315,456,44.183333,-60.733333,NA,NA,30,1.6,3.2,38.4,11.7,11.7,30.8,Western IIA trawl
NED1984036,10,1984-10-10,1515,456,44.083333,-60.5,NA,NA,30,1.7,3.4,43.89,12,12.3,30.4,Western IIA trawl
NED1984036,11,1984-10-10,1715,456,44.1,-60.133333,NA,NA,30,1.8,3.6,64.01,11.2,10.7,30.2,Western IIA trawl
NED1984036,12,1984-10-10,1935,457,44.266667,-60.366667,NA,NA,30,1.8,3.6,151.79,11.2,4.2,30.1,Western IIA trawl
NED1984036,13,1984-10-10,2055,457,44.3,-60.466667,NA,NA,30,1.7,3.4,135.33,11,4.3,32.9,Western IIA trawl
NED1984036,14,1984-10-11,5,459,44.633333,-60.183333,NA,NA,30,1.6,3.2,153.62,10.7,3.7,33.1,Western IIA trawl
NED1984036,15,1984-10-11,215,458,44.716667,-60.466667,NA,NA,30,1.8,3.6,54.86,11.1,4.4,32.1,Western IIA trawl
NED1984036,16,1984-10-11,345,458,44.616667,-60.6,NA,NA,30,1.7,3.4,34.75,10.1,11.7,31.2,Western IIA trawl
NED1984036,17,1984-10-11,515,458,44.666667,-60.65,NA,NA,30,1.6,3.2,45.72,11.2,9.8,29.7,Western IIA trawl
NED1984036,18,1984-10-11,805,459,44.883333,-61.066667,NA,NA,30,1.7,3.4,215.8,11.2,9.6,33.3,Western IIA trawl
NED1984036,19,1984-10-11,1325,459,45,-60.05,NA,NA,30,1.7,3.4,104.24,11.5,3.6,33.1,Western IIA trawl
NED1984036,20,1984-10-11,1525,444,45.216667,-59.883333,NA,NA,21,1.2,3.4,109.73,10.7,4.3,33.1,Western IIA trawl
NED1984036,21,1984-10-11,1935,445,45.683333,-59.083333,NA,NA,30,1.6,3.2,212.14,10.5,4.6,33.9,Western IIA trawl
NED1984036,22,1984-10-12,2135,445,45.833333,-58.95,NA,NA,25,1.6,3.8,186.54,9.6,4.4,33.8,Western IIA trawl
NED1984036,23,1984-10-12,145,442,45.8,-59.766667,NA,NA,30,1.7,3.4,85.95,11.6,2.8,32,Western IIA trawl
NED1984036,24,1984-10-12,705,442,46.433333,-60.283333,NA,NA,30,1.7,3.4,71.32,9.9,3.1,30.4,Western IIA trawl
NED1984036,25,1984-10-12,1405,442,46.583333,-59.816667,NA,NA,30,1.7,3.4,56.69,10.7,9.7,29.6,Western IIA trawl
NED1984036,26,1984-10-12,1645,441,46.75,-59.966667,NA,NA,30,1.8,3.6,124.36,10.7,NA,NA,Western IIA trawl
NED1984036,27,1984-10-12,1815,441,46.783333,-59.833333,NA,NA,30,1.7,3.4,122.53,8.2,NA,NA,Western IIA trawl
NED1984036,28,1984-10-12,2025,440,46.833333,-59.766667,NA,NA,30,1.5,3,248.72,7.4,NA,NA,Western IIA trawl
NED1984036,29,1984-10-13,2155,440,46.733333,-59.583333,NA,NA,30,1.8,3.6,314.55,8.8,NA,NA,Western IIA trawl
NED1984036,30,1984-10-13,135,440,46.6,-59.3,NA,NA,30,1.7,3.4,338.33,8.5,NA,NA,Western IIA trawl
NED1984036,31,1984-10-13,1255,441,46.35,-59.2,NA,NA,30,1.7,3.4,157.28,10.1,NA,NA,Western IIA trawl
NED1984036,32,1984-10-13,1645,446,45.983333,-58.4,NA,NA,30,1.8,3.6,296.27,10.4,NA,NA,Western IIA trawl
NED1984036,33,1984-10-13,1755,446,45.9,-58.3,NA,NA,30,1.7,3.4,245.06,9.2,NA,NA,Western IIA trawl
NED1984036,34,1984-10-13,1915,446,45.8,-58.1,NA,NA,30,1.6,3.2,320.04,10.2,NA,NA,Western IIA trawl
NED1984036,35,1984-10-14,2155,443,45.5,-58.416667,NA,NA,30,1.7,3.4,85.95,9.3,NA,NA,Western IIA trawl
NED1984036,36,1984-10-14,2355,444,45.3,-58.2,NA,NA,30,1.7,3.4,160.93,10,NA,NA,Western IIA trawl
NED1984036,38,1984-10-14,445,447,45.033333,-57.7,NA,NA,30,1.8,3.6,58.52,10.5,NA,NA,Western IIA trawl
NED1984036,40,1984-10-14,935,451,44.333333,-57.633333,NA,NA,30,1.5,3,219.46,11.1,NA,NA,Western IIA trawl
NED1984036,41,1984-10-14,1055,451,44.283333,-57.8,NA,NA,30,1.5,3,241.4,11.9,NA,NA,Western IIA trawl
NED1984036,42,1984-10-14,1235,449,44.316667,-58,NA,NA,30,1.7,3.4,104.24,11.6,NA,NA,Western IIA trawl
NED1984036,43,1984-10-14,1335,449,44.266667,-58.116667,NA,NA,30,1.8,3.6,96.93,11.4,NA,NA,Western IIA trawl
NED1984036,45,1984-10-14,1655,447,44.583333,-58.25,NA,NA,30,1.7,3.4,62.18,12,NA,NA,Western IIA trawl
NED1984036,46,1984-10-14,1835,448,44.6,-58.583333,NA,NA,30,1.7,3.4,65.84,12.3,NA,NA,Western IIA trawl
NED1984036,47,1984-10-14,2035,444,44.8,-58.45,NA,NA,30,1.6,3.2,157.28,11.4,NA,NA,Western IIA trawl
NED1984036,48,1984-10-15,2315,445,44.8,-58.583333,NA,NA,30,1.8,3.6,210.31,11,NA,NA,Western IIA trawl
NED1984036,49,1984-10-15,105,445,44.85,-58.783333,NA,NA,30,1.7,3.4,287.12,11.4,NA,NA,Western IIA trawl
NED1984036,51,1984-10-15,425,444,45.133333,-58.666667,NA,NA,30,1.5,3,102.41,9.9,NA,NA,Western IIA trawl
NED1984036,52,1984-10-15,535,443,45.183333,-58.816667,NA,NA,30,1.6,3.2,80.47,10.2,NA,NA,Western IIA trawl
NED1984036,53,1984-10-15,715,443,45.1,-59.15,NA,NA,30,1.6,3.2,80.47,10.3,NA,NA,Western IIA trawl
NED1984036,54,1984-10-15,1035,448,44.616667,-58.9,NA,NA,30,1.7,3.4,65.84,12.4,NA,NA,Western IIA trawl
NED1984036,56,1984-10-15,1415,448,44.416667,-58.983333,NA,NA,30,1.7,3.4,58.52,12.3,NA,NA,Western IIA trawl
NED1984036,57,1984-10-15,1545,450,44.366667,-59.1,NA,NA,30,1.7,3.4,128.02,12.3,NA,NA,Western IIA trawl
NED1984036,58,1984-10-15,1705,450,44.35,-59.25,NA,NA,30,1.6,3.2,170.08,12.3,NA,NA,Western IIA trawl
NED1984036,59,1984-10-15,1835,452,44.333333,-59.466667,NA,NA,30,1.7,3.4,204.83,12.4,NA,NA,Western IIA trawl
NED1984036,61,1984-10-16,5,450,44.066667,-58.866667,NA,NA,30,1.8,3.6,115.21,12,NA,NA,Western IIA trawl
NED1984036,62,1984-10-16,355,453,43.633333,-59.416667,NA,NA,30,1,2,235.92,12.4,NA,NA,Western IIA trawl
NED1984036,63,1984-10-17,1635,455,43.766667,-59.783333,NA,NA,30,1.6,3.2,51.21,11.4,NA,NA,Western IIA trawl
NED1984036,64,1984-10-17,1755,454,43.633333,-59.783333,NA,NA,30,1.7,3.4,109.73,12.9,NA,NA,Western IIA trawl
NED1984036,66,1984-10-17,2035,454,43.55,-60.166667,NA,NA,30,1.8,3.6,96.93,15.5,NA,NA,Western IIA trawl
NED1984036,67,1984-10-18,2325,455,43.733333,-60.316667,NA,NA,30,1.7,3.4,56.69,11.9,NA,NA,Western IIA trawl
NED1984036,68,1984-10-18,145,455,43.483333,-60.783333,NA,NA,30,1.8,3.6,74.98,11.6,NA,NA,Western IIA trawl
NED1984036,69,1984-10-18,535,464,43.266667,-61.45,NA,NA,30,1.7,3.4,73.15,13.5,NA,NA,Western IIA trawl
NED1984036,71,1984-10-18,905,455,43.433333,-61.25,NA,NA,30,1.7,3.4,67.67,13.1,NA,NA,Western IIA trawl
NED1984037,1,1984-10-22,1955,460,44.133333,-63.283333,NA,NA,30,1.6,3.2,168.25,12.2,8.5,34.4,Western IIA trawl
NED1984037,2,1984-10-23,2305,461,44.1,-62.866667,NA,NA,30,1.8,3.6,239.57,11.9,9.3,34.9,Western IIA trawl
NED1984037,3,1984-10-23,405,463,43.666667,-62.583333,NA,NA,30,1.8,3.6,84.12,13.7,8.8,34.1,Western IIA trawl
NED1984037,5,1984-10-23,915,462,43.883333,-61.816667,NA,NA,30,1.6,3.2,135.33,13.1,7.2,33.1,Western IIA trawl
NED1984037,6,1984-10-23,1135,464,43.9,-61.7,NA,NA,30,1.8,3.6,71.32,12.5,10.8,33,Western IIA trawl
NED1984037,7,1984-10-23,1325,464,43.783333,-61.466667,NA,NA,30,1.8,3.6,49.38,12.6,11.6,31.8,Western IIA trawl
NED1984037,8,1984-10-23,1505,464,43.866667,-61.35,NA,NA,30,1.7,3.4,53.04,12.6,10.7,32.6,Western IIA trawl
NED1984037,9,1984-10-23,1605,455,43.866667,-61.316667,NA,NA,30,1.7,3.4,45.72,12.5,12.2,31.7,Western IIA trawl
NED1984037,10,1984-10-23,1735,455,43.85,-61.116667,NA,NA,30,1.7,3.4,53.04,12,11.8,31.6,Western IIA trawl
NED1984037,11,1984-10-23,1915,455,43.933333,-60.866667,NA,NA,30,1.7,3.4,38.4,11.5,10.9,30.7,Western IIA trawl
NED1984037,12,1984-10-24,2345,453,43.5,-60.1,NA,NA,30,1.6,3.2,195.68,12.4,12.4,35.2,Western IIA trawl
NED1984037,13,1984-10-24,145,453,43.416667,-60.35,NA,NA,30,1.6,3.2,288.95,12.7,10.8,33.8,Western IIA trawl
NED1984037,14,1984-10-24,725,466,43.15,-61.383333,NA,NA,30,1.4,2.8,318.21,17.2,9.8,35.2,Western IIA trawl
NED1984037,15,1984-10-24,1515,465,43.233333,-62.666667,NA,NA,30,1.7,3.4,96.93,12.9,7.2,33.6,Western IIA trawl
NED1984037,16,1984-10-24,1635,465,43.15,-62.55,NA,NA,30,1.8,3.6,100.58,13.2,8,33.9,Western IIA trawl
NED1984037,17,1984-10-24,1835,466,42.933333,-62.533333,NA,NA,30,1.6,3.2,246.89,13.2,11.8,34.5,Western IIA trawl
NED1984037,18,1984-10-25,2125,465,42.883333,-62.833333,NA,NA,30,1.7,3.4,122.53,13.5,10.3,34.7,Western IIA trawl
NED1984037,19,1984-10-25,2315,465,42.85,-63.133333,NA,NA,30,1.7,3.4,159.11,13.4,11.2,35.1,Western IIA trawl
NED1984037,20,1984-10-25,35,466,42.8,-63.183333,NA,NA,30,1.7,3.4,277.98,13.2,10,35.2,Western IIA trawl
NED1984037,21,1984-10-25,255,478,42.8,-63.566667,NA,NA,30,1.7,3.4,257.86,16.2,9.3,35.2,Western IIA trawl
NED1984037,22,1984-10-25,525,465,42.966667,-63.316667,NA,NA,30,1.9,3.8,157.28,13.1,11.3,35.2,Western IIA trawl
NED1984037,23,1984-10-25,845,461,43.45,-63.216667,NA,NA,30,1.8,3.6,215.8,12.4,9.8,35,Western IIA trawl
NED1984037,24,1984-10-25,1135,471,43.633333,-63.683333,NA,NA,30,1.6,3.2,234.09,12.6,9.5,30.9,Western IIA trawl
NED1984037,25,1984-10-25,1515,470,44.05,-63.716667,NA,NA,30,1.7,3.4,181.05,11.9,9,34.7,Western IIA trawl
NED1984037,26,1984-10-25,1655,470,43.95,-63.9,NA,NA,30,1.7,3.4,173.74,11.6,8.4,34.1,Western IIA trawl
NED1984037,27,1984-10-25,2015,472,43.483333,-63.966667,NA,NA,28,1.4,3,126.19,11.8,5.5,33.3,Western IIA trawl
NED1984037,28,1984-10-26,2215,471,43.35,-63.683333,NA,NA,30,1.8,3.6,206.65,11.9,9,34.7,Western IIA trawl
NED1984037,29,1984-10-26,45,473,43.25,-64.016667,NA,NA,30,1.7,3.4,89.61,12.2,5,32.8,Western IIA trawl
NED1984037,30,1984-10-26,205,473,43.233333,-63.95,NA,NA,30,1.8,3.6,91.44,12.2,5.1,32.8,Western IIA trawl
NED1984037,31,1984-10-26,445,472,42.866667,-64.05,NA,NA,30,1.7,3.4,122.53,12.6,10.4,34.7,Western IIA trawl
NED1984037,32,1984-10-26,645,478,42.666667,-64.266667,NA,NA,30,1.7,3.4,341.99,12.9,8.7,35.1,Western IIA trawl
NED1984037,33,1984-10-26,925,478,42.55,-64.516667,NA,NA,30,1.7,3.4,208.48,14,10.7,35.3,Western IIA trawl
NED1984037,34,1984-10-26,1145,477,42.8,-64.45,NA,NA,30,1.7,3.4,111.56,12.3,6.1,33.3,Western IIA trawl
NED1984037,35,1984-10-26,1415,477,42.766667,-64.883333,NA,NA,30,1.7,3.4,102.41,12.3,6,33.3,Western IIA trawl
NED1984037,36,1984-10-26,1615,475,42.95,-64.916667,NA,NA,30,1.8,3.6,80.47,12.2,7.8,33.2,Western IIA trawl
NED1984037,37,1984-10-26,1755,475,43.016667,-64.7,NA,NA,30,1.6,3.2,84.12,11.8,7,33,Western IIA trawl
NED1984037,38,1984-10-26,2015,476,43.183333,-64.45,NA,NA,30,1.8,3.6,146.3,11.3,7,33.8,Western IIA trawl
NED1984037,40,1984-10-27,2255,474,43.383333,-64.616667,NA,NA,22,1.2,3.3,69.49,11,5.5,32.4,Western IIA trawl
NED1984037,42,1984-10-27,55,474,43.366667,-64.783333,NA,NA,20,1.2,3.6,56.69,11.2,7,31.8,Western IIA trawl
NED1984037,43,1984-10-27,315,476,43.366667,-65.183333,NA,NA,30,1.7,3.4,133.5,11.5,5.7,32.9,Western IIA trawl
NED1984037,44,1984-10-27,1445,485,43.616667,-66.666667,NA,NA,30,1.7,3.4,128.02,11.6,11.1,34,Western IIA trawl
NED1984037,45,1984-10-27,1625,490,43.816667,-66.366667,NA,NA,25,1.7,4.1,53.04,11.6,11.7,31.1,Western IIA trawl
NED1984037,46,1984-10-27,1855,490,44.183333,-66.333333,NA,NA,30,1.8,3.6,45.72,11.5,11.4,32.4,Western IIA trawl
NED1984037,47,1984-10-28,2125,491,44.3,-66.483333,NA,NA,30,1.7,3.4,173.74,11.2,10.7,33.4,Western IIA trawl
NED1984037,48,1984-10-28,115,490,44.816667,-65.833333,NA,NA,25,1.5,3.6,89.61,11.2,11.2,32.8,Western IIA trawl
NED1984037,49,1984-10-28,345,495,45.05,-65.366667,NA,NA,30,1.7,3.4,78.64,11.1,11.1,32.9,Western IIA trawl
NED1984037,50,1984-10-28,505,495,45.133333,-65.266667,NA,NA,30,1.6,3.2,60.35,11.6,11.6,32.4,Western IIA trawl
NED1984037,51,1984-10-28,655,494,45.266667,-65.483333,NA,NA,30,1.7,3.4,43.89,11.7,11.8,32,Western IIA trawl
NED1984037,52,1984-10-28,845,494,45.116667,-65.683333,NA,NA,30,1.7,3.4,71.32,11.7,11.2,32.8,Western IIA trawl
NED1984037,53,1984-10-28,1055,493,45.133333,-66.033333,NA,NA,30,1.6,3.2,54.86,11.4,11.3,32.7,Western IIA trawl
NED1984037,54,1984-10-28,1315,493,45,-66.383333,NA,NA,30,1.7,3.4,87.78,11.1,11,33,Western IIA trawl
NED1984037,55,1984-10-28,1445,493,44.95,-66.533333,NA,NA,30,1.8,3.6,73.15,11.4,10.9,33,Western IIA trawl
NED1984037,57,1984-10-28,1835,491,44.65,-66.4,NA,NA,30,1.7,3.4,171.91,11,10.6,33.4,Western IIA trawl
NED1984037,58,1984-10-29,2115,492,44.466667,-66.516667,NA,NA,30,1.5,3,188.37,11.4,10.6,33.3,Western IIA trawl
NED1984037,59,1984-10-29,35,492,44.383333,-67.066667,NA,NA,30,1.8,3.6,131.67,12.2,10.9,33.2,Western IIA trawl
NED1984037,60,1984-10-29,345,491,44.05,-66.916667,NA,NA,30,1.8,3.6,170.08,12.1,11,34.3,Western IIA trawl
NED1984037,62,1984-10-29,755,484,43.683333,-67.316667,NA,NA,30,1.7,3.4,206.65,12.3,8.5,34.4,Western IIA trawl
NED1984037,63,1984-10-29,935,485,43.65,-67.183333,NA,NA,30,1.7,3.4,146.3,12.4,10.5,34.4,Western IIA trawl
NED1984037,64,1984-10-29,1135,484,43.483333,-67.066667,NA,NA,30,1.8,3.6,221.28,12.4,12,33.3,Western IIA trawl
NED1984037,65,1984-10-29,1625,484,42.816667,-67.333333,NA,NA,30,1.8,3.6,204.83,12.6,9,34.9,Western IIA trawl
NED1984037,67,1984-10-30,2125,483,42.35,-66.766667,NA,NA,30,1.7,3.4,310.9,13.3,8.3,32.2,Western IIA trawl
NED1984037,68,1984-10-30,5,483,42.383333,-66.483333,NA,NA,30,1.8,3.6,285.29,13,9,34.9,Western IIA trawl
NED1984037,69,1984-10-30,445,482,42.083333,-65.7,NA,NA,30,1.7,3.4,272.49,12.4,9.4,35.2,Western IIA trawl
NED1984037,70,1984-10-30,635,481,42.133333,-65.5,NA,NA,30,1.6,3.2,133.5,12.4,8.9,34.1,Western IIA trawl
NED1984037,72,1984-10-30,1145,480,42.616667,-65.316667,NA,NA,30,1.9,3.8,91.44,12.5,9.9,33.2,Western IIA trawl
NED1984037,73,1984-10-30,1305,480,42.666667,-65.466667,NA,NA,30,1.9,3.8,91.44,12.4,9.8,33.2,Western IIA trawl
NED1984037,74,1984-10-30,1435,480,42.633333,-65.683333,NA,NA,22,1.3,3.5,89.61,12.5,9.9,33.3,Western IIA trawl
NED1984037,75,1984-10-30,1555,481,42.733333,-65.716667,NA,NA,30,1.5,3,106.07,12.5,9.3,33,Western IIA trawl
NED1984037,76,1984-10-30,1655,481,42.783333,-65.733333,NA,NA,30,1.7,3.4,109.73,11.6,10.6,33.2,Western IIA trawl
HAM1982084,1,1982-09-28,25,462,44.083333,-61.95,NA,NA,30,1.9,3.8,146.3,17.4,7.24,34.279,Western IIA trawl
HAM1982084,2,1982-09-28,355,462,44.1,-61.316667,NA,NA,30,2,4,117.04,17.5,4.38,33.148,Western IIA trawl
HAM1982084,3,1982-09-28,615,456,44.233333,-61.016667,NA,NA,30,1.5,3,65.84,17.7,5.94,32.091,Western IIA trawl
HAM1982084,6,1982-09-28,1205,458,44.466667,-60.616667,NA,NA,30,1.8,3.6,42.06,17.5,13.48,31.568,Western IIA trawl
HAM1982084,7,1982-09-28,1355,458,44.483333,-60.383333,NA,NA,30,1.6,3.2,38.4,17.4,15.4,31.4,Western IIA trawl
HAM1982084,8,1982-09-28,1705,456,44.116667,-60.416667,NA,NA,30,1.7,3.4,64.01,17.6,8.51,31.92,Western IIA trawl
HAM1982084,9,1982-09-28,1905,456,44.083333,-60.716667,NA,NA,30,1.6,3.2,27.43,17.2,14.89,31.418,Western IIA trawl
HAM1982084,11,1982-09-29,225,454,43.266667,-61.266667,NA,NA,30,1.7,3.4,118.87,17.9,2.56,32.989,Western IIA trawl
HAM1982084,12,1982-09-29,425,453,43.233333,-61.033333,NA,NA,30,1.8,3.6,294.44,18.2,6.06,34.867,Western IIA trawl
HAM1982084,13,1982-09-29,615,453,43.283333,-60.933333,NA,NA,30,1.6,3.2,199.34,17.4,7.41,34.708,Western IIA trawl
HAM1982084,14,1982-09-29,735,454,43.333333,-60.816667,NA,NA,30,1.5,3,146.3,14.67,3.5,33.5,Western IIA trawl
HAM1982084,16,1982-09-29,1155,455,43.533333,-60.566667,NA,NA,30,1.7,3.4,67.67,16.5,2.8,32.3,Western IIA trawl
HAM1982084,17,1982-09-29,1335,455,43.666667,-60.516667,NA,NA,30,1.7,3.4,58.52,17.2,14.81,31.706,Western IIA trawl
HAM1982084,18,1982-09-29,1515,455,43.716667,-60.716667,NA,NA,30,1.7,3.4,51.21,17,11.33,31.608,Western IIA trawl
