Date,Station,Longitude,Latitude,Profondeur.Depth,AMSPP,ARRIS,ARSIL,BOSAI,CLHAR,CYLUM,GAACU,MAVIL,MEATL,MEBIL,OSMOR,POVIR,SCSCO
2015-09-13,73,-63.88116667,46.87866667,26,0,0,0,0,9.8,0,0,0,0,0,268,0,2.2
2015-09-13,74,-63.76683333,47.01916667,45,0,0,0,0,69.1,0,0,0,0,0,0.9,0,0
2015-09-13,75,-63.64066667,47.2535,65,0,0,0,0,0,0,0,6.6,0,0,0,0,0
2015-09-13,76,-63.69,47.434,69,0,0,0,0,0,0,0,19.4,0,0,0,0,0
2015-09-13,77,-63.99833333,47.42416667,43,0,0,0,0,40.1,0,0,1,0,0,0,0,0
2015-09-13,78,-64.08016667,47.621,75,0,0,0,0,2.1,0,0,0,0,0,0,0,0
2015-09-13,79,-63.8075,47.71716667,62,0,0,0,0,4523,0,0,17.5,0,0,0,0,0
2015-09-13,81,-63.8735,47.78583333,80,0,0,0,0,0.9,0,0,22.7,0,0,0,0,0
2015-09-13,82,-63.5685,47.7955,71,0,0,0,0,0,0,0,31,0,0,0,0,0
2015-09-14,83,-63.6695,47.86383333,63,0,0,0,0,0,0,0,30.1,0,0,0,0,1.9
2015-09-14,84,-63.93383333,47.9255,83,0,0,0,0,0,0,0,28,0,0,0,0,0
2015-09-14,85,-64.23033333,48.02666667,30,0,0,0,0,3.9,0,0,0,0,0,0,0,1.9
2015-09-14,86,-64.82516667,47.9485,48,0,0,0,0,117,0,0,0,0,0,0,0,0
2015-09-14,87,-65.298,47.89733333,69,0,0,0,0,0,0,0,22.6,0,0,0,0,0
2015-09-15,88,-65.84116667,48.083,28,0,0,0,0,332.5,0,0,1,0,0,1217.8,0,1
2015-09-16,89,-64.45466667,47.76933333,28,0,0,0,0,0,0,0,0,0,0,155,0,6
2015-09-16,90,-64.27416667,47.78516667,44,0,0,0,0,6475,0,0,0,0,0,0,0,0
2015-09-16,93,-64.56066667,47.60783333,29,0,0,0,0,535,0,0,0,0,0,19,0,163
2015-09-16,94,-64.5795,47.352,34,0,0,0,0,86.5,0,0,0,0,0,0,0,1
2015-09-17,95,-64.321,47.32483333,52,0,0,0,0,0,0,0,2.9,0,0,0,0,0
2015-09-17,96,-64.60783333,47.13283333,29,0,0,0,0,95.6,0,1.5,0,0,0,1104.4,0,0
2015-09-17,97,-64.30883333,47.09766667,42,0,0,0,0,3,0,0,0,0,0,22,0,0
2015-09-17,98,-64.53483333,46.92083333,31,0,0,0,0,264,0,0,0,0,0,1524,0,43.5
2015-09-17,99,-64.31616667,46.99316667,34,0,0,0,0,1126.9,0,0,0,0,0,75.6,0,17.2
2015-09-17,100,-64.21,47.063,40,0,0,0,0,17164,0,0,0,0,0,156,0,7
2015-09-17,101,-64.1905,47.229,45,0,0,0,0,1729.6,0,0,6.8,0,0,0,0,0
2015-09-17,102,-64.26883333,47.41416667,57,0,0,0,0,2,0,0,4,0,0,0,0,0
2015-09-17,104,-63.96016667,47.523,49,0,0,0,0,5.1,0,0,0,0,0,0,0,0
2015-09-18,105,-63.39266667,47.60166667,76,0,0,0,0,0,0,0,6,0,0,0,0,0
2015-09-18,106,-63.0585,47.55066667,53,0,0,0,0,0,0,0,2.9,0,0,0,0,0
2015-09-18,107,-62.82366667,47.63933333,58,0,0,0,0,0,0,0,118,0,0,0,0,0
2015-09-18,108,-62.78316667,47.32933333,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,109,-63.22416667,47.35516667,66,0,0,0,0,0,0,0,71,0,0,0,0,0
2015-09-18,110,-63.226,47.21133333,61,0,0,0,0,0,0,0,30.1,0,0,0,0,0
2015-09-18,111,-63.425,47.0425,54,0,0,0,0,586,0,0,0,0,0,0,0,0
2015-09-18,112,-62.9395,47.06116667,58,0,0,0,0,1,0,0,0,0,0,0,0,1.9
2015-09-19,113,-63.34533333,46.96033333,54,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-19,114,-63.41733333,46.92116667,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-19,115,-63.31983333,46.90783333,56,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-09-19,116,-63.00016667,46.7485,57,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-09-19,118,-62.85883333,46.83616667,62,0,0,0,0,0,0,0,4.4,0,0,0,0,0
2015-09-19,119,-62.48616667,46.90966667,65,0,0,0,0,0,0,0,10.8,0,0,0,0,0
2015-09-19,120,-62.47733333,46.78016667,60,0,0,0,0,0,0,0,2.8,0,0,0,0,0
2015-09-20,121,-62.3835,46.8985,65,0,0,0,0,0,0,0,158.8,0,0,0,0,0
2015-09-20,122,-62.00733333,46.65783333,55,0,0,0,0,16,0,0,2,0,0,0,0,0
2015-09-20,123,-61.75366667,46.6965,65,0,0,0,0,2,0,0,1318,0,0,0,0,0
2015-09-20,125,-61.46883333,46.55116667,63,0,0,0,0,0,0,0,83.4,0,0,0,0,0
2015-09-20,126,-61.6945,46.341,52,0,0,0,0,0,0,0,2.1,0,0,0,0,0
2015-09-20,127,-61.8805,46.31383333,45,0,0,0,0,0,0,0,2.9,0,0,0,0,0
2015-09-20,128,-61.9665,46.24783333,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,129,-62.295,46.08066667,34,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-09-21,130,-62.55266667,45.9085,28,0,0,0,0,2286.8,0,0,0,0,0,134.2,0,0
2015-09-21,131,-63.05616667,45.93733333,29,0,0,0,0,651.8,0,150.4,0,0,0,1040.5,0,0.9
2015-09-21,132,-63.47883333,46.06716667,20,0,0,0,0,521.1,0,6.8,0,0,0,218.8,0,625.1
2015-09-21,133,-63.26816667,45.96916667,22,0,0,0,0,469.4,0,0,0,0,0,5887.5,0,127.8
2015-09-21,134,-63.366,46.05933333,21,0,0,0,0,315,0,0,0,0,0,5865.8,0,93.6
2015-09-21,135,-62.4155,45.82416667,22,0,0,0,0,1,0,1,0,0,0,244,0,5
2015-09-21,136,-62.16216667,45.91166667,38,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-22,137,-61.76816667,45.69833333,24,0,0,0,0,666,0,1.2,0,0,0,1995.5,0,0
2015-09-22,138,-61.652,45.782,33,0,0,0,0,697.1,0,1,0,0,0,516.3,0,0
2015-09-22,139,-61.68866667,45.84533333,38,0,0,0,0,10565.1,0,0,0,0,0,29.2,0,1
2015-09-22,140,-61.608,45.932,25,0,0,0,0,2394.6,0,0,0,0,0,1.2,0,251.8
2015-09-22,141,-61.694,45.96933333,40,0,0,0,0,221.7,0,0,0,0,0,0,0,3.9
2015-09-22,142,-61.801,46.01033333,49,0,0,0,0,0,1,0,7.8,0,0,0,0,21.4
2015-09-22,143,-61.654,46.16866667,57,0,0,0,0,0,0,0,9.7,0,0,0,0,0
2015-09-22,144,-61.495,46.339,59,0,0,0,0,1,0,0,14.6,0,0,0,0,0
2015-09-22,145,-61.26466667,46.57866667,73,0,0,0,0,652.7,0,0,10.4,0,0,0,0,0
2015-09-23,146,-61.37766667,46.78583333,66,0,0,0,0,3.1,0,0,49.4,0,0,0,0,0
2015-09-23,147,-61.48033333,46.81683333,63,0,0,0,0,2,0,0,393,0,0,0,0,0
2015-09-23,148,-61.74366667,46.93866667,51,0,0,0,0,0,0,0,3.9,0,0,0,0,0
2015-09-23,149,-61.54266667,47.00833333,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-23,150,-61.32866667,46.82283333,62,0,0,0,0,41.8,0,0,5152.8,0,0,0,0,0
2015-09-23,151,-61.18566667,46.85133333,65,0,0,0,0,9.7,0,0,6.8,0,0,0,0,0
2015-09-23,152,-60.9425,46.882,130,0,0,0,0,4.9,0,0,1.9,0,0,0,0,1
2015-09-24,153,-60.98533333,46.957,102,0,0,0,0,73.9,0,0,241.1,0,2.9,0,0,0
2015-09-24,154,-61.30066667,47.01016667,49,0,0,0,0,0,0,0,602,0,0,0,0,0
2015-09-24,155,-61.2465,47.13183333,51,0,0,0,0,0,0,0,5681.7,0,0,0,0,0
2015-09-24,157,-61.076,47.19733333,57,0,0,0,0,1,0,0,3197.6,0,0,0,0,0
2015-09-24,158,-61.57066667,47.197,25,0,0,0,0,0,0,0,62.4,0,0,0,0,571.4
2015-09-24,159,-61.5595,47.26983333,26,0,0,0,0,1.9,0,0,0,0,0,0,0,677.6
2015-09-24,160,-61.19366667,47.44416667,36,0,0,0,0,0,0,0,0,0,0,0,0,0.9
2015-09-24,161,-61.14066667,47.36416667,46,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-09-24,162,-60.93766667,47.23933333,65,0,0,0,0,1.3,0,0,16.7,0,0,0,0,0
2015-09-25,163,-60.7535,47.0505,145,0,3.1,0,0,69,0,0,578.5,0,4.1,0,0,0
2015-09-25,164,-60.58666667,47.135,170,0,0,0,0,3,0,0,177,0,0,0,0,0
2015-09-25,165,-60.48316667,47.08766667,142,0,0,0,0,0,0,0,594,0,0,0,0,0
2015-09-25,166,-60.52716667,47.13716667,168,0,0,0,0,4.9,0,0,36.9,0,1.9,0,0,0
2015-09-25,167,-60.70066667,47.37983333,63,0,0,0,0,0,0,0,5.7,0,0,0,0,0
2015-09-25,168,-60.84083333,47.59483333,52,0,0,0,0,0,0,0,0.9,0,0,0,0,0
2015-09-25,169,-61.01933333,47.5995,35,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,170,-61.21633333,47.6695,30,0,0,0,0,0,0,0,0,0,0,0,0,10.7
2015-09-25,171,-60.90133333,47.7175,57,0,0,0,0,0,0,0,1.4,0,0,0,0,1.4
2015-09-26,172,-60.91366667,47.9305,103,0,0,0,0,0,0,0,3.1,0,0,0,0,0
2015-09-26,173,-61.27783333,48.08783333,167,0,0,0,0,11.4,0,0,67.2,0,0,0,0,0
2015-09-26,174,-60.89366667,48.02266667,352,0,3.9,0,0,0,0,0,0,3.9,0,0,0,0
2015-09-26,175,-60.7895,47.85816667,138,0,0,0,0,23.6,0,0,0.9,0,0,0,0,0
2015-09-26,176,-60.54983333,47.7635,289,0,0,0,0,3.1,0,0,0,0,0,0,0,0
2015-09-26,177,-60.52416667,47.61783333,127,0,1.1,0,0,6.4,0,0,8.6,0,0,0,0,0
2015-09-26,178,-60.448,47.53816667,212,0,17.5,0,0,1,0,0,0,0,0,0,0,0
2015-09-26,179,-60.49616667,47.46216667,111,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,180,-60.5385,47.37216667,68,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-27,181,-60.462,47.33766667,70,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-27,182,-60.17283333,47.31083333,290,0,0,0,0,2.2,0,0,0,0,1.1,0,0,0
2015-09-27,183,-60.25,47.21683333,197,0,0,0,0,7.2,0,0,34,0,0,0,0,0
2016-09-06,1,-63.36083333,46.10683333,17,0,0,0,0,6.8,0,27,0,0,0,8225.7,0,2.7
2016-09-07,2,-63.49266667,45.997,16,0,0,0,0,0,0,5.3,0,0,0,234.2,0,5.3
2016-09-07,3,-63.10016667,45.96,19,0,0,0,0,486.1,0,0,0,0,0,1500.1,0,14.6
2016-09-07,4,-63.07833333,45.88866667,21,0,0,0,0,206,0,0,0,0,0,2687,0,3
2016-09-07,5,-62.60633333,45.8965,25,0,0,0,0,9940,0,0,0,0,0,1148.8,0,239.9
2016-09-07,6,-62.41416667,45.80416667,18,0,0,0,0,61,0,0,0,0,0,285,0,17
2016-09-07,7,-62.27633333,45.8455,31,0,0,0,0,3389,0,0,0,0,0,0,0,1
2016-09-07,8,-62.20033333,45.986,42,0,0,0,0,5,0,0,0,0,0,0,0,0
2016-09-07,9,-61.83183333,45.86483333,35,0,0,0,0,28.6,0,0,0,0,0,338.6,0,0
2016-09-08,10,-61.8245,45.77566667,23,0,0,0,0,226,0,0,0,0,0,877,0,11
2016-09-08,11,-61.68483333,45.802,35,0,0,0,0,38,0,0,0,0,0,416,0,0
2016-09-08,12,-61.6585,45.96083333,41,0,0,0,0,8,0,0,0,0,0,0,0,0
2016-09-08,13,-61.65933333,46.075,48,0,0,0,0,0,0,0,8.2,0,0,0,0,0
2016-09-08,14,-61.582,46.252,61,0,0,0,0,1,0,0,1,0,0,0,0,0
2016-09-08,15,-61.91166667,46.24383333,48,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-09-08,16,-62.273,46.2735,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-08,17,-62.0155,46.317,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-08,18,-61.63266667,46.34816667,58,0,0,0,0,0,0,0,12,0,0,0,0,0
2016-09-09,19,-61.41433333,46.39083333,64,0,0,0,0,10,0,0,0,0,0,0,0,0
2016-09-09,20,-61.596,46.56683333,61,0,0,0,0,0,0,0,26,0,0,0,0,0
2016-09-09,21,-61.84983333,46.56666667,53,0,0,0,0,1.1,0,0,0,0,0,0,0,0
2016-09-09,22,-61.84916667,46.6285,58,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-09,23,-61.94933333,46.77316667,64,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-09-09,24,-62.4685,46.81416667,58,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-09-09,25,-62.649,46.81283333,62,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-10,26,-62.78466667,46.999,64,0,0,0,0,0,0,0,30.1,0,0,0,0,0
2016-09-10,27,-62.577,47.05933333,67,0,0,0,0,0,0,0,29,0,0,0,0,0
2016-09-10,28,-63.04483333,46.93233333,63,0,0,0,0,0,0,0,22.6,0,0,0,0,0
2016-09-10,29,-63.05366667,46.86783333,58,0,0,0,0,0,0,0,3.9,0,0,0,0,0
2016-09-10,30,-63.33566667,46.91133333,55,0,0,0,0,0,0,0,1.9,0,0,0,0,0
2016-09-10,31,-63.6255,46.77016667,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-10,32,-63.79966667,46.75566667,28,0,0,0,0,7.4,0,0,0,0,0,82.7,0,9.5
2016-09-10,33,-63.68,46.86133333,40,0,0,0,0,5.1,0,0,0,0,0,0,0,0
2016-09-11,34,-63.76516667,47.01216667,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-11,35,-63.838,47.211,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-11,36,-64.12016667,47.20983333,41,0,0,0,0,1,0,0,1,0,0,0,0,0
2016-09-11,37,-64.25033333,47.2035,43,0,0,0,0,13,0,0,67,0,0,0,0,0
2016-09-11,38,-64.3095,47.0385,39,0,0,0,0,8.8,0,0,2.9,0,0,0,0,0
2016-09-11,39,-64.33466667,46.90666667,26,0,0,0,0,1011.4,0,0,0,0,0,564.6,0,3.2
2016-09-11,40,-64.15616667,47.08883333,39,0,0,0,0,955,0,0,0,0,0,1,0,0
2016-09-11,41,-64.36283333,47.18266667,45,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-09-12,42,-64.62116667,47.08333333,25,0,0,0,0,64.6,0,146,0,0,0,307.4,0,0
2016-09-12,43,-64.69583333,47.16916667,27,0,0,0,0,4.9,0,11.7,0,0,0,8.8,0,0
2016-09-12,44,-64.69533333,47.22066667,28,0,0,0,0,80,0,1.3,0,0,0,23.8,0,0
2016-09-12,45,-64.57316667,47.502,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-12,46,-64.29683333,47.91083333,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-12,47,-64.187,48.02166667,29,0,0,0,0,578,0,0,0,0,0,0,0,5793.6
2016-09-12,48,-64.6155,48.10483333,82,0,0,0,0,1.9,0,0,69,0,0,0,0,1.9
2016-09-12,49,-65.0385,48.03616667,72,0,0,0,0,0,1.1,0,0,0,0,0,0,0
2016-09-14,50,-65.8755,47.979,32,0,0,0,0,2.9,0,0,34,0,0,0,0,0
2016-09-14,51,-65.58233333,47.89633333,46,0,0,0,0,0,0,0,46,0,0,0,0,0
2016-09-14,52,-65.18316667,47.9315,78,0,0,0,0,0,1,0,390.8,0,0,0,0,0
2016-09-14,53,-64.7475,47.96866667,39,0,0,0,0,1,0,0,28.2,0,0,0,0,0
2016-09-15,54,-64.52316667,48.2725,103,0,0,0,0,1,0,0,4.9,0,0,0,0,0
2016-09-15,55,-64.38183333,48.27216667,111,0,0,0,0,1,0,0,3.9,0,0,0,0,0
2016-09-15,56,-64.075,48.35233333,89,0,0,0,0,0,0,0,92.4,0,0,0,0,0
2016-09-15,58,-63.96583333,48.32933333,98,0,0,0,0,0,0,0,373.3,0,0,0,0,0
2016-09-15,59,-63.89316667,48.182,75,0,0,0,0,1,0,0,8.8,0,0,0,0,0
2016-09-15,60,-63.67916667,48.1815,93,0,0,0,0,0,0,0,20.6,0,0,0,0,0
2016-09-15,61,-63.52466667,48.39833333,108,0,0,0,0,0,0,0,5.1,0,0,0,0,0
2016-09-16,62,-63.64033333,48.489,140,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-09-16,63,-63.94466667,48.65916667,128,0,0,0,0,1.2,0,0,328.1,0,0,0,0,0
2016-09-16,64,-63.843,48.71483333,149,0,0,0,0,0.9,0,0,11.2,0,0,0,0,0
2016-09-16,65,-63.846,48.819,178,0,0,0,0,0,0,0,4.2,0,0,0,0,0
2016-09-16,66,-63.90983333,49.0415,351,0,11.7,0,0,0,0,0,17.5,25.3,0,0,0,0
2016-09-16,67,-63.79866667,48.93083333,301,0,6.8,0,0,0,0,0,25.3,12.6,0,0,0,0
2016-09-16,68,-63.665,48.856,258,0,8.2,0,0,1,0,0,40.1,0,0,0,0,0
2016-09-16,69,-63.35366667,48.89466667,337,0,0.9,0,0,0,0,0,0.9,1.9,0,0,0,0
2016-09-17,70,-63.43733333,48.56716667,127,0,0,0,0,0,0,0,3.9,0,1,0,0,0
2016-09-17,72,-63.19116667,48.63133333,229,0,3,0,0,1,0,0,56,0,0,0,0,0
2016-09-17,73,-62.903,48.5675,360,0,7.2,0,0,0,0,0,0,3.1,0,0,0,0
2016-09-17,74,-62.99266667,48.4585,111,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-17,79,-63.3225,48.3635,78,0,0,0,0,0,0,0,2.9,0,0,0,0,0
2016-09-18,80,-63.14683333,48.24916667,53,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-18,81,-63.02566667,48.27116667,75,0,0,0,0,1,0,0,5,0,0,0,0,0
2016-09-18,82,-62.98133333,48.15616667,72,0,0,0,0,0,0,0,21.6,0,0,0,0,0
2016-09-18,83,-62.59416667,48.38733333,242,0,0,0,0,2,0,0,0,0,0,0,0,0
2016-09-18,86,-62.6415,48.19783333,100,0,0,0,0,0,0,0,3536.1,0,0,0,0,0
2016-09-18,87,-62.52766667,48.03783333,65,0,0,0,0,0,0,0,305,0,0,0,0,0
2016-09-18,88,-62.06416667,47.97883333,59,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-18,89,-61.971,48.11333333,76,0,0,0,0,0,0,0,39.7,0,0,0,0,0
2016-09-19,90,-61.9815,48.32033333,273,0,0,0,0,2.1,0,0,2.1,0,0,0,0,0
2016-09-19,91,-61.62616667,48.155,110,0,0,0,0,0,0,0,2.9,1,0,0,0,0
2016-09-19,95,-61.42433333,48.118,159,0,0,0,0,10.3,0,0,0,0,0,0,0,0
2016-09-19,96,-61.39216667,48.14616667,235,0,0,0,0,0,0,0,0,0,0,0,3.1,0
2016-09-19,97,-61.15316667,48.11333333,325,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,98,-61.38633333,47.96633333,63,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,99,-61.67383333,47.906,61,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,100,-61.87666667,47.95166667,62,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,101,-61.68533333,47.86733333,56,0,0,0,0,0,0,0,1.1,0,0,0,0,0
2016-09-20,102,-61.71016667,47.739,35,0,0,0,0,0,0,0,0.9,0,0,0,0,0
2016-09-20,103,-61.80766667,47.69483333,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,104,-61.99433333,47.61266667,37,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,105,-62.34183333,47.68633333,58,0,0,0,0,0,0,0,616,0,0,0,0,0
2016-09-20,106,-62.63,47.52183333,65,0,0,0,0,0,0,0,709.7,0,0,0,0,0
2016-09-20,107,-62.9675,47.63216667,57,0,0,0,0,0,0,0,1209.9,0,0,0,0,0
2016-09-20,108,-62.5365,47.803,74,0,0,0,0,0,0,0,623.2,0,0,0,0,0
2016-09-20,109,-62.76083333,47.85283333,70,0,0,0,0,0,0,0,60.6,0,0,0,0,0
2016-09-21,111,-62.957,47.865,75,0,0,0,0,0,0,0,216.6,0,0,0,0,0
2016-09-21,112,-63.2775,48.04233333,74,0,0,0,0,0,0,0,30.1,0,0,0,0,0
2016-09-21,113,-63.47316667,48.006,81,0,0,0,0,0,0,0,12,0,0,0,0,0
2016-09-21,114,-63.38483333,47.854,82,0,0,0,0,0,0,0,228,0,0,0,0,0
2016-09-21,115,-63.53466667,47.92316667,70,0,0,0,0,0,0,0,209,0,0,0,0,0
2016-09-21,116,-63.75516667,48.0025,100,0,0,0,0,0,0,0,30,0,0,0,0,0
2016-09-21,117,-63.86916667,47.93483333,86,0,0,0,0,0,0,0,31,0,0,0,0,0
2016-09-21,118,-63.8445,47.81083333,88,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-21,120,-64.11366667,47.68866667,76,0,0,0,0,0,0,0,2.5,0,0,0,0,0
2016-09-21,121,-63.96833333,47.52583333,48,0,0,0,0,2.9,0,0,0,0,0,0,0,0
2016-09-22,122,-64.35016667,47.35816667,53,0,0,0,0,13.6,0,0,7.8,0,0,0,0,0
2016-09-22,123,-64.17016667,47.40933333,49,0,0,0,0,2.9,0,0,156.5,0,0,0,0,0
2016-09-22,124,-63.82033333,47.545,67,0,0,0,0,0,0,0,271,0,0,0,0,0
2016-09-22,125,-63.59483333,47.5955,72,0,0,0,0,0,0,0,1122,0,0,0,0,0
2016-09-22,126,-63.65933333,47.47216667,68,0,0,0,0,0,0,0,900.7,0,0,0,0,0
2016-09-22,127,-63.36633333,47.35383333,78,0,0,0,0,0,0,0,174.1,0,0,0,0,0
2016-09-22,128,-63.48333333,47.2405,62,0,0,0,0,0,0,0,116,0,0,0,0,0
2016-09-22,129,-63.62933333,47.10733333,55,0,0,0,0,0,0,0,19.3,0,0,0,0,0
2016-09-22,130,-63.1835,47.10166667,60,0,0,0,0,0,0,0,9.7,0,0,0,0,0
2016-09-23,131,-63.11966667,47.28083333,69,0,0,0,0,0,0,0,5.6,0,0,0,0,0
2016-09-23,133,-62.99166667,47.312,64,0,0,0,0,1.3,0,0,50.5,0,1.3,0,0,0
2016-09-23,134,-62.86916667,47.1975,60,0,0,0,0,0,0,0,46.9,0,0,0,0,0
2016-09-23,135,-62.7355,47.18833333,64,0,0,0,0,1,0,0,321.8,0,0,0,0,0
2016-09-23,136,-62.42683333,47.30666667,59,0,0,0,0,0,0,0,418.1,0,0,0,0,0
2016-09-23,138,-62.54816667,47.103,69,0,0,0,0,0,0,0,5.6,0,0,0,0,0
2016-09-24,139,-62.74633333,46.68766667,53,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-24,140,-63.15483333,46.571,42,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-09-24,141,-63.25166667,46.54616667,34,0,0,0,0,0,0,0,1.1,0,0,0,0,0
2016-09-24,142,-62.98233333,46.48683333,30,0,0,0,0,1297.1,0,0,0,0,0,0,0,1172.1
2016-09-24,143,-62.663,46.621,48,0,0,0,0,677.6,0,0,0,0,0,0,0,1.9
2016-09-24,144,-62.585,46.65933333,54,0,0,0,0,3514.6,0,0,0,0,0,0,0,0
2016-09-24,145,-62.43366667,46.5685,49,0,0,0,0,554.9,0,0,0,0,0,0,0,0
2016-09-24,146,-62.4305,46.72066667,58,0,0,0,0,2,0,0,1,0,0,0,0,0
2016-09-24,148,-62.111,46.639,57,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-09-25,149,-61.92133333,46.79083333,69,0,0,0,0,0,0,0,7.6,0,0,0,0,0
2016-09-25,150,-61.80383333,47.11733333,32,0,0,0,0,9.9,0,0,0,0,0,0,0,227.3
2016-09-25,151,-61.49866667,46.99,44,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-09-25,152,-61.41133333,46.861,60,0,0,0,0,0,0,0,61,0,0,0,0,0
2016-09-25,153,-61.44083333,46.70116667,67,0,0,0,0,0,0,0,58,0,0,0,0,0
2016-09-25,154,-61.2305,46.64916667,86,0,0,0,0,6.6,0,0,13.2,0,0,0,0,0
2016-09-25,155,-61.0745,46.80533333,111,0,0,0,0,1,0,0,21.1,0,6,0,0,0
2016-09-25,156,-60.94883333,46.95166667,109,0,0,0,0,1,0,0,19.6,0,2.1,0,0,0
2016-09-25,157,-60.835,47.01583333,130,0,0,0,0,9,0,0,31,0,23,0,0,0
2016-09-26,158,-61.14783333,47.10483333,60,0,0,0,0,0,0,0,9,0,0,0,0,0
2016-09-26,159,-61.1295,47.1945,57,0,0,0,0,0,0,0,25.7,0,0,0,0,0
2016-09-26,160,-61.398,47.22683333,37,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-26,161,-61.28116667,47.388,34,0,0,0,0,0,0.9,0,0,0,0,0,0,0
2016-09-26,162,-61.17516667,47.33083333,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-26,163,-60.92433333,47.307,65,0,0,0,0,0,0,0,173,0,0,0,0,0
2016-09-26,164,-60.67866667,47.15,179,0,0,0,0,0,0,0,14.6,0,1.9,0,0,0
2016-09-26,165,-60.56683333,47.253,118,0,0,0,0,4,0,0,3,0,0,0,0,0
2016-09-26,166,-60.8315,47.41566667,61,0,0,0,0,0,0,0,38.1,0,0,0,0,0
2016-09-26,167,-60.727,47.5455,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,168,-60.90583333,47.59183333,48,0,0,0,0,0,1.5,0,0,0,0,0,0,0
2016-09-27,169,-61.21566667,47.6685,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,170,-61.121,47.75383333,32,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-09-27,171,-60.77766667,47.88983333,234,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-09-27,172,-60.74516667,47.83333333,153,0,0,0,0,6.8,0,0,0,0,0,0,0,0
2016-09-27,173,-60.8415,47.719,61,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,174,-60.568,47.622,91,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,175,-60.4645,47.5555,183,0,0,0,0,15.4,0,0,0,0,0,0,0,0
2016-09-27,176,-60.3875,47.4495,113,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-09-27,177,-60.37566667,47.25133333,183,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-09-28,178,-60.39716667,47.14983333,174,0,0,0,0,0,0,0,32.9,0,10,0,0,0
2017-09-05,1,-63.26516667,46.04833333,19,0,0,0,0,110.8,0,0,0,0,0,6605.3,0,120.6
2017-09-05,2,-63.39383333,46.0925,20,0,0,0,0,397.3,0,1,0,0,0,3424,0,5.9
2017-09-06,3,-63.56833333,46.03683333,18,0,0,0,0,211.9,0,3.9,0,0,0,161.4,0,24.3
2017-09-06,4,-63.3465,45.94933333,22,0,0,0,0,585.3,0,12,0,0,0,122.6,0,2
2017-09-06,5,-62.77816667,45.908,26,0,0,0,0,6515.2,0,0,0,0,0,2381.7,0,450
2017-09-06,6,-62.64816667,45.90383333,31,0,0,0,0,4134.5,0,0,0,0,0,1185,0,47.7
