SPECIES_CODE,SPECIES_NAME,COMMON_NAME,REVISION,BS,GOA,WC,AUDITJOIN
332,Galeorhinus galeus,soupfin shark,,,,Y,1045
340,Mustelus henlei,brown smoothhound,,,,Y,1046
341,Mustelus californicus,gray smoothhound,,,,Y,1047
351,Prionace glauca,blue shark,,,,Y,1048
355,Triakis semifasciata,leopard shark,,,,Y,1049
400,Rajidae,skate unident.,,Y,Y,Y,1050
435,Bathyraja interrupta,Bering skate,,Y,Y,Y,1051
440,Raja rhina,longnose skate,,Y,Y,Y,1052
445,Raja badia,roughshoulder skate,,Y,Y,Y,1053
450,Raja stellulata,starry skate,,Y,Y,Y,1054
455,Bathyraja taranetzi,mud skate,A92,,Y,,1055
460,Bathyraja trachura,roughtail skate,,Y,Y,Y,1056
471,Bathyraja parmifera,Alaska skate,,Y,Y,Y,1057
472,Bathyraja aleutica,Aleutian skate,,Y,Y,,1058
475,Bathyraja lindbergi,commander skate,,Y,Y,,1059
480,Bathyraja maculata,whiteblotched skate,,Y,Y,,1060
485,Bathyraja minispinosa,whitebrow skate,,Y,Y,,1061
490,Bathyraja smirnovi,golden skate,,Y,Y,,1062
495,Bathyraja violacea,Okhotsk skate,,Y,Y,,1063
610,Torpedo californica,Pacific electric ray,,,,Y,1064
710,Hydrolagus colliei,spotted ratfish,,,Y,Y,1065
10001,Pleuronectiformes,flatfish unident.,,Y,Y,Y,1066
10002,Pleuronectiformes larvae,flatfish larvae,,Y,,Y,1067
10003,Bothidae,lefteye flounder unident.,,,,Y,1068
10008,Citharichthys sp.,sanddab unident.,,Y,Y,Y,1069
10009,Citharichthys xanthostigma,longfin sanddab,,,,Y,1070
10010,Citharichthys sordidus,Pacific sanddab,,Y,Y,Y,1071
10020,Citharichthys stigmaeus,speckled sanddab,,,Y,Y,1072
10041,Hippoglossina stomata,bigmouth sole,,,,Y,1073
10050,Paralichthys californicus,California halibut,,,,Y,1074
10060,Xystreurys liolepis,fantail sole,,,,Y,1075
10100,Pleuronectidae,righteye flounder unident.,,,Y,Y,1076
10110,Atheresthes stomias,arrowtooth flounder,,Y,Y,Y,1077
10112,Atheresthes evermanni,Kamchatka flounder,,Y,Y,,1078
81100,Heterozonias alternatus,cannonball sun star,,Y,Y,Y,1079
81120,Lophaster sp.,,,Y,,,1080
81130,Lophaster furcilliger,crested sea star,,Y,,,1081
81310,Pteraster sp.,,,Y,Y,Y,1082
81315,Pteraster tesselatus,,,Y,Y,Y,1083
81320,Pteraster militaris,wrinkled star,,Y,Y,,1084
81340,Pteraster tesselatus arcuatus,,,Y,Y,,1085
81355,Pteraster obscurus,obscure sea star,,Y,Y,Y,1086
81360,Diplopteraster multipes,pincushion sea star,,Y,Y,Y,1087
81370,Thrissacanthias penicillatus,,,,,Y,1088
81741,Asterias sp.,,,Y,Y,,1089
81742,Asterias amurensis,purple-orange sea star,,Y,Y,,1090
81779,Ctenodiscus sp.,,,Y,Y,,1091
81780,Ctenodiscus crispatus,common mud star,,Y,Y,Y,1092
81820,Leptychaster sp.,,,,Y,,1093
81830,Leptychaster pacificus,,,,Y,,1094
81835,Leptychaster arcticus,North Pacific sea star,A95,,Y,,1095
81840,Cladaster validus,,A95,,Y,,1096
81850,Dipsacaster sp.,,,,Y,,1097
81870,Dipsacaster borealis,northern sea star,,Y,Y,,1098
81880,Psilaster pectinatus,,,,,Y,1099
81910,Cheiraster dawsoni,fragile sea star,,Y,Y,Y,1100
82000,Brisingella pusilla,,,Y,Y,,1101
82060,Zoroaster ophiurus,,,,,Y,1102
82090,Myxoderma platyacanthum,,A95,,,Y,1103
82500,Echinacea,sea urchin unident.,,Y,Y,Y,1104
82510,Strongylocentrotus droebachiensis,green sea urchin,,Y,Y,Y,1105
82515,Strongylocentrotus echinoides,,,,Y,,1106
82520,Strongylocentrotus franciscanus,red sea urchin,,Y,Y,Y,1107
82525,Strongylocentrotus purpuratus,purple sea urchin,,,Y,Y,1108
82526,Strongylocentrotus pallidus,white sea urchin,,Y,Y,Y,1109
82530,Allocentrotus fragilis,orange-pink sea urchin,,Y,Y,Y,1110
82535,Allocentrotus sp.,,,,Y,Y,1111
82650,,heart urchin unident.,,Y,Y,Y,1112
82660,Brisaster sp.,,,Y,Y,Y,1113
82670,Brisaster townsendi,,,Y,,,1114
82675,Brisaster latifrons,heart urchin,,Y,Y,Y,1115
82730,,sand dollar unident.,,Y,Y,Y,1116
82740,Echinarachnius parma,parma sand dollar,,Y,Y,,1117
82750,,crinoid unident.,,Y,Y,Y,1118
82755,Heliometra glacialis,,A95,,Y,,1119
83000,Ophiuroidea,brittlestarfish unident.,,Y,Y,Y,1120
83020,Gorgonocephalus eucnemis,basketstar,,Y,Y,Y,1121
83060,Asteronyx sp.,,,Y,Y,,1122
83070,Asteronyx loveni,serpent sea star,,,Y,,1123
83310,Ophiura sp.,,,Y,,,1124
83320,Ophiura sarsi,notched brittlestar,,Y,Y,Y,1125
83340,Stegophiura ponderosa,,,,Y,,1126
83360,Ophiopholis sp.,,,Y,Y,,1127
83390,Ophiopholis longispina,,,,Y,,1128
83400,Ophiopholis aculeata,ubiquitous brittle star,,Y,Y,,1129
83405,Ophiothrix sp.,,,,Y,,1130
83406,Ophiothrix spiculata,,,,Y,,1131
83660,Amphiuridae,burrowing brittle star unident.,,,Y,,1132
83700,Amphiodia rossica,,,Y,,,1133
85000,Holothuroidea,sea cucumber unident.,,Y,Y,Y,1134
85010,Cucumaria japonica,,,Y,Y,,1135
85015,Parastichopus sp.,,,Y,Y,Y,1136
85020,Parastichopus californicus,California sea cucumber,,Y,Y,Y,1137
85060,Pseudostichopus sp.,,,,Y,,1138
85070,Pseudostichopus mollis,sandy sea cucumber,,Y,Y,Y,1139
85110,Molpadia arenicola,,,Y,,,1140
85115,Molpadia sp.,,,Y,Y,Y,1141
85120,Molpadia intermedia,sweet sea potato,,Y,Y,,1142
85169,Pentamera lissoplaca,crescent sea cucumber,,Y,,,1143
85180,Bathyplotes sp.,,,Y,Y,,1144
85200,Cucumaria sp.,,,Y,Y,Y,1145
85201,Cucumaria fallax,sea football,,Y,Y,,1146
85205,Apostichopus japonicus,,,Y,Y,,1147
85210,Psolus sp.,,,Y,Y,Y,1148
99997,,unsorted catch and debris,A04,Y,,,1149
85219,Psolus fabricii,brownscaled sea cucumber,,,Y,,1150
85222,Psolus japonicus,,A95,,Y,,1151
85270,Pannychia moseleyi,deep sea papillate cucumber,,Y,Y,Y,1152
85410,Scotoplanes theeli,,,,,Y,1153
91000,Porifera,sponge unident.,,Y,Y,Y,1155
91010,Demospongiae,,,Y,,,1156
91015,Suberites sp.,,,,Y,,1157
91016,Suberites ficus,,,Y,Y,,1158
91020,Suberites domuncula,hermit sponge,,Y,,,1159
91030,Aphrocallistes vastus,clay pipe sponge,,Y,Y,Y,1160
91040,Mycale loveni,tree sponge,,Y,Y,Y,1161
91050,Halichondria panicea,barrel sponge,,Y,Y,,1162
91056,Phakellia cribrosa,funnel sponge,A95,,Y,,1163
91060,Myxilla incrustans,scallop sponge,,Y,Y,,1164
91700,Hexactinellida,glass sponge unident.,,Y,Y,Y,1165
92000,Platyhelminthes,flatworm unident.,A90,Y,Y,Y,1166
92021,Polycladida,polyclad flatworm unident.,,Y,Y,Y,1167
92500,Nemertea,nemertean worm unident.,,Y,Y,,1168
93100,Priapula,priapulid worm unident.,,Y,,,1169
93500,Nematoda,nematode worm unident.,,,Y,,1170
94000,Sipuncula,peanut worm unid.,,Y,Y,Y,1171
94500,Echiura,echiuroid worm unident.,,Y,Y,Y,1172
94900,Phoronida,phoronida tube worm unident.,,Y,,,1173
95000,Bryozoa,bryozoan unident.,,Y,Y,Y,1174
95010,,bryozoan sp. A unident.,,Y,,,1175
95020,Eucratea loricata,feathery bryozoan,,Y,Y,,1176
95030,Flustra serrulata,leafy bryozoan,,Y,Y,,1177
95040,Myriozoum subgracile,,,,Y,,1178
95050,Porella compressa,flattened bryozoan,,Y,Y,,1179
95060,Escharopsis sarsi,,,Y,Y,,1180
95070,Rhamphostomella costata,ribbed bryozoan,,Y,,,1181
95080,Cellepora ventricosa,coral bryozoan,,Y,,,1182
95100,Microporina articulata,,A95,,Y,,1183
97000,Brachiopoda,lampshell unident.,,Y,Y,Y,1184
97100,Terebratulina sp.,,,,Y,,1185
97110,Terebratalia transversa,common brachiopod,,,Y,Y,1186
97115,Terebratulina unguicula,snakeshead brachiopod,,,Y,,1187
97116,Laqueus californianus,California lamp shell,,Y,Y,,1188
98000,Ascidiacea,tunicate unident.,,Y,Y,Y,1189
98001,Ascidian n. sp. A,cow-eye tunicate,,Y,Y,,1190
98002,Ascidian n. sp. B,transparent tunicate,,Y,,,1191
98070,Thaliacea,salp unident.,,Y,Y,Y,1192
98080,Styela sp.,,,Y,,,1193
98082,Styela rustica,sea potato,,Y,Y,,1194
98100,Boltenia sp.,,,Y,Y,,1195
98101,Boltenia villosa,,,,Y,Y,1196
98105,Boltenia ovifera,,,Y,Y,,1197
98200,Halocynthia sp.,sea peach unident.,,Y,Y,Y,1198
98205,Halocynthia aurantium,sea peach,,Y,Y,,1199
98300,,compound ascidian unident.,,Y,Y,,1200
98302,Amaroucium sp.,,,Y,,,1201
98309,Chelyosoma orientale,,A91,Y,,,1202
98310,Aplidium sp. A (Clark 2006),sea glob,,Y,Y,,1203
98311,Aplidium new species a,orange aplidium,,Y,,,1204
98320,Synoicum sp.,sea blob,,Y,Y,,1205
99900,Molgula sp.,,,Y,Y,,1206
99902,Molgula grifithsii,sea grape,,Y,Y,,1207
99904,Molgula retortiformis,sea clod,,Y,Y,,1208
99990,,invertebrate unident.,,Y,Y,Y,1209
99992,,invertebrate eggs unident.,,Y,Y,Y,1210
99993,,empty bivalve shells,,Y,Y,Y,1211
99994,,empty gastropod shells,,Y,Y,Y,1212
99999,,unsorted shab,,Y,Y,Y,1213
23942,Benthodesmus pacificus,,A96,,,Y,1214
81890,Benthopectinidae,,A96,,,Y,1215
80180,Ampheraster sp.,,A96,,,Y,1216
79310,Onychoteuthidae,,A96,,,Y,1217
23940,Trichiuridae,,A96,,,Y,1218
21846,Stomiiformes,,A96,,,Y,1219
71501,Carinariidae (= Heteropoda),,A96,,,Y,1220
43090,Liponema brevicornis,tentacle-shedding anemone,A96,Y,Y,Y,1221
82030,Zoroasteridae,,A96,,,Y,1222
81920,Nearchaster aciculosus,,A96,,,Y,1223
10262,Lepidopsetta bilineata,southern rock sole,A96,,Y,Y,1224
10260,Lepidopsetta sp.,rock sole unident.,A96,Y,Y,Y,1225
10261,Lepidopsetta polyxystra,northern rock sole,A96,Y,Y,Y,1226
24158,Lycodapus endemoscotus,deepwater eelpout,A96,,,Y,1227
24165,Lycodapus dermatinus,looseskin eelpout,A96,,,Y,1228
24240,Lycodema barbatum,bearded eelpout,A96,,,Y,1229
82770,Florometra serratissima,featherstar crinoid,A96,Y,Y,Y,1230
20995,Rondeletia loricata,armored redmouth whalefish,A96,,,Y,1231
23720,Mirorictus taningi,striped tubeshoulder,A96,,,Y,1232
22247,Careproctus oregonensis,Oregon snailfish,A96,,,Y,1233
22248,Careproctus microstomus,smallmouth snailfish,A96,,,Y,1234
22249,Paraliparis pectoralis,broadfin snailfish,A96,,,Y,1235
98003,Pyrosoma sp.,green colonial tunicate,A96,,,Y,1236
44032,Stylaster brochi,,A96,,Y,,1237
44081,Errinopora sp.,,A96,,Y,,1238
44040,Cyclohelia lamellata,,A96,,Y,,1239
44000,Scleractinia,stony coral unident.,A88,Y,Y,Y,1240
41331,Anthomastus sp. A,red anthomastus,A96,,Y,,1242
41332,Anthomastus sp. B,gray anthomastus,A96,,Y,,1243
41102,Alcyonium sp.,,A96,,Y,,1244
44093,Muriceides sp.,,A96,,Y,,1245
44098,Arthrogorgia sp.,,A96,,Y,,1246
44090,Fanellia compressa,,A96,,Y,,1247
44086,Plumarella sp. 1 (Bayer),,A96,,Y,,1248
44087,Thouarella sp.,,A96,,Y,,1249
44094,Amphilaphis sp.,,A96,,Y,,1250
85175,Paracaudina chilensis,rattail sea cucumber,A96,,,Y,1251
71790,Neoberingius sp.,,A95,,Y,,1252
44020,Caryophyllia sp.,,A95,,Y,,1253
44030,Stylaster sp.,,A95,,Y,,1254
44060,Distichopora sp.,,A95,,Y,,1255
41300,Anthomastus sp.,,A95,,Y,,1256
201,Apristurus brunneus egg case,cat shark egg case,A97,,,Y,1257
402,Bathyraja sp. egg case,,A97,Y,Y,Y,1258
711,Hydrolagus colliei egg case,,A97,,,Y,1259
20660,Leuroglossus sp.,,A97,Y,Y,Y,1260
21594,Chiasmodontidae,swallowers,A97,,,Y,1261
41530,Chrysopathes speciosa,,A97,,,Y,1262
41540,Bathypathes sp.,,A97,,,Y,1263
41550,Parantipathes sp.,,A97,,,Y,1264
41570,Swiftia sp.,,A97,Y,Y,Y,1265
41701,Calcigorgia spiculifera,,A97,,Y,Y,1266
42015,Ombellula,,A97,Y,Y,Y,1267
69557,Albuneidae,mole crab,A97,,,Y,1268
69642,Calastacus investigatoris,,A97,,,Y,1269
70050,Solengaster sp.,Solengaster unidentified,A97,Y,Y,Y,1270
71905,Exilioidea kelseyi,,A97,,,Y,1271
72749,Buccinum viridum,turban whelk,A97,,,Y,1272
74325,Solemya sp.,awning clam,A97,,,Y,1273
79001,Taningia danae,rhomboid squid,A97,,,Y,1274
80670,Cryptopeltaster lepidonotus,,A97,Y,Y,Y,1275
80182,Ampheraster marianus,,A97,,Y,Y,1276
82001,Brisingella exilis,,A97,,,Y,1277
82035,Zoroaster evermanni,Evermann's seastar,A97,,,Y,1278
82091,Myxoderma sacculatum,,A97,,,Y,1279
82760,Florometra sp.,,A97,Y,Y,Y,1280
85016,Parastichopus leukothele,giant orange cucumber,A97,Y,Y,Y,1281
91070,Hyalonema sp.,fiberoptic sponge,A97,,,Y,1282
403,Raja sp. egg case,,A97,,Y,,1283
10221,Platichthys stellatus X Pleuronectes quadrituberculatus,Hybrid starry flounder X Alaska plaice,A97,,Y,,1284
41700,Calcigorgia sp.,,A97,,Y,,1285
42003,Virgulariidae,sea whip unident.,A97,,Y,,1286
43030,Stomphia sp.,,A97,,Y,,1287
50161,Aphrodita sp.,,A97,,Y,,1288
65210,Scalpellum cornutum,eared barnacle,A97,,Y,,1289
69123,Elassochirus sp.,,A97,,Y,,1290
71004,Neptunea sp. eggs,,A97,,Y,,1291
71777,Beringius sp. eggs,,A97,,Y,,1292
91002,,hairy lemon sponge,A97,,Y,,1293
91005,,vase sponge unident.,A97,,Y,,1294
91031,,white claypipe sponge,A97,,Y,,1295
91051,,neon yellow vase sponge,A97,,Y,,1296
91053,Rhabdocalyptus sp.,cloud sponge,A97,,Y,,1297
91054,Mycale bellabellensis,lampshade sponge,A97,,Y,,1298
91055,,brain sponge,A97,,Y,,1299
91065,Pachastrellidae sp. 1,mushroom sponge,A97,,Y,,1301
91066,Histodermella sp. A (Clark 2006),spud sponge,A97,,Y,,1302
91067,,club sponge,A97,,Y,,1303
91086,Stylissa sp.,drumstick sponge,A97,,Y,,1304
91068,Leucosolenia blanca,yellow leafy sponge,A97,,Y,,1305
91069,Tethya sp.,ball sponge,A97,,Y,,1306
91071,,staghorn sponge,A97,,Y,,1307
91072,,orange ball sponge,A97,,Y,,1308
91076,,orange sponge,A97,,Y,,1309
91077,,yellow bowl sponge,A97,,Y,,1310
91078,Polymastia pachymastia,black-orange spud sponge,A97,,Y,,1311
91079,Halichondria sitiens,black papilliate sponge,A97,,Y,,1312
91080,Halichondria cf. sitiens,yellow green papillate sponge,A97,,Y,,1313
91083,,orange encrusting sponge,A97,,Y,,1314
91084,,firm yellow green sponge,A97,,Y,,1315
98322,Ascidia paratropa,glassy tunicate,A97,,Y,,1316
98324,Halocynthia hispidus,hairy tunicate,A97,,Y,,1317
95011,,fluffy sponge,A97,,Y,,1318
75336,Mya elegans,elegant soft shell,A97,Y,,,1319
75330,Mya sp.,,A97,,Y,,1320
72806,Velutina sp.,,A97,Y,,,1321
213,Apristurus sp.,,A98,,,Y,1322
20960,Ceratioidei,,A98,,,Y,1323
29996,Saccopharynx sp.,,A98,,,Y,1324
66814,Notostomus sp.,,A98,,,Y,1325
81919,Nearchaster sp.,,A98,,,Y,1326
20180,Maulisia mauli,,A98,,,Y,1327
22630,Ceratoscopelus townsendi,,A98,,,Y,1328
22705,Nemichthys larseni,pale snipe eel,A98,,,Y,1329
26060,Neonesthes capensis,,A98,,,Y,1330
21240,Malacocephalus laevis,softhead grenadier,A98,,,Y,1331
43001,Actinauge verrilli,reticulate anemone,A98,Y,Y,Y,1332
43002,Paractinostola faeculenta,rough purple sea anemone,A98,Y,Y,Y,1333
43003,Actinoscyphia sp.,,A98,Y,Y,Y,1334
43009,Corallimorphus sp.,,A98,Y,Y,Y,1335
21827,Sternoptyx sp.,,A98,,,Y,1336
22261,Rhinoliparis barbulifer,longnose snailfish,A98,,,Y,1337
69559,Polycheles sp.,,A10,,Y,Y,3441
69331,Paralomis verrilli,,A98,,,Y,1339
71811,Neptunea smirnia,,A98,,,Y,1340
80625,Pseudarchaster dissonus,,A98,,,Y,1341
71795,Calinaticina oldroyi,,A98,,,Y,1342
71881,Neptunea ithia,,A98,,,Y,1343
71802,Neptunea phoenicia,,A98,,,Y,1344
72021,Antiplanes thalea,,A98,,,Y,1345
72544,Solariella nuda,naked solarelle,A98,,,Y,1346
74001,Acharax johnsoni,,A98,,,Y,1347
74326,Solemya reidi,gutless awning clam,A98,,,Y,1348
80525,Poraniopsis flexilius,,A98,,,Y,1349
80624,Pseudarchaster pussillus,,A98,,,Y,1350
80691,Mediaster tenellus,,A98,Y,Y,Y,1351
81135,Asthenactis fisheri,,A98,,,Y,1352
81743,Astropecten californicus,,A98,,,Y,1353
40502,Periphylla sp.,,A98,,,Y,1354
31550,Prionotus stephanophrys,lumptail searobin,A98,,,Y,1356
66140,Penaeidae,penaeid shrimps,A98,,,Y,1357
74130,Crassadoma gigantea,giant rock-scallop,A98,,,Y,1358
80915,Asterina miniata,bat star,A98,,,Y,1359
91052,Leucandra heathi,spiny vase sponge,A98,,,Y,1360
69650,Callianassa sp.,,A98,,,Y,1361
339,Mustelus sp.,,A98,,,Y,1362
79002,,squid eggs unident.,A98,,,Y,1363
79259,Ommastrephidae,,A98,,,Y,1364
20075,Stellerina xyosterna,pricklebreast poacher,,,Y,,1365
41525,Antipatheria,black coral,A99,,,Y,1366
81350,Pteraster coscinopeplus,deepwater pteraster,A99,,,Y,1367
44085,Isidella sp.,articulated bamboo coral,A99,Y,Y,Y,1368
81860,Dipsacaster anoplus,,A99,,,Y,1369
21336,Artediellus gomojunovi,spinyhook sculpin,A99,Y,,,1370
21379,Trichocottus brashnikovi,hairhead sculpin,A99,Y,,,1371
22184,Eumicrotremus barbatus,papillose lumpsucker,A99,,Y,,1372
20713,Bathymaster leurolepis,smallmouth ronquil,A99,,Y,,1374
24182,Lycodes soldatovi,dipline eelpout,A99,Y,Y,,1375
72762,Bathybuccinum clarki,Roger's buccinid,A99,,Y,,1377
79405,Cranchia scabra,sandpaper squid,A99,,Y,Y,1378
44033,Stylaster cancellatus,,A99,,Y,,1379
44034,Stylaster elassotomus,,A99,,Y,,1380
44035,Stylaster polyorchis,,A99,,Y,,1381
44036,Crypthelia trophostega,,A99,,Y,,1382
44082,Errinopora nanneca,,A99,,Y,,1383
44023,Caryophyllia alaskensis,Alaska cup coral,A99,,Y,,1384
44029,Stylasterina,hydrocoral unident.,A99,,Y,,1385
44095,Amphilaphis sp. 1,,A99,,Y,,1386
44096,Amphilaphis sp. 2,,A99,,Y,,1387
44097,Amphilaphis sp. 3,,A99,,Y,,1388
44091,Fanellia fraseri,,A99,,Y,,1389
44088,Keratoisis sp.,Nodal bamboo coral unid.,A99,,Y,,1390
44089,Fanellia sp.,,A99,,Y,,1391
22217,Allocareproctus jordani,cherry snailfish,A99,,Y,,1392
22180,Eumicrotremus gyrinops,Alaskan lumpsucker,A99,,Y,,1393
22190,Eumicrotremus phrynoides,toad lumpsucker,A99,,Y,,1394
21307,Icelinus sp.,,A99,,Y,,1395
44061,Distichopora borealis,,A99,,Y,,1396
82100,Anteliaster sp.,,A99,,Y,,1397
80732,Ceramaster clarki,,A99,,Y,,1398
30035,Adelosebastes latens,Aleutian scorpionfish,A99,,Y,,1399
22914,Oneirodes bulbosus,hairy-lure dreamer,A99,,Y,,1400
23202,Oncorhynchus sp.,salmon unident.,A99,,Y,,1401
23872,Pholis sp.,,A99,,Y,,1402
23958,Opisthoproctidae,spookfish unident.,A99,,Y,,1403
40503,Periphylla periphylla,,A99,,Y,,1404
40504,Chrysaora melanaster,,A99,,Y,,1405
40505,Phacellophora camtschatica,egg yolk jelly,A99,,Y,,1406
40506,Aequorea sp.,,A99,,Y,,1407
40508,Polyorchis sp.,,A99,,Y,,1408
40511,Aurelia sp.,,A99,,Y,,1409
40512,Aurelia labiata,,A99,,Y,,1410
41585,Euplexaura sp.,,A99,,Y,,1411
41586,Euplexaura marki,,A99,,Y,,1412
42013,Halipteris californica,,A99,,Y,,1413
43021,Metridium farcimen (=Metridium giganteum),gigantic anemone,A99,,Y,,1414
43029,Stomphia didemon,cowardly anemone,A99,,Y,,1415
54000,Nereididae,,A99,,Y,,1416
62010,Livoneca sp.,,A99,,Y,,1417
64012,Neognathophausia ingens,red mysid,A99,Y,Y,,1418
68065,Xanthidae,,A99,,Y,,1419
69314,Hapalogaster mertensii,,A99,,Y,,1420
69328,Cryptolithodes typicus,butterfly crab,A99,,Y,,1421
70110,Lepidozona trifida,,A99,,Y,,1422
70112,Lepidozona abyssicola,,A99,,Y,,1423
70122,Placiphorella pacifica,,A99,,Y,,1424
71727,Colus georgianus,,A99,,Y,,1425
71840,Neptunea middendorffii,,A99,,Y,,1426
72739,Buccinum picturatum,,A99,,Y,,1427
72757,Buccinum ciliatum,,A99,,Y,,1428
74482,Empleconia vaginata,vaginated limops,A99,,Y,,1429
79509,Histioteuthis sp.,jewel squids,A99,,Y,,1430
80115,Leptasterias coei,,A99,,Y,,1431
80541,Henricia clarki,,A99,,Y,,1432
80547,Henricia asthenactis,,A99,,Y,,1433
66841,Bentheogennema borealis,,A06,,Y,,2603
69284,Acantholithodes sp.,,A06,,Y,,2604
69327,Cryptolithodes sitchensis,turtle crab,A06,,Y,,2605
69332,Paralomis sp. A (Clark 2006),,A06,,Y,,2606
69333,Paralomis sp. B (Clark 2006),,A06,,Y,,2607
69334,Paralomis manningi,,A06,,Y,,2608
69920,Nymphon sp.,,A06,,Y,,2609
69930,Pycnogonum sp.,,A06,,Y,,2610
70062,Neomenia cf. yamamoti (Clark 2006),,A06,,Y,,2611
70114,Lepidozona retiporosa,,A06,,Y,,2612
70140,Mopalia egretta,,A06,,Y,,2613
70151,Stenosemus sharpii,,A06,,Y,,2614
71019,Acanthodoris sp.,,A06,,Y,,2615
71023,Gastropteron pacificum,Pacific batwing seaslug,A06,,Y,,2616
71026,Tritonia festiva,festive Tritonia,A06,Y,Y,,2617
71105,Cadlina modesta,,A06,,Y,,2618
71212,Dirona aurantia,,A06,,Y,,2619
71269,Diaulula sp. A (Clark 2006),,A06,,Y,,2620
71271,Adalaria proxima,,A06,,Y,,2621
71332,Anatoma baxteri,,A06,,Y,,2622
71333,Anatoma crispata,crispate scissurelle,A06,,Y,,2623
71352,Puncturella cooperi,,A06,,Y,,2624
71353,Puncturella galeata,helmet puncturella,A06,,Y,,2625
71354,Puncturella multistriata,many-ribbed puncturella,A06,,Y,,2626
71355,Cranopsis cucullata,hood puncturella,A06,,Y,,2627
71356,Scelidotoma bella,elegant emarginula,A06,,Y,,2628
71357,Diadora aspera,,A06,,Y,,2629
71503,Gastropteron pacifica,,A06,,Y,,2630
71519,Eulima sp.,eulimas,A06,,Y,,2631
71520,Amauropsis purpurea,purple moon snail,A06,Y,Y,,2632
71546,Amphissa colmbiana,wrinkled amphissa,A06,,Y,,2633
71547,Amphissa reticulata,,A06,,Y,,2634
71551,Astyris gausapata,,A06,,Y,,2635
71552,Astyris elegens,elegant dove snail,A06,,Y,,2636
71587,Onchidiopsis sp. A (Clark & McLean),,A06,,Y,,2637
71588,Onchidiopsis brevipes,,A06,,Y,,2638
71589,Onchidiopsis sp. B (Clark & McLean),,A06,,Y,,2639
71591,Lamellaria sp. A (Clark & McLean),,A06,,Y,,2640
71592,Lamellaria sp. B (Clark & McLean),,A06,,Y,,2641
71593,Lamellaria sp. C (Clark & McLean),,A06,,Y,,2642
71594,Lamellaria sp. D (Clark & McLean),,A06,,Y,,2643
71595,Lamellaria sp. E (Clark & McLean),,A06,,Y,,2644
71636,Turritella sp.,,A06,,Y,,2645
71739,Volutopsius attenuatus,attenuate melon whelk,A06,Y,Y,,2646
71746,Volutopsius sp. C (Clark & McLean),,A06,,Y,,2647
71745,Volutopsius sp. D (Clark & McLean),,A06,,Y,,2648
71885,Neptunea sp. E (Clark & McLean),,A06,,Y,,2649
71898,Plicifusus stejnegeri,,A06,,Y,,2650
71899,Plicifusus sp. A (Clark & McLean),,A06,,Y,,2651
71915,Neptunea sp. D (Clark & McLean),,A06,,Y,,2653
71916,Neptunea sp. F (Clark & McLean),,A06,,Y,,2654
71917,Neptunea sp. G (Clark & McLean),,A06,,Y,,2655
71925,Colus sp. A (Clark & McLean),,A06,,Y,,2656
71926,Colus sp. B (Clark & McLean),,A06,,Y,,2657
72024,Antiplanes sp. A (Clark & McLean),,A06,,Y,,2658
72026,Rectiplanes sp. A (Clark & McLean),,A06,,Y,,2659
72030,Suavodrillia kennicotti,,A06,,Y,,2660
72058,Turridae,turrid snails,A06,,Y,,2661
72064,Epitonium sp.,,A06,,Y,,2662
72066,Epitonium indianorum,,A06,,Y,,2663
72070,Carinoturris fortis,,A06,,Y,,2664
72071,Acirsa sp. A (McLean & Clark),Aleutian Wentletrap,A06,,Y,,2665
72081,Nitidiscala indianorum,money wentletrap,A06,,Y,,2666
72104,Oenopota nobilis,,A06,,Y,,2667
72105,Oenopota fidicula,,A06,,Y,,2668
72130,Mangelia carlotta,,A06,,Y,,2669
72301,Trichotropis sp. 1 (Clark & McLean),,A06,,Y,,2670
72302,Trichotropis borealis,,A06,,Y,,2671
72307,Trichotropis conica,,A06,,Y,,2672
72371,Iphinoe pemabilis,,A06,,Y,,2673
72382,Torellia lineata,,A06,,Y,,2674
72386,Scabrotrophon sp. A (Clark & McLean),,A06,,Y,,2675
72387,Scabrotrophon sp. B (Clark & McLean),,A06,,Y,,2676
72388,Scabrotrophon sp. C (Clark & McLean),,A06,,Y,,2677
72389,Scabrotrophon sp. D (Clark & McLean),,A06,,Y,,2678
72390,Scabrotrophon sp. E (Clark & McLean),,A06,,Y,,2679
72393,Scabrotrophon maltzani,,A06,,Y,,2680
72394,Scabrotrophon clarki,,A06,,Y,,2681
72409,Boreotrophon multicostatus,ribbed trophon,A06,,Y,,2682
72410,Boreotrophon rotundus,,A06,,Y,,2683
72436,Nipponotrophon sp. A (Clark & McLean),,A06,,Y,,2685
72513,Calliostoma titanium,,A06,,Y,,2687
72514,Calliostoma variegatum,,A06,,Y,,2688
72521,Calliotropis carlotta,,A06,,Y,,2689
72536,Margarites sp. A (Clark & McLean),,A06,,Y,,2690
72537,Margarites sp. B (Clark & McLean),,A06,,Y,,2691
72538,Margarites sp. C (Clark & McLean),,A06,,Y,,2692
72545,Solariella peramabilis,,A06,,Y,,2693
72546,Solariella sp. A (Clark & McLean),,A06,,Y,,2694
72551,Otukaia kiheiziebisu,,A06,,Y,,2695
72554,Calliostoma ligatum,bluetopsnail,A06,,Y,,2696
72555,Calliostoma annulatum,,A06,,Y,,2697
72571,Oligoneria conica,,A06,,Y,,2698
72731,Amphissa sp.,,A06,,Y,,2699
72768,Ancistrolepis bicinctus,two-ribbed whelk,A06,,Y,,2700
