MISSION,SETNO,SDATE,TIME,STRAT,SLAT,SLONG,ELAT,ELONG,DUR,DIST,SPEED,DEPTH,SURF_TEMP,BOTT_TEMP,BOTT_SAL,GEARDESC
HAM1979013,2,1979-03-05,1835,461,43.983333,-62.916667,NA,NA,30,2.1,4.2,256.03,1.4,8.89,35.057,Western IIA trawl
HAM1979013,3,1979-03-06,2305,460,43.866667,-63.316667,NA,NA,30,2.1,4.2,128.02,0,7.38,33.938,Western IIA trawl
HAM1979013,4,1979-03-06,215,470,44,-63.833333,NA,NA,30,2,4,175.56,0,NA,34.7,Western IIA trawl
HAM1979013,5,1979-03-06,525,471,43.783333,-64.05,NA,NA,30,2.2,4.4,223.11,-0.2,8.61,34.791,Western IIA trawl
HAM1979013,6,1979-03-06,835,470,43.75,-64.3,NA,NA,30,2.2,4.4,171.91,-0.1,8.73,34.776,Western IIA trawl
HAM1979013,8,1979-03-07,2225,476,43.333333,-65.133333,NA,NA,30,1.9,3.8,153.62,0.1,4.72,32.998,Western IIA trawl
HAM1979013,9,1979-03-07,125,476,43.166667,-65.133333,NA,NA,30,1.5,3,164.59,0.3,6.1,33.436,Western IIA trawl
HAM1979013,10,1979-03-07,1125,485,44.016667,-66.883333,NA,NA,30,2.3,4.6,140.82,2.7,3.94,32.44,Western IIA trawl
HAM1979013,11,1979-03-07,1525,490,44.016667,-66.433333,NA,NA,24,2,5,85.95,2,2.84,31.721,Western IIA trawl
HAM1979013,13,1979-03-07,2005,492,44.383333,-66.6,NA,NA,29,1.7,3.5,203,3.2,3.1,32.7,Western IIA trawl
HAM1979013,14,1979-03-08,2215,490,44.4,-66.3,NA,NA,28,1.5,3.2,106.07,2.5,2.56,32.146,Western IIA trawl
HAM1979013,15,1979-03-08,25,491,44.633333,-66.216667,NA,NA,30,1.7,3.4,122.53,2.6,2.9,32.346,Western IIA trawl
HAM1979013,16,1979-03-08,315,490,44.8,-65.816667,NA,NA,30,2.4,4.8,87.78,2.9,2.59,32.436,Western IIA trawl
HAM1979013,18,1979-03-08,855,495,45,-65.3,NA,NA,30,1.9,3.8,69.49,2.5,2.24,32.285,Western IIA trawl
HAM1979013,20,1979-03-08,1335,494,45.166667,-65.733333,NA,NA,30,2.5,5,82.3,0.4,0.07,32.14,Western IIA trawl
HAM1979013,21,1979-03-08,1445,493,45.066667,-65.866667,NA,NA,28,1.9,4.1,87.78,2.8,0.4,32.5,Western IIA trawl
HAM1979013,23,1979-03-08,1845,493,45,-66.316667,NA,NA,30,1.7,3.4,82.3,0.9,0.28,32.212,Western IIA trawl
HAM1979013,24,1979-03-08,2045,492,44.8,-66.416667,NA,NA,30,1.9,3.8,162.76,3.2,1.95,32.555,Western IIA trawl
HAM1979013,25,1979-03-09,15,493,44.616667,-67.1,NA,NA,28,2.7,5.8,82.3,1.9,1.76,32.315,Western IIA trawl
HAM1979013,26,1979-03-09,245,492,44.266667,-67.366667,NA,NA,30,2.7,5.4,193.85,2.7,6.15,31.596,Western IIA trawl
HAM1979013,28,1979-03-09,1115,485,43.183333,-67,NA,NA,30,2,4,181.05,3.6,8.07,34.667,Western IIA trawl
HAM1979013,29,1979-03-09,1345,484,43.033333,-67.35,NA,NA,30,2.1,4.2,219.46,3.4,8.16,34.224,Western IIA trawl
HAM1979013,30,1979-03-09,1715,485,43.066667,-66.9,NA,NA,30,1.4,2.8,171.91,3,7.47,34.279,Western IIA trawl
HAM1979013,31,1979-03-09,2025,484,42.816667,-66.833333,NA,NA,29,2.4,5,208.48,4,8.26,34.725,Western IIA trawl
HAM1979013,32,1979-03-10,2305,482,42.633333,-67.233333,NA,NA,28,1.8,3.9,270.66,3.3,8.09,34.592,Western IIA trawl
HAM1979013,34,1979-03-10,415,483,42.35,-66.716667,NA,NA,30,1.9,3.8,135.33,3.2,7.74,34.94,Western IIA trawl
HAM1979013,35,1979-03-10,615,482,42.416667,-66.5,NA,NA,29,1.9,3.9,279.81,4.1,4.47,34.039,Western IIA trawl
HAM1979013,36,1979-03-10,915,481,42.683333,-66.583333,NA,NA,30,1.9,3.8,164.59,4.2,7.83,34.301,Western IIA trawl
HAM1979013,37,1979-03-10,1135,480,42.683333,-66.3,NA,NA,30,1.7,3.4,82.3,1.6,2.77,33.477,Western IIA trawl
HAM1979013,38,1979-03-10,1435,480,42.783333,-65.966667,NA,NA,30,1.8,3.6,78.64,1.6,2.46,31.97,Western IIA trawl
HAM1979013,39,1979-03-10,1625,481,42.833333,-65.716667,NA,NA,31,1.7,3.3,118.87,2,2.73,32.075,Western IIA trawl
HAM1979013,40,1979-03-10,1855,481,42.533333,-65.85,NA,NA,26,1.1,2.5,87.78,1.3,4.02,32.643,Western IIA trawl
HAM1979013,41,1979-03-10,2045,480,42.566667,-65.65,NA,NA,29,3,6.2,91.44,0.6,3.23,32.501,Western IIA trawl
HAM1979013,42,1979-03-11,2255,480,42.45,-65.633333,NA,NA,30,2.8,5.6,91.44,1.1,4.45,32.883,Western IIA trawl
HAM1979013,43,1979-03-11,115,481,42.316667,-65.316667,NA,NA,25,1.7,4.1,140.82,1.4,9.12,35.078,Western IIA trawl
HAM1979013,44,1979-03-11,355,478,42.416667,-64.883333,NA,NA,30,1.6,3.2,203,1,8.99,34.827,Western IIA trawl
HAM1979013,45,1979-03-11,715,478,42.6,-64.466667,NA,NA,28,1.9,4.1,274.32,2,9.47,35.182,Western IIA trawl
HAM1979013,46,1979-03-11,1205,477,42.633333,-65.216667,NA,NA,30,2.6,5.2,100.58,0.8,4.01,32.76,Western IIA trawl
HAM1979014,3,1979-03-22,2315,445,44.833333,-59.966667,NA,NA,30,1.6,3.2,203,0,4.04,33.374,Western IIA trawl
HAM1979014,4,1979-03-22,315,459,45.45,-60.05,NA,NA,30,1.9,3.8,168.25,-0.1,1.67,32.849,Western IIA trawl
HAM1979014,5,1979-03-22,515,444,45.583333,-59.866667,NA,NA,30,1.5,3,144.48,-0.1,1.92,33.095,Western IIA trawl
HAM1979014,6,1979-03-22,755,444,45.566667,-59.35,NA,NA,29,2.2,4.6,133.5,-0.5,2.21,33.209,Western IIA trawl
HAM1979014,7,1979-03-22,1145,443,45.666667,-58.583333,NA,NA,30,1.9,3.8,82.3,-0.1,-0.91,32.048,Western IIA trawl
HAM1979014,8,1979-03-22,1435,446,45.9,-58.183333,NA,NA,30,1.7,3.4,347.47,-0.09,5.94,34.786,Western IIA trawl
HAM1979014,9,1979-03-22,1935,445,45.433333,-58.033333,NA,NA,30,1.5,3,267,-0.5,4.76,33.935,Western IIA trawl
HAM1979014,10,1979-03-23,2215,446,45.45,-57.8,NA,NA,30,1.7,3.4,285.29,-0.5,6.9,34.837,Western IIA trawl
HAM1979014,11,1979-03-23,115,443,45.1,-58.016667,NA,NA,30,1.9,3.8,84.12,0,0.1,32.189,Western IIA trawl
HAM1979014,12,1979-03-23,345,444,45.133333,-58.266667,NA,NA,30,1.7,3.4,129.84,-0.2,1,32.625,Western IIA trawl
HAM1979014,13,1979-03-23,615,447,44.916667,-58,NA,NA,30,1.9,3.8,65.84,-1,-0.07,32.28,Western IIA trawl
HAM1979014,14,1979-03-23,815,447,44.816667,-57.683333,NA,NA,30,1.6,3.2,36.58,0.3,0.09,32.224,Western IIA trawl
HAM1979014,15,1979-03-23,955,447,44.666667,-57.566667,NA,NA,30,3.3,6.6,54.86,1.5,1.3,32.808,Western IIA trawl
HAM1979014,16,1979-03-23,1225,446,44.583333,-57.216667,NA,NA,30,1.8,3.6,235.92,1.1,7.58,34.837,Western IIA trawl
HAM1979014,17,1979-03-23,1455,449,44.4,-57.433333,NA,NA,30,2.1,4.2,137.16,1.3,7.66,34.695,Western IIA trawl
HAM1979014,18,1979-03-23,1705,449,44.35,-57.85,NA,NA,30,2.6,5.2,129.84,0.7,3.54,33.529,Western IIA trawl
HAM1979014,19,1979-03-23,1905,451,44.25,-58.083333,NA,NA,20,1.5,4.5,279.81,1.3,1.54,35.006,Western IIA trawl
HAM1979014,20,1979-03-24,2205,447,44.633333,-58.116667,NA,NA,30,2.1,4.2,71.32,0.6,0.6,32.48,Western IIA trawl
HAM1979014,21,1979-03-24,155,445,44.8,-58.633333,NA,NA,30,1.8,3.6,228.6,0,2.42,33.214,Western IIA trawl
HAM1979014,22,1979-03-24,455,448,44.566667,-58.583333,NA,NA,30,1.7,3.4,65.84,0.4,0.4,32.185,Western IIA trawl
HAM1979014,23,1979-03-24,635,448,44.45,-58.433333,NA,NA,30,1.6,3.2,64.01,0.6,0.38,32.338,Western IIA trawl
HAM1979014,24,1979-03-24,755,448,44.333333,-58.383333,NA,NA,30,2.3,4.6,62.18,0.6,0.53,32.383,Western IIA trawl
HAM1979014,25,1979-03-24,1015,451,44.033333,-58.516667,NA,NA,30,2.1,4.2,199.34,1.5,8.01,34.816,Western IIA trawl
HAM1979014,26,1979-03-24,1205,450,44.1,-58.8,NA,NA,30,2,4,104.24,1.7,0.98,32.757,Western IIA trawl
HAM1979014,27,1979-03-24,1415,454,43.95,-59.066667,NA,NA,30,2.4,4.8,120.7,1.5,5.14,32.423,Western IIA trawl
HAM1979014,28,1979-03-24,1605,456,44,-59.15,NA,NA,30,1.9,3.8,38.4,1.5,5.14,32.423,Western IIA trawl
HAM1979014,29,1979-03-24,1745,455,43.95,-59.483333,NA,NA,30,1.9,3.8,20.12,1.4,0.9,31.995,Western IIA trawl
HAM1979014,30,1979-03-24,2035,452,44.166667,-59.15,NA,NA,26,1.4,3.2,232.26,1.3,5.34,34.006,Western IIA trawl
HAM1979014,31,1979-03-25,2245,452,44.183333,-59.366667,NA,NA,26,2.4,5.5,267,1.3,1.46,34.606,Western IIA trawl
HAM1979014,32,1979-03-25,45,450,44.283333,-59.083333,NA,NA,30,1.9,3.8,188.37,1.3,6.89,34.617,Western IIA trawl
HAM1979014,33,1979-03-25,345,450,44.433333,-59.366667,NA,NA,30,2.1,4.2,120.7,1.4,1.6,32.487,Western IIA trawl
HAM1979014,34,1979-03-25,545,448,44.5,-59.15,NA,NA,30,2,4,56.69,0.8,0.47,32.042,Western IIA trawl
HAM1979014,35,1979-03-25,725,445,44.666667,-59.2,NA,NA,30,2,4,219.46,0.8,2.26,32.755,Western IIA trawl
HAM1979014,36,1979-03-25,1225,458,44.683333,-60.566667,NA,NA,30,2.1,4.2,38.4,1.5,0.15,31.696,Western IIA trawl
HAM1979014,37,1979-03-25,1405,458,44.6,-60.683333,NA,NA,30,2.4,4.8,56.69,1.7,4.05,31.782,Western IIA trawl
HAM1979014,38,1979-03-25,1615,458,44.4,-60.5,NA,NA,30,1.9,3.8,32.92,1.6,0.67,31.921,Western IIA trawl
HAM1979014,40,1979-03-25,2035,457,44.316667,-60.466667,NA,NA,30,1.9,3.8,126.19,1.4,1.37,32.268,Western IIA trawl
HAM1979014,41,1979-03-26,2355,456,44.1,-60.316667,NA,NA,30,2.8,5.6,60.35,1.4,2.07,32.581,Western IIA trawl
HAM1979014,42,1979-03-26,305,456,44.1,-60.566667,NA,NA,30,2,4,49.38,1.7,1.39,31.951,Western IIA trawl
HAM1979014,43,1979-03-26,405,455,43.85,-60.566667,NA,NA,30,1.5,3,34.75,1.3,1.02,32.07,Western IIA trawl
HAM1979014,45,1979-03-26,855,453,43.533333,-59.933333,NA,NA,29,1.7,3.5,296.27,1.8,8.66,34.985,Western IIA trawl
HAM1979014,46,1979-03-26,1155,453,43.433333,-60.25,NA,NA,30,2.1,4.2,223.11,4.4,7.73,34.42,Western IIA trawl
HAM1979014,47,1979-03-26,1345,454,43.466667,-60.466667,NA,NA,30,2,4,166.42,3.9,9.88,34.991,Western IIA trawl
HAM1979014,48,1979-03-26,1605,455,43.65,-60.533333,NA,NA,30,1.9,3.8,64.01,2.1,0.96,32.149,Western IIA trawl
HAM1979014,50,1979-03-27,55,453,43.316667,-60.766667,NA,NA,30,1.7,3.4,252.37,2.7,8.94,35.038,Western IIA trawl
HAM1979014,51,1979-03-27,245,454,43.3,-60.933333,NA,NA,30,1.8,3.6,164.59,2.5,8.67,34.802,Western IIA trawl
HAM1979014,52,1979-03-27,455,455,43.35,-61.216667,NA,NA,30,2.1,4.2,85.95,2.3,3.41,33.095,Western IIA trawl
HAM1979014,53,1979-03-27,745,464,43.666667,-61.433333,NA,NA,30,1.7,3.4,51.21,2.8,2.18,31.96,Western IIA trawl
HAM1979014,55,1979-03-27,1135,455,43.883333,-61.283333,NA,NA,30,1.9,3.8,54.86,2.8,2.19,32.005,Western IIA trawl
HAM1979014,56,1979-03-27,1305,456,44.016667,-61.316667,NA,NA,30,2.6,5.2,95.1,2.6,2.78,33.822,Western IIA trawl
HAM1979014,57,1979-03-27,1545,456,44.133333,-61.033333,NA,NA,30,2.1,4.2,60.35,2.3,2,32.004,Western IIA trawl
HAM1979014,58,1979-03-27,1745,456,44.216667,-61.183333,NA,NA,25,1.2,2.9,84.12,1.4,5.95,33.381,Western IIA trawl
HAM1979014,59,1979-03-27,2045,462,44.4,-61.45,NA,NA,30,1.9,3.8,168.25,0.8,8.65,34.503,Western IIA trawl
HAM1979014,61,1979-03-28,355,462,44.15,-62.466667,NA,NA,30,1.8,3.6,151.79,0.7,9.13,34.781,Western IIA trawl
HAM1979014,62,1979-03-28,645,462,43.966667,-61.983333,NA,NA,30,1.5,3,138.99,1.7,9.24,34.762,Western IIA trawl
HAM1979014,63,1979-03-28,955,464,43.75,-61.466667,NA,NA,30,1.5,3,51.21,2.1,2.24,32.044,Western IIA trawl
HAM1979014,64,1979-03-28,1235,464,43.366667,-61.4,NA,NA,30,1.5,3,73.15,2,2.32,32.777,Western IIA trawl
HAM1979014,66,1979-03-28,1545,466,43.15,-61.466667,NA,NA,30,1.7,3.4,223.11,2.9,7.64,35.014,Western IIA trawl
HAM1979014,67,1979-03-28,1855,465,43.1,-61.983333,NA,NA,30,1.8,3.6,106.07,2.4,7.06,34.042,Western IIA trawl
HAM1979014,68,1979-03-28,2025,466,42.966667,-62.05,NA,NA,30,1.6,3.2,219.46,3.2,9.99,35.22,Western IIA trawl
HAM1979014,69,1979-03-29,2235,466,42.983333,-62.416667,NA,NA,28,1.8,3.9,239.57,2.7,9.66,34.965,Western IIA trawl
HAM1979014,71,1979-03-29,245,463,43.383333,-62.383333,NA,NA,30,2.1,4.2,85.95,1.8,6.57,33.732,Western IIA trawl
HAM1979014,72,1979-03-29,405,463,43.483333,-62.35,NA,NA,30,2.1,4.2,82.3,1.7,6.43,33.636,Western IIA trawl
HAM1979014,73,1979-03-29,625,462,43.8,-62.416667,NA,NA,30,2.6,5.2,151.79,1.8,9.93,35.034,Western IIA trawl
HAM1980033,1,1980-03-05,915,459,44.85,-61.333333,NA,NA,30,2.6,5.2,155.45,1,1.59,32.339,Western IIA trawl
HAM1980033,2,1980-03-06,115,459,45.033333,-60.516667,NA,NA,30,1.9,3.8,84.12,NA,NA,NA,Western IIA trawl
HAM1980033,3,1980-03-06,505,459,44.9,-60.266667,NA,NA,30,1.9,3.8,224.94,2.7,2,32.72,Western IIA trawl
HAM1980033,4,1980-03-06,825,444,45.066667,-59.766667,NA,NA,30,1.8,3.6,122.53,0.5,2.66,32.667,Western IIA trawl
HAM1980033,5,1980-03-06,1105,444,45.25,-59.95,NA,NA,30,1.7,3.4,159.11,0.7,2.3,32.917,Western IIA trawl
HAM1980033,6,1980-03-06,1325,444,45.466667,-59.816667,NA,NA,30,2.6,5.2,129.84,0.8,1.95,32.947,Western IIA trawl
HAM1980033,7,1980-03-06,1705,459,45.616667,-60.1,NA,NA,30,2.4,4.8,142.65,-1,1.82,32.96,Western IIA trawl
HAM1980033,8,1980-03-07,405,444,45.066667,-58.8,NA,NA,30,1.8,3.6,93.27,-0.5,1.84,32.341,Western IIA trawl
HAM1980033,9,1980-03-07,835,447,44.683333,-58.133333,NA,NA,30,2.2,4.4,65.84,0.5,0.2,31.987,Western IIA trawl
HAM1980033,10,1980-03-07,1225,446,45.2,-57.633333,NA,NA,30,2.2,4.4,279.81,0.3,6.65,34.783,Western IIA trawl
HAM1980033,11,1980-03-07,1355,446,45.266667,-57.7,NA,NA,30,2.1,4.2,226.77,-0.3,2.95,33.442,Western IIA trawl
HAM1980033,12,1980-03-07,1905,447,45.016667,-57.716667,NA,NA,30,2.3,4.6,62.18,0.4,0.52,32.327,Western IIA trawl
HAM1980033,13,1980-03-08,2305,449,44.4,-57.483333,NA,NA,30,2,4,104.24,1.9,0.79,32.471,Western IIA trawl
HAM1980033,14,1980-03-08,155,449,44.283333,-58.066667,NA,NA,30,2.5,5,128.02,0.6,2.2,32.848,Western IIA trawl
HAM1980033,15,1980-03-08,425,447,44.45,-57.883333,NA,NA,30,1.9,3.8,62.18,0.3,0.11,32.075,Western IIA trawl
HAM1980033,17,1980-03-08,1025,451,44.05,-58.466667,NA,NA,30,2.2,4.4,215.8,1.5,6.45,34.617,Western IIA trawl
HAM1980033,18,1980-03-08,1225,448,44.216667,-58.533333,NA,NA,30,1.8,3.6,73.15,0.3,0.2,32.031,Western IIA trawl
HAM1980033,19,1980-03-08,1455,450,44.366667,-58.95,NA,NA,30,1.4,2.8,128.02,0.3,5.32,33.885,Western IIA trawl
HAM1980033,20,1980-03-08,1705,450,44.383333,-59.25,NA,NA,30,2.6,5.2,170.08,0.2,2.04,32.616,Western IIA trawl
HAM1980033,22,1980-03-09,2335,452,44.366667,-59.566667,NA,NA,30,1.9,3.8,173.74,0.4,5.44,33.839,Western IIA trawl
HAM1980033,23,1980-03-09,135,452,44.283333,-59.366667,NA,NA,30,2.1,4.2,250.55,0.7,6.32,34.665,Western IIA trawl
HAM1980033,24,1980-03-09,415,450,44.166667,-58.966667,NA,NA,30,2.5,5,93.27,0.7,0.68,32.26,Western IIA trawl
HAM1980033,25,1980-03-09,615,448,44.2,-58.816667,NA,NA,30,2,4,62.18,1.5,0.35,32.183,Western IIA trawl
HAM1980033,27,1980-03-09,1235,453,43.733333,-59.083333,NA,NA,30,2.2,4.4,265.18,1.4,6.74,34.862,Western IIA trawl
HAM1980033,28,1980-03-09,1505,455,43.866667,-59.166667,NA,NA,30,2.6,5.2,74.98,1.2,1.28,32.198,Western IIA trawl
HAM1980033,29,1980-03-09,1705,454,43.75,-59.266667,NA,NA,30,3,6,91.44,0.9,1.39,32.384,Western IIA trawl
HAM1980033,30,1980-03-09,2045,453,43.566667,-59.816667,NA,NA,30,2,4,259.69,1,8.86,34.84,Western IIA trawl
HAM1980033,32,1980-03-10,215,455,43.616667,-60.433333,NA,NA,30,1.9,3.8,65.84,0.8,1.24,32.227,Western IIA trawl
HAM1980033,33,1980-03-10,445,454,43.466667,-60.55,NA,NA,30,1.9,3.8,106.07,0.9,4.83,33.322,Western IIA trawl
HAM1980033,34,1980-03-10,635,453,43.366667,-60.7,NA,NA,30,1.8,3.6,245.06,1,8.97,35.063,Western IIA trawl
HAM1980033,35,1980-03-10,815,454,43.383333,-60.9,NA,NA,30,2.1,4.2,102.41,1,3.8,32.969,Western IIA trawl
HAM1980033,37,1980-03-10,1305,455,43.883333,-60.966667,NA,NA,30,2.5,5,51.21,3.2,1.89,31.938,Western IIA trawl
HAM1980033,38,1980-03-10,1605,464,43.966667,-61.383333,NA,NA,30,1.9,3.8,80.47,2.5,2.4,32.062,Western IIA trawl
HAM1980033,39,1980-03-10,1755,456,44.066667,-61.283333,NA,NA,30,2.4,4.8,87.78,2.6,2.92,32.29,Western IIA trawl
HAM1980033,40,1980-03-10,1925,456,44.15,-61.233333,NA,NA,30,2.2,4.4,87.78,2,3.36,32.731,Western IIA trawl
HAM1980033,42,1980-03-11,2335,456,44.083333,-60.566667,NA,NA,30,2.7,5.4,62.18,0.5,1.2,31.622,Western IIA trawl
HAM1980033,43,1980-03-13,1015,462,44.4,-61.55,NA,NA,30,2.4,4.8,171.91,-0.4,8.78,34.29,Western IIA trawl
HAM1980033,44,1980-03-13,1335,460,44.516667,-62.183333,NA,NA,30,2.3,4.6,157.28,-0.5,8.77,34.541,Western IIA trawl
HAM1980033,45,1980-03-13,1535,460,44.4,-62.5,NA,NA,30,2.3,4.6,175.56,-0.5,9.5,34.688,Western IIA trawl
HAM1980033,46,1980-03-13,1815,462,44.066667,-62.616667,NA,NA,30,2.2,4.4,148.13,1.5,10.39,34.752,Western IIA trawl
HAM1980033,48,1980-03-14,2345,470,44.05,-63.6,NA,NA,30,1.8,3.6,175.56,-0.5,9.15,34.609,Western IIA trawl
HAM1980034,1,1980-03-17,2005,462,43.883333,-62.25,NA,NA,30,1.9,3.8,129.84,2.7,9.47,32.334,Western IIA trawl
HAM1980034,2,1980-03-18,2205,462,43.983333,-61.95,NA,NA,30,2.5,5,138.99,2.7,9.48,34.707,Western IIA trawl
HAM1980034,3,1980-03-18,15,464,43.783333,-61.7,NA,NA,30,2.3,4.6,69.49,2.4,2.55,32.369,Western IIA trawl
HAM1980034,4,1980-03-18,245,464,43.516667,-61.416667,NA,NA,30,2.8,5.6,69.49,1.5,1.39,31.791,Western IIA trawl
HAM1980034,5,1980-03-18,425,464,43.566667,-61.7,NA,NA,30,2.3,4.6,74.98,2.2,2.5,32.395,Western IIA trawl
HAM1980034,6,1980-03-18,755,464,43.183333,-61.65,NA,NA,30,2.1,4.2,89.61,2,9.68,34.729,Western IIA trawl
HAM1980034,7,1980-03-18,925,466,43.1,-61.55,NA,NA,30,2,4,201.17,2.5,10.75,35.201,Western IIA trawl
HAM1980034,8,1980-03-18,1145,466,42.966667,-61.916667,NA,NA,30,2,4,351.13,2.5,7.72,34.128,Western IIA trawl
HAM1980034,9,1980-03-18,1415,466,42.95,-62.1,NA,NA,30,2.9,5.8,250.55,3,9.99,35.146,Western IIA trawl
HAM1980034,10,1980-03-18,1615,465,43.083333,-62.283333,NA,NA,30,2.4,4.8,107.9,3.5,8.76,34.319,Western IIA trawl
HAM1980034,11,1980-03-18,1805,463,43.316667,-62.35,NA,NA,30,2.1,4.2,95.1,3.8,7.93,34.016,Western IIA trawl
HAM1980034,12,1980-03-19,1645,461,43.766667,-62.983333,NA,NA,30,2.5,5,263.35,1.9,9.44,34.962,Western IIA trawl
HAM1980034,13,1980-03-19,1945,463,43.666667,-62.55,NA,NA,30,1.8,3.6,78.64,1.6,5.48,32.459,Western IIA trawl
HAM1980034,14,1980-03-20,2315,465,43.416667,-62.85,NA,NA,28,1.8,3.9,104.24,0.6,5.35,33.243,Western IIA trawl
HAM1980034,15,1980-03-20,115,465,43.166667,-63.033333,NA,NA,30,2.2,4.4,126.19,0.8,10.25,34.956,Western IIA trawl
HAM1980034,16,1980-03-20,525,465,42.95,-63.083333,NA,NA,30,1.3,2.6,144.48,0.5,10.02,34.869,Western IIA trawl
HAM1980034,17,1980-03-20,745,478,42.8,-63.35,NA,NA,30,1.7,3.4,305.41,2.4,9.94,34.815,Western IIA trawl
NED1986059,4,1986-03-04,1505,552,41.833333,-66.066667,NA,NA,30,1.8,3.6,95.1,5.5,5.15,33.199,Western IIA trawl
NED1986059,5,1986-03-04,1645,552,41.866667,-65.916667,NA,NA,30,1.8,3.6,106.07,4.1,5.41,33.254,Western IIA trawl
NED1986059,6,1986-03-04,1925,552,41.533333,-66.166667,NA,NA,30,1.7,3.4,93.27,5.4,5.22,33.153,Western IIA trawl
NED1986059,7,1986-03-05,2135,552,41.333333,-66.216667,NA,NA,30,1.9,3.8,142.65,4.4,9,34.355,Western IIA trawl
NED1986059,9,1986-03-05,135,553,41.216667,-66.733333,NA,NA,30,1.9,3.8,71.32,5.9,5.43,33.181,Western IIA trawl
NED1986059,10,1986-03-05,345,553,41.3,-67.133333,NA,NA,30,1.8,3.6,54.86,4.8,4.97,33.027,Western IIA trawl
NED1986059,11,1986-03-05,525,553,41.383333,-67,NA,NA,30,1.9,3.8,64.01,4.9,4.46,32.948,Western IIA trawl
NED1986059,12,1986-03-05,735,553,41.383333,-67.266667,NA,NA,30,1.7,3.4,45.72,5.4,4.21,33.096,Western IIA trawl
NED1986059,14,1986-03-05,1305,554,41.216667,-67.45,NA,NA,30,1.8,3.6,42.06,5.2,4.39,32.929,Western IIA trawl
NED1986059,15,1986-03-05,1455,553,41.3,-67.233333,NA,NA,30,1.8,3.6,43.89,4.7,4.31,33.03,Western IIA trawl
NED1986059,16,1986-03-05,1625,553,41.15,-67.166667,NA,NA,30,1.8,3.6,60.35,4.8,4.58,32.955,Western IIA trawl
NED1986059,17,1986-03-05,1845,553,40.95,-66.9,NA,NA,30,1.8,3.6,80.47,5.4,7.82,33.842,Western IIA trawl
NED1986059,18,1986-03-06,2215,554,40.666667,-67.333333,NA,NA,30,1.7,3.4,91.44,6.4,12.5,35.234,Western IIA trawl
NED1986059,20,1986-03-06,335,554,40.716667,-67.433333,NA,NA,30,1.8,3.6,87.78,6.4,8.98,34.224,Western IIA trawl
NED1986059,21,1986-03-06,605,554,40.866667,-67.866667,NA,NA,30,1.8,3.6,60.35,5.6,5.33,32.981,Western IIA trawl
NED1986059,22,1986-03-06,735,554,40.85,-68,NA,NA,30,1.8,3.6,60.35,5.4,4.99,32.952,Western IIA trawl
NED1986059,23,1986-03-06,1025,554,40.65,-67.6,NA,NA,30,1.8,3.6,85.95,6.1,12.15,35.171,Western IIA trawl
NED1986059,25,1986-03-06,1525,554,40.433333,-68.05,NA,NA,30,1.8,3.6,140.82,15.8,13.41,35.764,Western IIA trawl
NED1986059,26,1986-03-06,1635,556,40.45,-68.2,NA,NA,30,1.8,3.6,117.04,15.7,13.35,36.094,Western IIA trawl
NED1986059,27,1986-03-06,1835,556,40.283333,-68.366667,NA,NA,30,1.7,3.4,146.3,13.6,12.94,35.643,Western IIA trawl
NED1986059,28,1986-03-07,2105,556,40.533333,-68.316667,NA,NA,30,1.8,3.6,89.61,11.4,13.67,35.584,Western IIA trawl
NED1986059,29,1986-03-07,2215,556,40.65,-68.366667,NA,NA,30,1.6,3.2,67.67,6.4,6.95,33.539,Western IIA trawl
NED1986059,30,1986-03-07,5,556,40.783333,-68.3,NA,NA,30,1.7,3.4,49.38,5.2,5.23,33.034,Western IIA trawl
NED1986059,31,1986-03-07,155,556,40.85,-68.5,NA,NA,30,1.7,3.4,56.69,5,4.31,33,Western IIA trawl
NED1986059,32,1986-03-08,755,556,40.516667,-68.783333,NA,NA,30,1.8,3.6,67.67,4.7,8.21,34.233,Western IIA trawl
NED1986059,33,1986-03-08,945,556,40.416667,-68.866667,NA,NA,30,1.7,3.4,78.64,5.6,6.14,34.296,Western IIA trawl
NED1986059,34,1986-03-08,1055,556,40.366667,-68.866667,NA,NA,30,1.9,3.8,85.95,6.1,6.84,33.687,Western IIA trawl
NED1986059,35,1986-03-08,1345,551,40.066667,-68.933333,NA,NA,30,1.8,3.6,177.39,10.7,13.5,35.806,Western IIA trawl
NED1986059,36,1986-03-08,1635,556,40.3,-69.05,NA,NA,30,1.7,3.4,89.61,5.6,NA,NA,Western IIA trawl
NED1986059,37,1986-03-08,1805,556,40.383333,-69,NA,NA,30,1.8,3.6,82.3,5.4,4.55,33.292,Western IIA trawl
NED1986059,38,1986-03-08,2035,556,40.316667,-69.3,NA,NA,30,1.7,3.4,78.64,5.2,4.98,33.788,Western IIA trawl
NED1986059,39,1986-03-09,2225,556,40.55,-68.9,NA,NA,30,1.9,3.8,65.84,5.7,7.2,33.734,Western IIA trawl
NED1986059,40,1986-03-09,215,557,40.8,-69.05,NA,NA,30,1.7,3.4,76.81,4.7,4.53,33.182,Western IIA trawl
NED1986059,41,1986-03-09,405,557,41,-69.083333,NA,NA,30,1.6,3.2,74.98,5.2,5.03,33.253,Western IIA trawl
NED1986059,42,1986-03-09,735,556,41.35,-68.533333,NA,NA,30,1.8,3.6,69.49,4.7,5.12,33.182,Western IIA trawl
NED1986059,43,1986-03-09,905,556,41.466667,-68.466667,NA,NA,30,1.8,3.6,78.64,5.1,5.02,33.197,Western IIA trawl
