Survey.Year,Trip.identifier,Set.number,ITIS.TSN,Species.code,Scientific.name,English.common.name,French.common.name,LSID,Catch.weight..kg.,Catch.count..pieces.
2012,72189,3,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,16.68,NA
2012,72189,3,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,1.42,NA
2012,72189,3,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,55.44,NA
2012,72189,3,166783,451,SEBASTOLOBUS ALASCANUS,SHORTSPINE THORNYHEAD,S<c9>BASTOLOBE <c0> COURTES <c9>PINES,urn:lsid:marinespecies.org:taxname:282740,0.77,NA
2012,72189,3,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,1.6,2
2012,72189,3,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,0.3,NA
2012,72189,3,172875,612,HIPPOGLOSSOIDES ELASSODON,FLATHEAD SOLE,PLIE <c0> T<ca>TE PLATE,urn:lsid:marinespecies.org:taxname:274289,0.23,1
2012,72189,3,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,0.39,8
2012,72189,3,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,34.6,NA
2012,72189,3,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,11.5,NA
2012,72189,3,82430,95E,BERRYTEUTHIS MAGISTER,SCHOOLMASTER GONATE SQUID,,urn:lsid:marinespecies.org:taxname:342286,10.3,NA
2012,72189,3,96979,SDF,PANDALUS PLATYCEROS,PRAWN,CREVETTE TACHET<c9>E,urn:lsid:marinespecies.org:taxname:423632,0.13,NA
2012,72189,3,96995,SEE,PANDALOPSIS DISPAR,SIDESTRIPE SHRIMP,CREVETTE <c0> FLANCS RAY<c9>S,urn:lsid:marinespecies.org:taxname:246375,0.31,NA
2012,72189,3,98427,ZAD,CHIONOECETES,TANNER CRABS,,urn:lsid:marinespecies.org:taxname:106898,0.15,1
2012,72189,4,159988,038,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,1.52,NA
2012,72189,4,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,88.93,NA
2012,72189,4,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,1.06,4
2012,72189,4,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,45.98,NA
2012,72189,4,162098,156,LEUROGLOSSUS SCHMIDTI,NORTHERN SMOOTHTONGUE,LEUROGLOSSE LUISANT,urn:lsid:marinespecies.org:taxname:254551,NA,1
2012,72189,4,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,10.04,NA
2012,72189,4,166363,275,GASTEROSTEIDAE,STICKLEBACKS,<c9>PINOCHES,urn:lsid:marinespecies.org:taxname:125476,NA,1
2012,72189,4,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,35.24,NA
2012,72189,4,166783,451,SEBASTOLOBUS ALASCANUS,SHORTSPINE THORNYHEAD,S<c9>BASTOLOBE <c0> COURTES <c9>PINES,urn:lsid:marinespecies.org:taxname:282740,0.16,3
2012,72189,4,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,0.82,NA
2012,72189,4,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,0.28,1
2012,72189,4,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,0.14,2
2012,72189,4,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,22.04,NA
2012,72189,4,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,4.24,NA
2012,72189,4,82430,95E,BERRYTEUTHIS MAGISTER,SCHOOLMASTER GONATE SQUID,,urn:lsid:marinespecies.org:taxname:342286,3.76,NA
2012,72189,4,96995,SEE,PANDALOPSIS DISPAR,SIDESTRIPE SHRIMP,CREVETTE <c0> FLANCS RAY<c9>S,urn:lsid:marinespecies.org:taxname:246375,0.4,NA
2012,72189,4,97207,SIC,CRANGON ALASKENSIS,NORTHERN CRANGON,CREVETTE DES BAIES ALASKIENNES,urn:lsid:marinespecies.org:taxname:515542,NA,1
2012,72189,4,98427,ZAD,CHIONOECETES,TANNER CRABS,,urn:lsid:marinespecies.org:taxname:106898,0.3,1
2012,72189,5,159699,020,ENTOSPHENUS TRIDENTATUS,PACIFIC LAMPREY,LAMPROIE DU PACIFIQUE.,urn:lsid:marinespecies.org:taxname:314348,NA,1
2012,72189,5,159988,038,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,0.47,1
2012,72189,5,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,118.3,NA
2012,72189,5,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,1.16,3
2012,72189,5,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,90.16,NA
2012,72189,5,162098,156,LEUROGLOSSUS SCHMIDTI,NORTHERN SMOOTHTONGUE,LEUROGLOSSE LUISANT,urn:lsid:marinespecies.org:taxname:254551,NA,1
2012,72189,5,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,7.66,NA
2012,72189,5,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,306.66,NA
2012,72189,5,165261,243,LYCODES DIAPTERUS,BLACK EELPOUT,LYCODE NOIRE,urn:lsid:marinespecies.org:taxname:254597,0.3,8
2012,72189,5,73727,25V,BUCCINUM,BUCCINUM,BUCCINS,urn:lsid:marinespecies.org:taxname:137701,NA,1
2012,72189,5,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,22,NA
2012,72189,5,166783,451,SEBASTOLOBUS ALASCANUS,SHORTSPINE THORNYHEAD,S<c9>BASTOLOBE <c0> COURTES <c9>PINES,urn:lsid:marinespecies.org:taxname:282740,0.69,3
2012,72189,5,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,1.04,1
2012,72189,5,172868,607,EOPSETTA JORDANI,PETRALE SOLE,PLIE DE CALIFORNIE,urn:lsid:marinespecies.org:taxname:280690,0.92,1
2012,72189,5,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,1.82,NA
2012,72189,5,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,3.68,NA
2012,72189,5,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,7.02,NA
2012,72189,5,158140,6NA,HOLOTHUROIDEA,SEA CUCUMBERS,COCOMBRES DE MER,urn:lsid:marinespecies.org:taxname:123083,NA,1
2012,72189,5,82430,95E,BERRYTEUTHIS MAGISTER,SCHOOLMASTER GONATE SQUID,,urn:lsid:marinespecies.org:taxname:342286,1.26,NA
2012,72189,5,96995,SEE,PANDALOPSIS DISPAR,SIDESTRIPE SHRIMP,CREVETTE <c0> FLANCS RAY<c9>S,urn:lsid:marinespecies.org:taxname:246375,0.64,NA
2012,72189,5,97207,SIC,CRANGON ALASKENSIS,NORTHERN CRANGON,CREVETTE DES BAIES ALASKIENNES,urn:lsid:marinespecies.org:taxname:515542,NA,2
2012,72189,5,206947,VAB,PAGUROIDEA,PAGUROIDEA,,urn:lsid:marinespecies.org:taxname:106687,NA,1
2012,72189,5,98427,ZAD,CHIONOECETES,TANNER CRABS,,urn:lsid:marinespecies.org:taxname:106898,1.38,5
2012,72189,6,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,1.84,7
2012,72189,6,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,3.77,NA
2012,72189,6,551209,096,CLUPEA PALLASII,PACIFIC HERRING,HARENG DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:151159,0.49,6
2012,72189,6,164414,207,PORICHTHYS NOTATUS,PLAINFIN MIDSHIPMAN,PILOTIN TACHET<c9>,urn:lsid:marinespecies.org:taxname:275658,0.98,NA
2012,72189,6,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,9.32,NA
2012,72189,6,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,1.33,NA
2012,72189,6,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,0.26,NA
2012,72189,6,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,NA,1
2012,72189,6,166717,414,SEBASTES ELONGATUS,GREENSTRIPED ROCKFISH,S<c9>BASTE <c0> RAYURES VERTES,urn:lsid:marinespecies.org:taxname:274788,1.12,6
2012,72189,6,167265,497,DASYCOTTUS SETIGER,SPINYHEAD SCULPIN,CHABOT <c0> T<ca>TE <c9>PINEUSE,urn:lsid:marinespecies.org:taxname:280488,NA,3
2012,72189,6,156866,4GD,LUIDIA FOLIOLATA,SAND STAR,,urn:lsid:marinespecies.org:taxname:368114,0.31,NA
2012,72189,6,156940,4HC,CTENODISCUS CRISPATUS,MUD STAR,,urn:lsid:marinespecies.org:taxname:123915,0.09,3
2012,72189,6,167302,518,LEPTOCOTTUS ARMATUS,PACIFIC STAGHORN SCULPIN,CHABOT ARM<c9>,urn:lsid:marinespecies.org:taxname:254345,0.16,NA
2012,72189,6,167460,564,ODONTOPYXIS TRISPINOSA,PYGMY POACHER,AGONE PYGM<c9>E,urn:lsid:marinespecies.org:taxname:281836,NA,1
2012,72189,6,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,4.85,NA
2012,72189,6,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,2.45,NA
2012,72189,6,157891,6AB,ECHINACEA,SEA URCHINS,OURSINS,urn:lsid:marinespecies.org:taxname:149855,0.04,NA
2012,72189,6,82430,95E,BERRYTEUTHIS MAGISTER,SCHOOLMASTER GONATE SQUID,,urn:lsid:marinespecies.org:taxname:342286,0.32,NA
2012,72189,6,95600,SAB,DENDROBRANCHIATA,SHRIMP,,urn:lsid:marinespecies.org:taxname:106669,NA,7
2012,72189,6,96968,SCH,PANDALUS GONIURUS,PINK SHRIMP (FLEXED),CREVETTE BOSSUE,urn:lsid:marinespecies.org:taxname:254483,0.4,NA
2012,72189,6,96995,SEE,PANDALOPSIS DISPAR,SIDESTRIPE SHRIMP,CREVETTE <c0> FLANCS RAY<c9>S,urn:lsid:marinespecies.org:taxname:246375,4.91,NA
2012,72189,6,97207,SIC,CRANGON ALASKENSIS,NORTHERN CRANGON,CREVETTE DES BAIES ALASKIENNES,urn:lsid:marinespecies.org:taxname:515542,0.25,NA
2012,72189,6,98675,XKG,METACARCINUS MAGISTER,DUNGENESS CRAB,CRABE MA<ce>TRE,urn:lsid:marinespecies.org:taxname:440388,1.86,2
2012,72189,6,98429,ZAF,CHIONOECETES BAIRDI,INSHORE TANNER CRAB,CRABE DE BAIRD,urn:lsid:marinespecies.org:taxname:368558,1.16,NA
2012,72189,7,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,5.98,3
2012,72189,7,160848,056,BERINGRAJA BINOCULATA,BIG SKATE,RAIE BIOCELL<c9>E,urn:lsid:marinespecies.org:taxname:1021330,0.4,1
2012,72189,7,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,3.04,4
2012,72189,7,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,94.62,NA
2012,72189,7,551209,096,CLUPEA PALLASII,PACIFIC HERRING,HARENG DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:151159,4.15,NA
2012,72189,7,553173,103,ENGRAULIDAE,ANCHOVIES,ANCHOIS,urn:lsid:marinespecies.org:taxname:125465,0.01,1
2012,72189,7,161980,124,ONCORHYNCHUS TSHAWYTSCHA,CHINOOK SALMON,SAUMON CHINOOK,urn:lsid:marinespecies.org:taxname:158075,2.78,4
2012,72189,7,164414,207,PORICHTHYS NOTATUS,PLAINFIN MIDSHIPMAN,PILOTIN TACHET<c9>,urn:lsid:marinespecies.org:taxname:275658,67.51,NA
2012,72189,7,164711,222,GADUS MACROCEPHALUS,PACIFIC COD,MORUE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:254538,24.45,NA
2012,72189,7,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,1.3,1
2012,72189,7,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,0.83,2
2012,72189,7,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,6.46,NA
2012,72189,7,169739,304,CYMATOGASTER AGGREGATA,SHINER PERCH,PERCHE-M<c9>N<c9>,urn:lsid:marinespecies.org:taxname:280461,20.16,NA
2012,72189,7,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,NA,2
2012,72189,7,52413,3U2,BALTICINA SEPTENTRIONALIS,SEA WHIP,,urn:lsid:marinespecies.org:taxname:754314,0.38,NA
2012,72189,7,166717,414,SEBASTES ELONGATUS,GREENSTRIPED ROCKFISH,S<c9>BASTE <c0> RAYURES VERTES,urn:lsid:marinespecies.org:taxname:274788,0.41,1
2012,72189,7,78568,44D,ARMINA CALIFORNICA,CALIFORNIA ARMINA,,urn:lsid:marinespecies.org:taxname:558913,NA,1
2012,72189,7,167196,472,COTTIDAE,SCULPINS,CHABOTS,urn:lsid:marinespecies.org:taxname:125589,NA,1
2012,72189,7,167347,535,RADULINUS ASPRELLUS,SLIM SCULPIN,CHABOT <c9>LANC<c9>,urn:lsid:marinespecies.org:taxname:282541,0.01,2
2012,72189,7,172716,596,CITHARICHTHYS SORDIDUS,PACIFIC SANDDAB,LIMANDE SORDIDE,urn:lsid:marinespecies.org:taxname:275694,0.64,1
2012,72189,7,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,2.27,NA
2012,72189,7,172875,612,HIPPOGLOSSOIDES ELASSODON,FLATHEAD SOLE,PLIE <c0> T<ca>TE PLATE,urn:lsid:marinespecies.org:taxname:274289,0.3,1
2012,72189,7,172917,621,LEPIDOPSETTA BILINEATA,SOUTHERN ROCK SOLE,FAUSSE LIMANDE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:281305,2.19,7
2012,72189,7,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,58.85,NA
2012,72189,7,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,277.94,NA
2012,72189,7,82338,91G,ROSSIA PACIFICA,PACIFIC BOBTAIL SQUID,,urn:lsid:marinespecies.org:taxname:346432,NA,1
2012,72189,7,82371,92D,DORYTEUTHIS OPALESCENS,OPALESCENT INSHORE SQUID,,urn:lsid:marinespecies.org:taxname:574540,0.37,6
2012,72189,7,557220,98F,BENTHOCTOPUS LEIODERMA,SMOOTHSKIN OCTOPUS,,urn:lsid:marinespecies.org:taxname:535761,NA,1
2012,72189,7,96970,SDB,PANDALUS JORDANI,PINK SHRIMP (SMOOTH),CREVETTE OC<c9>ANIQUE,urn:lsid:marinespecies.org:taxname:515469,2.62,NA
2012,72189,7,97207,SIC,CRANGON ALASKENSIS,NORTHERN CRANGON,CREVETTE DES BAIES ALASKIENNES,urn:lsid:marinespecies.org:taxname:515542,0.23,NA
2012,72189,7,98427,ZAD,CHIONOECETES,TANNER CRABS,,urn:lsid:marinespecies.org:taxname:106898,0.23,2
2012,72189,8,159697,019,PETROMYZONTIDAE,LAMPREYS,LAMPROIES,urn:lsid:marinespecies.org:taxname:101163,NA,1
2012,72189,8,159988,038,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,0.48,2
2012,72189,8,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,51.96,NA
2012,72189,8,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,NA,NA
2012,72189,8,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,0.26,1
2012,72189,8,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,123.88,NA
2012,72189,8,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,26.52,NA
2012,72189,8,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,3.08,4
2012,72189,8,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,0.26,14
2012,72189,8,166716,412,SEBASTES DIPLOPROA,SPLITNOSE ROCKFISH,GUEULE-DE-LOUP,urn:lsid:marinespecies.org:taxname:274787,7.76,NA
2012,72189,8,167196,472,COTTIDAE,SCULPINS,CHABOTS,urn:lsid:marinespecies.org:taxname:125589,0.01,NA
2012,72189,8,156940,4HC,CTENODISCUS CRISPATUS,MUD STAR,,urn:lsid:marinespecies.org:taxname:123915,NA,2
2012,72189,8,157011,4JD,MEDIASTER AEQUALIS,VERMILLION STARFISH,,urn:lsid:marinespecies.org:taxname:242160,NA,1
2012,72189,8,167445,557,BATHYAGONUS NIGRIPINNIS,BLACKFIN POACHER,AST<c9>ROTH<c8>QUE <c0> NAGEOIRES NOIRES,urn:lsid:marinespecies.org:taxname:254505,0.28,NA
2012,72189,8,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,4.2,3
2012,72189,8,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,5.76,NA
2012,72189,8,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,1,2
2012,72189,8,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,3.94,7
2012,72189,8,82367,92A,TEUTHIDA,SQUIDS,,urn:lsid:marinespecies.org:taxname:11716,8.86,NA
2012,72189,8,557220,98F,BENTHOCTOPUS LEIODERMA,SMOOTHSKIN OCTOPUS,,urn:lsid:marinespecies.org:taxname:535761,0.06,1
2012,72189,8,96995,SEE,PANDALOPSIS DISPAR,SIDESTRIPE SHRIMP,CREVETTE <c0> FLANCS RAY<c9>S,urn:lsid:marinespecies.org:taxname:246375,1.1,NA
2012,72189,8,98427,ZAD,CHIONOECETES,TANNER CRABS,,urn:lsid:marinespecies.org:taxname:106898,0.38,1
2012,72189,9,159988,038,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,0.18,NA
2012,72189,9,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,177.56,NA
2012,72189,9,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,1.32,2
2012,72189,9,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,52.9,NA
2012,72189,9,164414,207,PORICHTHYS NOTATUS,PLAINFIN MIDSHIPMAN,PILOTIN TACHET<c9>,urn:lsid:marinespecies.org:taxname:275658,0.06,1
2012,72189,9,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,7.18,NA
2012,72189,9,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,5.2,NA
2012,72189,9,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,0.06,5
2012,72189,9,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,0.9,2
2012,72189,9,166716,412,SEBASTES DIPLOPROA,SPLITNOSE ROCKFISH,GUEULE-DE-LOUP,urn:lsid:marinespecies.org:taxname:274787,0.08,1
2012,72189,9,156940,4HC,CTENODISCUS CRISPATUS,MUD STAR,,urn:lsid:marinespecies.org:taxname:123915,0.12,9
2012,72189,9,167445,557,BATHYAGONUS NIGRIPINNIS,BLACKFIN POACHER,AST<c9>ROTH<c8>QUE <c0> NAGEOIRES NOIRES,urn:lsid:marinespecies.org:taxname:254505,0.12,3
2012,72189,9,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,0.14,3
2012,72189,9,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,3.7,NA
2012,72189,9,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,1.96,NA
