Survey.Year,Trip.identifier,Tow.number,Sample.identifier,Specimen.identifer,ITIS.TSN,Species.code,Scientific.name,English.common.name,French.common.name,LSID,Fork.length..mm.,Total.length..mm.,Standard.length..mm.,Second.dorsal.length..mm.,Sex,Weight..g.,Age.sample,Age,Genetics..DNA..sample
2012,72189,8,389132,12119280,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,250,NA,NA,2,94,YES,17,NO
2012,72189,8,389132,12119281,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,220,NA,NA,2,48,YES,7,NO
2012,72189,8,389132,12119282,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,240,NA,NA,2,84,YES,8,NO
2012,72189,8,389132,12119283,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,190,NA,NA,2,38,YES,11,NO
2012,72189,8,389132,12119284,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,215,NA,NA,1,56,YES,11,NO
2012,72189,8,389132,12119285,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,215,NA,NA,1,68,YES,13,NO
2012,72189,8,389132,12119286,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,245,NA,NA,2,108,YES,11,NO
2012,72189,8,389132,12119287,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,215,NA,NA,1,60,YES,20,NO
2012,72189,8,389132,12119288,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,220,NA,NA,1,58,YES,12,NO
2012,72189,8,389132,12119289,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,200,NA,NA,1,42,YES,14,NO
2012,72189,8,389132,12119290,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,165,NA,NA,2,24,NO,NA,NO
2012,72189,8,389132,12119291,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,180,NA,NA,2,36,YES,6,NO
2012,72189,8,389132,12119293,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,225,NA,NA,2,70,YES,12,NO
2012,72189,8,389132,12119294,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,240,NA,NA,2,88,YES,18,NO
2012,72189,8,389132,12119295,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,215,NA,NA,1,62,YES,16,NO
2012,72189,8,389132,12119296,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,205,NA,NA,1,50,YES,9,NO
2012,72189,8,389132,12119297,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,205,NA,NA,1,46,YES,13,NO
2012,72189,8,389132,12119298,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,235,NA,NA,2,96,YES,10,NO
2012,72189,8,389132,12119299,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,200,NA,NA,2,48,YES,NA,NO
2012,72189,8,389132,12119300,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,200,NA,NA,1,46,YES,NA,NO
2012,72189,8,389132,12119302,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,210,NA,NA,2,50,YES,NA,NO
2012,72189,8,389132,12119303,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,210,NA,NA,2,48,YES,NA,NO
2012,72189,8,389132,12119305,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,185,NA,NA,2,34,YES,NA,NO
2012,72189,8,389132,12119307,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,150,NA,NA,1,18,YES,NA,NO
2012,72189,8,389132,12119309,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,195,NA,NA,2,40,YES,NA,NO
2012,72189,8,389132,12119311,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,200,NA,NA,1,50,YES,NA,NO
2012,72189,8,389132,12119322,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,170,NA,NA,1,24,YES,NA,NO
2012,72189,8,389132,12119323,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,160,NA,NA,2,18,YES,NA,NO
2012,72189,8,389132,12119324,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,NA,90,NA,NA,3,4,YES,NA,NO
2012,72189,8,389126,12118738,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,NA,420,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389126,12118739,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,NA,280,NA,NA,1,NA,NO,NA,NO
2012,72189,8,389128,12118764,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,420,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389128,12118765,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,420,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389128,12118766,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,400,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389128,12118767,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,370,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389128,12118768,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,380,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389128,12118769,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,300,NA,NA,2,NA,NO,NA,NO
2012,72189,8,389128,12118770,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,NA,370,NA,NA,2,NA,NO,NA,NO
2012,72189,9,389136,12119333,159988,38,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,NA,370,NA,NA,2,NA,NO,NA,NO
2012,72189,9,389136,12119335,159988,38,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,NA,330,NA,NA,2,NA,NO,NA,NO
2012,72189,9,389136,12119336,159988,38,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,NA,310,NA,NA,2,NA,NO,NA,NO
2012,72189,9,389142,12119510,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,595,NA,NA,1,712,NO,NA,NO
2012,72189,9,389142,12119511,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,625,NA,NA,1,926,NO,NA,NO
2012,72189,9,389142,12119512,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,595,NA,NA,2,816,NO,NA,NO
2012,72189,9,389142,12119513,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,580,NA,NA,1,770,NO,NA,NO
2012,72189,9,389142,12119514,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,545,NA,NA,1,636,NO,NA,NO
2012,72189,9,389142,12119515,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,565,NA,NA,1,652,NO,NA,NO
2012,72189,9,389142,12119516,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,570,NA,NA,1,702,NO,NA,NO
2012,72189,9,389142,12119517,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,590,NA,NA,1,712,NO,NA,NO
2012,72189,9,389142,12119518,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,530,NA,NA,2,710,NO,NA,NO
2012,72189,9,389142,12119519,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,600,NA,NA,2,826,NO,NA,NO
2012,72189,9,389142,12119520,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,695,NA,NA,1,1230,NO,NA,NO
2012,72189,9,389142,12119521,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,580,NA,NA,1,624,NO,NA,NO
2012,72189,9,389142,12119522,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,730,NA,NA,1,1504,NO,NA,NO
2012,72189,9,389142,12119523,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,585,NA,NA,1,722,NO,NA,NO
2012,72189,9,389142,12119524,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,555,NA,NA,2,586,NO,NA,NO
2012,72189,9,389142,12119525,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,650,NA,NA,1,914,NO,NA,NO
2012,72189,9,389142,12119526,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,610,NA,NA,1,840,NO,NA,NO
2012,72189,9,389142,12119527,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,615,NA,NA,1,818,NO,NA,NO
2012,72189,9,389142,12119528,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,555,NA,NA,1,606,NO,NA,NO
2012,72189,9,389142,12119529,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,520,NA,NA,1,492,NO,NA,NO
2012,72189,9,389142,12119530,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,555,NA,NA,1,682,NO,NA,NO
2012,72189,9,389142,12119531,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,565,NA,NA,2,658,NO,NA,NO
2012,72189,9,389142,12119532,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,565,NA,NA,1,596,NO,NA,NO
2012,72189,9,389142,12119533,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,685,NA,NA,2,1182,NO,NA,NO
2012,72189,9,389142,12119534,160617,44,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,NA,630,NA,NA,1,908,NO,NA,NO
2012,72189,9,389138,12119338,160851,59,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,NA,530,NA,NA,1,782,NO,NA,NO
2012,72189,9,389138,12119340,160851,59,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,NA,510,NA,NA,1,654,NO,NA,NO
2012,72189,9,389135,12119425,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,410,2,822,NO,NA,NO
2012,72189,9,389135,12119426,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,305,1,334,NO,NA,NO
2012,72189,9,389135,12119427,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,340,1,410,NO,NA,NO
2012,72189,9,389135,12119428,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,435,2,956,NO,NA,NO
2012,72189,9,389135,12119429,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,335,2,400,NO,NA,NO
2012,72189,9,389135,12119430,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,430,2,910,NO,NA,NO
2012,72189,9,389135,12119431,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,430,2,802,NO,NA,NO
2012,72189,9,389135,12119432,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,410,2,856,NO,NA,NO
2012,72189,9,389135,12119433,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,355,2,536,NO,NA,NO
2012,72189,9,389135,12119434,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,405,2,642,NO,NA,NO
2012,72189,9,389135,12119435,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,340,1,474,NO,NA,NO
2012,72189,9,389135,12119436,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,375,2,530,NO,NA,NO
2012,72189,9,389135,12119437,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,320,1,376,NO,NA,NO
2012,72189,9,389135,12119438,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,265,2,200,NO,NA,NO
2012,72189,9,389135,12119439,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,305,1,348,NO,NA,NO
2012,72189,9,389135,12119440,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,330,2,404,NO,NA,NO
2012,72189,9,389135,12119441,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,360,2,492,NO,NA,NO
2012,72189,9,389135,12119442,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,335,1,390,NO,NA,NO
2012,72189,9,389135,12119443,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,315,2,312,NO,NA,NO
2012,72189,9,389135,12119444,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,325,2,404,NO,NA,NO
2012,72189,9,389135,12119445,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,340,1,450,NO,NA,NO
2012,72189,9,389135,12119446,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,320,1,368,NO,NA,NO
2012,72189,9,389135,12119447,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,315,1,342,NO,NA,NO
2012,72189,9,389135,12119448,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,335,1,366,NO,NA,NO
2012,72189,9,389135,12119449,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,320,2,364,NO,NA,NO
2012,72189,9,389141,12119460,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,365,NA,NA,NA,2,288,NO,NA,NO
2012,72189,9,389141,12119461,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,120,NO,NA,NO
2012,72189,9,389141,12119462,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,470,NA,NA,NA,2,614,NO,NA,NO
2012,72189,9,389141,12119463,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,445,NA,NA,NA,2,578,NO,NA,NO
2012,72189,9,389141,12119464,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,345,NA,NA,NA,2,254,NO,NA,NO
2012,72189,9,389141,12119465,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,260,NA,NA,NA,2,106,NO,NA,NO
2012,72189,9,389141,12119466,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,305,NA,NA,NA,2,166,NO,NA,NO
2012,72189,9,389141,12119467,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,290,NA,NA,NA,2,156,NO,NA,NO
2012,72189,9,389141,12119468,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,330,NA,NA,NA,2,184,NO,NA,NO
2012,72189,9,389141,12119469,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,300,NA,NA,NA,1,158,NO,NA,NO
2012,72189,9,389141,12119470,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,260,NA,NA,NA,2,102,NO,NA,NO
2012,72189,9,389141,12119471,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,2,82,NO,NA,NO
2012,72189,9,389141,12119472,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,1,94,NO,NA,NO
2012,72189,9,389141,12119473,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,1,98,NO,NA,NO
2012,72189,9,389141,12119474,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,270,NA,NA,NA,1,116,NO,NA,NO
2012,72189,9,389141,12119475,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,235,NA,NA,NA,1,70,NO,NA,NO
2012,72189,9,389141,12119476,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,1,108,NO,NA,NO
2012,72189,9,389141,12119477,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,102,NO,NA,NO
2012,72189,9,389141,12119478,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,122,NO,NA,NO
2012,72189,9,389141,12119479,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,130,NO,NA,NO
2012,72189,9,389141,12119480,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,235,NA,NA,NA,2,78,NO,NA,NO
2012,72189,9,389141,12119481,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,345,NA,NA,NA,2,220,NO,NA,NO
2012,72189,9,389141,12119482,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,295,NA,NA,NA,2,156,NO,NA,NO
2012,72189,9,389141,12119483,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,90,NO,NA,NO
2012,72189,9,389141,12119484,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,280,NA,NA,NA,1,122,NO,NA,NO
2012,72189,9,389141,12119485,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,2,82,NO,NA,NO
2012,72189,9,389141,12119486,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,110,NO,NA,NO
2012,72189,9,389141,12119487,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,305,NA,NA,NA,2,162,NO,NA,NO
2012,72189,9,389141,12119488,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,305,NA,NA,NA,2,176,NO,NA,NO
2012,72189,9,389141,12119489,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,2,82,NO,NA,NO
2012,72189,9,389141,12119490,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,108,NO,NA,NO
