MISSION,SETNO,SPEC,TOTWGT,TOTNO
NED1997254,75,43,2.64,3
NED1998773,75,43,3,1
NED2003002,75,43,0.98,7
NED2009841,75,43,2.55,4
NED2012002,75,43,0.568,1
NED2014002,75,43,8.56,9
NED2019002,75,43,1.362,2
TEM2007685,75,43,0.55,16
NED1984025,76,43,4,16
NED1995216,76,43,1,2
NED1996237,76,43,0.92,3
NED1997254,76,43,0.52,1
NED1998773,76,43,2.02,1
NED1999871,76,43,1.1,1
NED2002002,76,43,2.05,1
NED2003002,76,43,1.28,2
NED2005001,76,43,2.18,1
NED2012002,76,43,1.236,1
NED1984025,77,43,2,3
NED1996237,77,43,0.42,2
NED1997254,77,43,0.3,1
NED1998773,77,43,1.2,1
NED1999871,77,43,0.46,2
NED1984025,78,43,2,6
NED1988097,78,43,4,5
NED1989116,78,43,1,3
NED1990133,78,43,0,1
NED1992165,78,43,5,11
NED1997254,78,43,10.63,19
NED1998773,78,43,8.2,16
NED2000965,78,43,0.78,1
NED2001003,78,43,5.27,19
NED2002002,78,43,1.55,3
NED2012002,78,43,0.952,1
TEM2004004,78,43,3.35,3
TEM2008775,78,43,1.35,7
NED1984025,79,43,1,2
NED1997254,79,43,0.19,3
NED1998773,79,43,11.1,27
NED1999871,79,43,3.52,13
NED2000965,79,43,1.96,1
NED2005001,79,43,0.96,1
TEM2004004,79,43,3.5,5
TEM2008775,79,43,2.1,7
NED1984025,80,43,30,49
NED1988097,80,43,0,1
NED1989116,80,43,0,1
NED1992165,80,43,1,1
NED1998773,80,43,4.4,9
NED2000965,80,43,1.67,1
NED2011002,80,43,1.4,1
NED2012002,80,43,1.804,1
TEM2004004,80,43,0.8,1
TEM2008775,80,43,32.05,85
NED1984025,81,43,31,52
NED1998773,81,43,0.27,1
NED2000965,81,43,4.21,6
NED2012002,81,43,2.06,2
NED2013002,81,43,0.366,2
TEM2004004,81,43,2.7,2
TEM2008775,81,43,17.15,50
NED1984025,82,43,7,11
NED1995216,82,43,0,1
NED1997254,82,43,10.08,17
NED2000965,82,43,9.99,19
TEM2008775,82,43,7.75,31
NED1984025,83,43,3,4
NED1992165,83,43,5,6
NED1995216,83,43,3,5
NED1996237,83,43,0.24,1
NED1997254,83,43,14.5,23
NED2000965,83,43,5.98,13
TEM2008775,83,43,4,11
NED1984025,84,43,22,32
NED1990133,84,43,0,1
NED1992165,84,43,1,1
NED1999871,84,43,0.89,3
NED2000965,84,43,8.65,12
NED2005001,84,43,4.45,14
TEM2008775,84,43,13.05,13
NED1984025,85,43,3,4
NED1991148,85,43,1,3
NED1992165,85,43,26,53
NED1995216,85,43,12,37
NED1996237,85,43,1.34,6
NED1999871,85,43,0.46,3
NED2002002,85,43,4.28,3
NED2005001,85,43,5.56,11
TEM2008775,85,43,11.6,10
NED1984025,86,43,1,2
NED1989116,86,43,1,3
NED1992165,86,43,44,65
NED1995216,86,43,11,45
NED1996237,86,43,4.63,19
NED1998773,86,43,6.06,7
NED2000965,86,43,10.51,19
NED2005001,86,43,1.66,1
NED2013002,86,43,0.986,2
TEL2006614,86,43,3.2,4
TEM2008775,86,43,0.08,1
NED1984025,87,43,30,39
NED1989116,87,43,1,2
NED1991148,87,43,0,1
NED1995216,87,43,11,61
NED1996237,87,43,7.69,48
NED2000965,87,43,2.15,5
NED2013002,87,43,1.33,3
TEL2006614,87,43,2.15,3
TEL2016002,87,43,0.714,1
NED1984025,88,43,29,54
NED1991148,88,43,1,1
NED1995216,88,43,1,5
NED1997254,88,43,8.16,16
NED1998773,88,43,1.13,2
NED2000965,88,43,2.76,7
NED2005001,88,43,7.41,4
TEL2006614,88,43,1.25,1
TEM2008775,88,43,2.5,1
NED1989116,89,43,1,1
NED1991148,89,43,3,5
NED1992165,89,43,11,10
NED1995216,89,43,1,2
NED1996237,89,43,6.45,30
NED1998773,89,43,1.9,3
NED2000965,89,43,4.06,9
TEL2006614,89,43,1.8,2
TEM2007685,89,43,0.395,1
NED1984025,90,43,1,1
NED1989116,90,43,5,5
NED1991148,90,43,5,8
NED1992165,90,43,3,4
NED1996237,90,43,0.72,3
TEL2005545,90,43,3.75,3
NED1984025,91,43,1,1
NED1998773,91,43,1.25,2
NED2002002,91,43,2.39,1
NED2011002,91,43,0.018,2
TEL2005545,91,43,2.35,1
NED1990133,92,43,1,3
NED2002002,92,43,0.425,1
TEL2005545,92,43,2,3
TEM2007685,92,43,0.495,1
TEM2008775,92,43,1.25,1
NED1988097,93,43,6,4
NED1989116,93,43,36,71
NED1990133,93,43,1,4
NED1991148,93,43,2,3
NED1996237,93,43,0.59,1
NED2002002,93,43,3.76,6
NED2011002,93,43,1.146,1
TEL2005545,93,43,0.9,2
TEM2007685,93,43,2.65,16
NED1989116,94,43,18,33
NED1990133,94,43,1,3
NED2003002,94,43,1.82,9
NED1988097,95,43,8,7
NED1989116,95,43,6,8
NED1990133,95,43,1,2
NED1991148,95,43,2,2
NED2003002,95,43,1.33,1
TEL2005545,95,43,1,1
TEM2008775,95,43,3.12,3
NED1988097,96,43,23,43
NED1989116,96,43,5,9
NED1990133,96,43,2,3
NED1997254,96,43,1.8,2
NED1998773,96,43,1.41,1
NED2003002,96,43,0.78,1
TEL2006614,96,43,3.29,5
TEM2008775,96,43,1.5,1
NED1989116,97,43,0,1
NED1991148,97,43,2,3
NED2003002,97,43,35,18
TEM2008775,97,43,1.665,1
NED1998773,98,43,1.2,1
NED2011002,98,43,1.24,3
TEL2005545,98,43,0.7,2
TEL2006614,98,43,1.1,1
NED1991148,99,43,1,1
NED1998773,99,43,5.93,5
NED2000965,99,43,25.69,14
NED2011002,99,43,0.384,1
TEL2005545,99,43,1.2,1
TEM2008775,99,43,1.02,2
NED1990133,100,43,1,3
NED2000965,100,43,3.54,1
NED2011002,100,43,5.81,9
TEL2005545,100,43,3.25,3
NED2011002,101,43,3.09,6
NED1990133,103,43,2,3
NED2000965,103,43,17.38,10
NED2011002,105,43,1.24,4
NED2011002,106,43,0.454,1
NED1991148,107,43,14,26
NED1988097,109,43,31,70
NED2012002,109,43,0.76,2
NED1988097,110,43,60,88
NED1988097,111,43,5,3
NED1989116,111,43,1,3
NED1988097,112,43,8,16
NED1988097,113,43,7,16
NED1988097,114,43,9,18
NED1988097,115,43,2,2
NED1989116,115,43,5,9
NED1989116,116,43,25,72
NED2012002,116,43,0.322,1
NED1988097,117,43,0,1
NED1989116,117,43,19,37
NED1990133,117,43,1,1
NED2012002,117,43,0.858,2
NED1989116,118,43,14,13
NED1988097,119,43,2,1
NED2012002,119,43,8.34,24
NED1988097,120,43,1,1
NED1989116,120,43,17,22
NED1991148,120,43,14,30
NED2012002,120,43,7.91,17
NED1988097,121,43,1,1
NED1989116,121,43,10,9
NED1988097,122,43,7,4
NED1989116,122,43,2,2
NED1991148,122,43,1,1
NED2012002,122,43,16.74,32
NED1990133,123,43,2,6
NED1991148,123,43,1,2
NED2012002,123,43,3.39,7
NED1990133,124,43,22,22
NED1988097,126,43,3,2
NED1988097,127,43,2,2
NED1991148,128,43,2,4
NED1988097,130,43,6,4
NED1991148,130,43,1,1
NED1988097,132,43,3,3
NED1991148,132,43,2,1
NED1988097,133,43,12,12
NED1988097,134,43,3,2
NED1988097,138,43,2,2
NED1988097,139,43,1,1
NED1991148,141,43,1,1
HAM1980034,1,44,0,2
HAM1982071,1,44,0,4
HAM1983095,1,44,0,1
NED2014101,1,44,0.006,1
TEM2007685,1,44,0.015,4
HAM1980034,2,44,0,1
HAM1983095,2,44,0,1
NED2014101,2,44,0.005,1
NED2017102,2,44,0.017,7
NED2017102,3,44,0.106,6
TEL2016003,3,44,0.002,1
TEL2020002,3,44,0.003,1
NED2019102,5,44,0.017,3
NED2019102,6,44,0.006,1
TEL2017002,6,44,0.004,2
TEL2020102,6,44,0.0135,3
NED2019102,7,44,0.04,4
TEL2017002,7,44,0.075,9
HAM1982071,8,44,0,3
HAM1980034,9,44,0,3
HAM1981049,9,44,0,2
NED2000965,9,44,0.05,1
TEL2016003,9,44,0.016,1
NED1984024,10,44,0,1
TEL2020002,10,44,0.024,1
NED1984025,11,44,0,2
NED2014101,11,44,0.005,1
NED2017002,11,44,0.008,4
TEL2020002,11,44,0.0035,4
HAM1983095,12,44,0,2
NED2017002,12,44,0.019,1
TEL2020002,12,44,0.0105,9
HAM1983095,13,44,0,12
TEL2020002,13,44,0.035,4
NED1988097,14,44,0,1
NED2019002,14,44,0.002,1
TEL2016002,14,44,0.07,4
TEL2016003,14,44,0.027,1
TEL2020002,14,44,0.025,1
HAM1983095,15,44,0,4
TEL2016002,15,44,0.022,1
TEL2017002,15,44,0.058,42
TEL2020002,15,44,0.041,10
NED2019102,16,44,0.013,1
TEL2016002,16,44,0.16,15
TEL2017002,16,44,0.008,5
TEL2020002,16,44,0.131,14
TEM2007685,16,44,0.034,1
NED1986059,17,44,0,14
TEL2016002,17,44,0.069,5
TEL2017002,17,44,0.049,1
HAM1981049,18,44,0,2
NED1986059,19,44,0,3
NED1997254,19,44,0,1
NED1999871,19,44,0.025,3
NED2019102,19,44,0.022,1
TEL2016003,19,44,0.064,2
NED1986059,20,44,0,14
TEL2016003,20,44,0.042,3
TEL2020102,20,44,0.021,1
HAM1981049,21,44,0,2
NED1988097,21,44,0,1
NED2019102,21,44,0.037,2
NED1990133,22,44,0,1
NED1997254,22,44,0,2
TEM2008775,23,44,0.005,1
NED1986059,24,44,0,3
NED2015002,24,44,0.001,1
NED2012002,25,44,0.031,1
NED2019002,25,44,0.004,3
NED1986059,26,44,0,2
NED2013002,26,44,0.026,2
NED2019002,26,44,0.004,1
HAM1980033,27,44,0,2
HAM1981049,27,44,0,1
NED1986059,28,44,0,38
NED1989116,29,44,1,1
NED2012002,29,44,0.056,19
HAM1983094,30,44,0,2
NED1987077,30,44,0,3
NED1990133,30,44,0,1
NED2012002,30,44,0.026,10
HAM1981049,31,44,0,1
HAM1982071,31,44,0,3
NED1996237,31,44,0,1
NED2012002,31,44,0.149,40
NED2012002,32,44,0.191,41
NED2015002,32,44,0.019,1
TEM2007685,32,44,0.02,1
NED1986059,33,44,0,1
NED1987077,33,44,0,1
NED1997254,33,44,0.02,3
NED2012002,33,44,0.386,42
TEM2007685,33,44,0.058,4
NED2012002,34,44,0.002,1
NED2013002,34,44,0.029,1
NED1987077,35,44,0,2
NED1997254,35,44,0.01,1
NED2006001,35,44,0.022,1
NED1987077,36,44,0,2
NED1991148,36,44,0,4
NED1986059,37,44,0,3
NED1987077,37,44,0,5
NED1988097,37,44,0,1
NED1986059,38,44,0,11
NED1987077,38,44,0,1
NED1995216,38,44,0,1
NED2001003,38,44,0.055,4
HAM1983095,39,44,0,2
NED1984024,39,44,0,5
NED1986059,39,44,0,1
NED1989116,39,44,0,1
NED2001003,39,44,0.6,3
NED1988097,40,44,0,1
NED2014101,40,44,0.05,2
NED1989116,41,44,0,1
NED1994200,41,44,0,6
NED2014101,41,44,0.028,3
NED1988097,42,44,0,8
NED1994200,42,44,0,1
NED1996237,42,44,0.03,1
HAM1980033,43,44,0,3
NED1988097,43,44,0,11
NED1991148,43,44,0,1
NED1994200,43,44,0,2
NED1996237,43,44,0.08,3
NED2002002,43,44,0.03,1
HAM1980033,44,44,0,2
NED1995216,44,44,0,4
NED1998773,44,44,0.025,1
NED2014002,44,44,0.162,7
NED1992165,45,44,0,9
NED1994200,45,44,0,1
NED1995216,45,44,0,2
NED1999871,45,44,0.105,3
HAM1980033,46,44,0,1
NED1991148,46,44,0,1
NED1995216,46,44,0,1
NED1997254,46,44,0.03,2
NED1998773,46,44,0.055,2
NED2009841,46,44,0.006,2
NED1991148,47,44,0,4
NED1992165,47,44,0,1
NED1995216,47,44,0,7
NED1997254,47,44,0.05,1
HAM1980033,48,44,0,2
NED1998773,48,44,0.001,2
NED1999871,48,44,0.07,5
NED2013002,48,44,0.002,1
NED2014101,48,44,0.009,1
NED1988097,51,44,0,1
TEM2004004,51,44,0.03,2
NED1989116,52,44,1,1
NED2014002,52,44,0.406,18
TEM2004004,52,44,0.054,2
TEM2007685,52,44,0.046,4
NED1989116,53,44,0,2
TEM2007685,53,44,0.025,1
HAM1982071,54,44,0,4
NED2014101,54,44,0.008,1
TEM2008775,54,44,0.024,1
NED1988097,55,44,0,4
NED1989116,55,44,0,1
NED1999871,55,44,0.32,7
TEL2020002,55,44,0.027,1
TEM2008775,55,44,0.09,3
NED1988097,56,44,0,6
TEL2005545,56,44,0.14,17
HAM1982071,57,44,0,1
NED1988097,57,44,0,6
NED1989116,57,44,0,6
NED1990133,57,44,0,3
NED1995216,57,44,0,2
NED1999871,57,44,0.44,12
TEL2005545,57,44,0.33,22
TEM2008775,57,44,0.022,1
NED1988097,58,44,0,10
NED1988097,59,44,0,2
NED1989116,59,44,1,1
NED1991148,59,44,0,1
NED1998773,59,44,0.09,4
NED1999871,59,44,0.67,31
NED2001003,59,44,0.04,1
NED2003002,59,44,0.018,1
NED1988097,60,44,0,11
NED1998773,60,44,0.135,5
NED1999871,60,44,0.26,11
NED2002002,60,44,0.035,1
NED1988097,61,44,0,1
TEL2020002,61,44,0.009,8
NED1988097,62,44,0,3
NED1996237,62,44,0.04,3
NED1998773,62,44,0.044,2
TEL2020002,62,44,0.0165,2
TEM2007685,62,44,0.003,2
HAM1982072,63,44,0,1
NED1988097,63,44,0,2
NED1995216,63,44,0,1
TEL2020002,63,44,0.0015,1
TEM2007685,63,44,0.036,2
NED1988097,64,44,0,4
NED1991148,64,44,0,8
NED1996237,64,44,0.07,7
NED1999871,64,44,0.05,3
NED2001003,64,44,0.05,5
NED2002002,64,44,0.305,15
TEM2007685,64,44,0.046,2
NED1991148,65,44,1,46
NED2001003,65,44,0.012,2
NED2003002,65,44,0.02,1
NED1999871,66,44,0.002,1
HAM1979014,67,44,0,1
NED1987077,67,44,0,4
NED1997254,67,44,0.02,1
NED1999871,67,44,0.085,5
NED2001003,67,44,0.025,1
NED2006001,67,44,0.01,1
TEL2005545,67,44,0.02,1
HAM1979014,68,44,0,20
NED1989116,68,44,0,1
NED1992165,68,44,1,35
NED1997254,68,44,0.02,1
NED1999871,68,44,0.435,31
TEL2016003,68,44,0.019,1
NED1997254,69,44,0.39,41
NED1998773,69,44,0.26,20
NED1999871,69,44,0.095,11
NED1986059,70,44,0,4
NED1992165,70,44,0,1
NED1997254,70,44,0.11,21
NED1999871,70,44,0.01,1
NED2013002,70,44,0.03,2
NED1986059,71,44,0,1
NED1997254,71,44,0.02,3
NED2013002,71,44,0.046,19
NED1989116,72,44,0,1
NED1997254,72,44,0.01,2
NED2003002,72,44,0.1,2
TEL2016002,72,44,0.031,21
HAM1979014,73,44,0,4
NED1989116,73,44,0,1
NED2003002,73,44,0.065,4
NED2006001,73,44,0.01,4
TEL2016002,73,44,0.046,42
HAM1981048,74,44,0,1
NED1989116,74,44,0,47
NED2002002,74,44,0.02,4
TEL2016002,74,44,0.055,40
NED1989116,75,44,0,13
NED1990133,75,44,0,1
NED1995216,75,44,0,1
NED1989116,76,44,0,4
NED1991148,76,44,0,2
NED1999871,76,44,0.002,1
NED2006001,76,44,0.064,33
NED2011002,76,44,0.029,1
NED2013002,76,44,0.015,10
HAM1983095,77,44,0,1
NED1991148,77,44,0,2
NED2013002,77,44,0.01,4
HAM1983095,78,44,0,1
NED1989116,78,44,0,2
NED1990133,78,44,0,1
NED1991148,78,44,0,2
NED1995216,78,44,0,1
NED2019002,78,44,0.003,1
NED1989116,79,44,0,1
NED1990133,79,44,0,3
NED1990133,80,44,0,1
NED2011002,80,44,0.212,14
NED2013002,80,44,0.002,2
NED2019102,80,44,0.022,2
NED1990133,81,44,0,13
NED1991148,81,44,0,4
NED1996237,81,44,0.02,1
NED2011002,81,44,0.405,21
NED2019102,81,44,0.186,13
NED1991148,82,44,0,2
NED2019102,82,44,0.001,1
TEL2016002,82,44,0.112,3
TEM2004004,82,44,0.012,1
NED1991148,83,44,0,1
TEM2007685,83,44,0.084,55
NED2012002,84,44,0.03,1
NED1990133,85,44,0,1
NED1990133,86,44,0,1
NED2019102,86,44,0.029,2
NED2019102,87,44,0.154,7
NED2019102,88,44,0.245,13
TEL2016002,88,44,0.019,1
NED2019102,89,44,0.19,13
TEM2007685,89,44,0.016,1
NED1990133,90,44,2,14
NED1996237,90,44,0.02,1
NED2019002,90,44,0.021,2
NED2019102,90,44,0.084,9
NED1990133,91,44,0,3
NED2019002,91,44,0.143,16
NED2019102,91,44,0.054,4
NED2019002,92,44,0.033,4
TEM2007685,92,44,0.018,2
NED2000965,96,44,0.05,1
NED1990133,102,44,0,3
NED1991148,113,44,0,1
NED1991148,138,44,0,2
NED1998773,72,49,0.005,1
NED1998773,74,49,0,1
HAM1982072,1,50,1,1
NED1988097,1,50,7,1
HAM1980033,2,50,1,1
HAM1981048,2,50,2,1
HAM1981049,2,50,1,1
NED1988097,2,50,7,1
NED1992165,2,50,13,3
NED1994200,2,50,4,1
NED1995216,2,50,10,3
NED1996237,2,50,12.15,3
NED2005001,2,50,0.005,1
NED2009841,2,50,2.43,1
TEM1993134,2,50,9,1
TEM2007685,2,50,0.004,1
HAM1979013,3,50,3,1
HAM1980034,3,50,15,6
NED1986059,3,50,9,1
NED1988097,3,50,5,1
NED1996237,3,50,36.9,18
NED1997254,3,50,2.11,1
NED1998773,3,50,20.7,5
TEL2016003,3,50,2.24,2
HAM1979013,4,50,4,1
HAM1983094,4,50,3,1
NED1990133,4,50,5,1
NED1991148,4,50,15,2
NED1992165,4,50,5,7
NED1998773,4,50,6.71,3
NED2005001,4,50,17.82,2
NED2012002,4,50,0.196,1
TEL2016003,4,50,0.103,2
TEM2008775,4,50,0.005,1
NED1984025,5,50,3,3
NED1990133,5,50,8,1
NED1991148,5,50,14,4
NED1992165,5,50,13,3
NED1997254,5,50,73.04,8
NED1999871,5,50,47.67,7
NED2002002,5,50,19.28,3
NED2014002,5,50,2.632,1
TEM1993134,5,50,10,1
HAM1981049,6,50,5,1
HAM1982072,6,50,4,1
HAM1983095,6,50,4,1
NED1984025,6,50,14,4
NED1986059,6,50,6,1
NED1990133,6,50,14,1
NED1991148,6,50,8,1
NED1994200,6,50,11,1
NED1998773,6,50,9.55,4
NED2001003,6,50,5.44,1
NED2002002,6,50,23.05,4
NED2014101,6,50,0.332,4
TEM1993134,6,50,20,4
HAM1980033,7,50,1,1
HAM1981049,7,50,4,1
NED1984025,7,50,4,1
NED1988097,7,50,9,5
NED1989116,7,50,27,2
NED1990133,7,50,61,5
NED1997254,7,50,14.02,3
NED2001003,7,50,4.45,1
NED2014002,7,50,1.78,1
TEL2020102,7,50,0.265,1
NED1984025,8,50,4,1
NED1985041,8,50,6,1
NED1988097,8,50,1,1
NED2011002,8,50,1.62,1
NED2014101,8,50,0.199,2
HAM1979013,9,50,5,1
HAM1981049,9,50,9,1
NED1994200,9,50,28,2
NED1995217,9,50,0,4
NED1999871,9,50,14.63,2
NED2002002,9,50,19.57,3
NED2017002,9,50,0.944,1
HAM1979013,10,50,7,1
HAM1980034,10,50,4,1
NED1988097,10,50,0,3
NED1989116,10,50,3,1
NED1996237,10,50,12.83,2
NED2003002,10,50,44.79,6
NED2006001,10,50,7.49,1
TEM2007685,10,50,3.35,0
HAM1979014,11,50,2,1
HAM1980033,11,50,0,1
NED1984024,11,50,1,3
NED1988097,11,50,1,4
NED1989116,11,50,1,2
NED1992165,11,50,9,1
NED1999871,11,50,7.88,1
NED2002002,11,50,10.48,1
NED2014101,11,50,0.015,1
TEL2016003,11,50,0.352,1
HAM1979014,12,50,6,4
HAM1982072,12,50,13,5
NED1988097,12,50,24,2
NED1989116,12,50,4,1
NED1994200,12,50,15,1
TEL2016003,12,50,0.058,3
TEM1993134,12,50,5,1
HAM1980034,13,50,13,3
NED1984025,13,50,10,4
NED1989116,13,50,3,1
NED1995216,13,50,3,1
NED1998773,13,50,8.4,1
NED2005001,13,50,7.42,1
TEL2016003,13,50,0.504,1
HAM1980033,15,50,4,1
HAM1981048,15,50,0,1
NED1984025,15,50,3,1
NED1989116,15,50,12,1
HAM1979013,16,50,5,1
HAM1980033,16,50,2,1
HAM1982072,16,50,10,1
TEL2005545,16,50,45.6,5
TEM2004004,16,50,17.3,5
HAM1981048,17,50,11,14
HAM1980033,18,50,22,3
HAM1979014,19,50,4,1
HAM1980033,19,50,7,2
NED1984025,19,50,31,5
NED1996237,19,50,2.27,1
HAM1980033,20,50,21,11
HAM1981048,20,50,4,4
HAM1982071,20,50,0,1
HAM1980033,21,50,1,1
NED1984025,21,50,8,1
TEL2016003,21,50,0.338,1
HAM1980033,22,50,6,7
HAM1981048,22,50,1,1
HAM1982072,22,50,7,1
HAM1983095,22,50,29,13
NED1994200,22,50,5,1
TEL2016003,22,50,1.286,1
HAM1980033,23,50,3,5
HAM1981048,23,50,25,17
HAM1982072,23,50,8,1
HAM1983095,23,50,45,13
NED1985041,23,50,12,3
NED1991148,23,50,17,2
HAM1980033,24,50,18,10
HAM1980034,24,50,20,4
HAM1981048,24,50,21,13
HAM1981049,24,50,8,2
HAM1983095,24,50,12,8
NED1991148,24,50,4,1
TEM1993134,24,50,16,1
HAM1980033,25,50,5,2
HAM1982071,25,50,0,1
HAM1983095,25,50,6,5
NED1984024,25,50,2,1
NED1985041,25,50,21,4
NED2019102,25,50,1.912,1
HAM1979014,26,50,3,1
HAM1981049,26,50,5,1
HAM1983095,26,50,4,2
HAM1979014,27,50,11,2
HAM1981048,27,50,4,1
HAM1980034,28,50,8,2
HAM1981048,28,50,6,1
NED1991148,28,50,5,1
NED1992165,28,50,0,1
HAM1980034,29,50,10,2
HAM1981049,29,50,1,2
NED1985041,29,50,8,2
HAM1979014,30,50,7,5
HAM1981049,30,50,9,9
TEL2020002,30,50,2.12,1
HAM1979014,31,50,3,1
HAM1980034,31,50,25,18
NED1985041,31,50,1,1
HAM1979014,32,50,3,3
HAM1980034,32,50,5,2
NED1991148,32,50,2,2
NED2000965,32,50,10.04,1
NED2014101,32,50,3.71,1
HAM1981049,33,50,4,1
HAM1982071,33,50,20,7
HAM1983095,33,50,11,3
NED1985041,33,50,9,2
NED1991148,33,50,1,6
HAM1980034,34,50,5,1
HAM1981049,34,50,78,17
HAM1982071,34,50,6,2
HAM1983095,34,50,8,2
HAM1983095,35,50,2,1
NED1985041,35,50,1,1
NED1991148,35,50,1,1
HAM1980034,36,50,49,6
HAM1982071,36,50,5,1
HAM1983095,36,50,13,5
HAM1979013,37,50,10,2
HAM1982071,37,50,9,3
HAM1983095,37,50,39,6
NED1989116,37,50,16,1
NED1992165,37,50,6,3
HAM1980034,38,50,3,1
HAM1981049,38,50,5,1
HAM1983095,38,50,11,2
HAM1979013,39,50,10,3
HAM1981049,39,50,1,7
HAM1979013,40,50,16,2
HAM1981048,40,50,7,1
HAM1981049,40,50,37,9
HAM1979013,41,50,5,3
HAM1980033,41,50,1,1
HAM1981049,41,50,10,2
NED1984024,41,50,3,1
NED1986059,41,50,9,2
HAM1979013,42,50,70,12
HAM1982071,42,50,4,1
HAM1983094,42,50,3,1
HAM1979013,43,50,5,1
HAM1981048,43,50,0,1
HAM1982071,43,50,4,1
TEM1993134,43,50,6,1
HAM1979013,44,50,7,1
HAM1980034,44,50,5,1
HAM1982071,44,50,3,1
HAM1983094,44,50,3,1
HAM1981049,45,50,3,1
NED1987077,45,50,17,1
HAM1982071,46,50,18,7
HAM1983095,46,50,6,1
HAM1982072,47,50,2,1
HAM1982072,48,50,5,1
NED1987077,48,50,14,1
HAM1980034,49,50,8,1
HAM1982072,49,50,4,1
HAM1983094,49,50,0,1
NED1984024,49,50,2,1
NED1987077,49,50,33,2
HAM1982072,50,50,11,1
NED1987077,50,50,28,2
HAM1981048,51,50,1,8
HAM1983094,51,50,1,1
HAM1983095,51,50,27,6
NED2014101,51,50,0.252,3
NED1987077,52,50,6,1
HAM1982072,53,50,18,9
HAM1983094,53,50,0,1
HAM1983095,53,50,2,1
NED1984024,53,50,2,1
NED1986059,53,50,1,1
NED1987077,53,50,5,1
NED2014101,53,50,0.322,2
VEN2018002,53,50,1.68,1
HAM1979014,54,50,14,1
HAM1983095,54,50,26,4
TEL2016002,54,50,0.157,1
HAM1980034,55,50,8,1
HAM1982071,55,50,33,3
HAM1982072,55,50,1,2
HAM1983095,55,50,11,2
HAM1982072,56,50,3,1
HAM1983094,56,50,3,1
NED1984024,56,50,0,1
NED1987077,56,50,8,3
TEM1993134,56,50,1,1
HAM1983094,57,50,8,1
HAM1980034,58,50,0,2
HAM1983094,58,50,9,2
HAM1980034,59,50,24,4
HAM1982072,59,50,2,1
HAM1983094,59,50,2,1
NED1984024,59,50,3,4
NED1986059,59,50,0,2
HAM1983094,60,50,3,1
HAM1982071,61,50,4,1
HAM1982072,61,50,9,20
HAM1983094,61,50,2,1
HAM1983095,61,50,7,1
HAM1983094,62,50,6,2
HAM1983095,62,50,11,1
HAM1983094,63,50,6,1
TEL2016003,63,50,3.41,1
HAM1983094,64,50,0,2
NED1984024,64,50,4,2
NED1984024,65,50,39,9
NED1987077,65,50,135,10
HAM1982072,66,50,4,1
HAM1983095,66,50,11,1
HAM1979014,67,50,61,10
HAM1982072,67,50,3,1
HAM1983095,67,50,5,1
HAM1982072,68,50,5,1
HAM1979014,69,50,12,1
HAM1982072,69,50,3,1
NED1996237,69,50,0.27,1
HAM1982072,70,50,11,18
HAM1979014,71,50,9,2
HAM1982072,71,50,1,1
HAM1983095,72,50,6,1
HAM1983095,73,50,32,8
NED1984024,73,50,12,5
NED1984025,74,50,8,1
NED1995216,74,50,3,2
NED1984025,75,50,1,1
NED1986059,75,50,39,4
TEM2004004,75,50,8.5,1
NED1984024,76,50,4,7
NED1995216,76,50,2,1
NED1984024,77,50,1,2
NED1986059,77,50,2,1
NED1995216,77,50,0,1
NED1998773,77,50,2.09,1
NED1984024,78,50,4,2
NED1986059,78,50,4,1
NED1988097,78,50,3,1
NED2019102,78,50,0.135,1
NED2019102,79,50,1.188,5
NED1988097,80,50,4,1
NED1998773,81,50,0.81,1
NED1988097,82,50,20,2
NED2002002,82,50,4.07,1
NED2003002,84,50,6.73,1
NED1984025,85,50,16,2
NED1988097,86,50,3,1
NED1992165,86,50,14,2
NED1984025,88,50,5,1
NED1988097,89,50,0,1
NED1992165,91,50,3,1
NED1988097,92,50,18,1
NED2000965,92,50,0.02,1
NED1989116,93,50,14,1
NED1989116,94,50,13,1
NED1989116,96,50,17,1
NED2012002,96,50,0.066,1
NED1989116,97,50,48,4
NED1998773,97,50,6.6,1
NED2012002,97,50,0.062,1
TEL2006614,97,50,6.05,1
NED2012002,98,50,1.4,13
NED1989116,99,50,7,1
NED2003002,99,50,35.04,3
NED1989116,100,50,0,1
NED1990133,100,50,18,2
NED1998773,100,50,3.16,1
NED1989116,103,50,6,1
NED1990133,103,50,26,8
NED1989116,104,50,0,1
NED2012002,105,50,1.09,4
NED2012002,106,50,0.316,5
NED1991148,107,50,6,1
NED2012002,108,50,0.196,1
NED1990133,109,50,13,1
NED1991148,109,50,14,1
NED2012002,109,50,0.001,1
NED1991148,110,50,1,1
NED1990133,115,50,2,1
NED1991148,115,50,1,1
NED1991148,116,50,0,1
NED1991148,117,50,0,2
NED1989116,120,50,18,1
NED1989116,121,50,19,1
NED1991148,127,50,15,1
NED1988097,132,50,18,1
NED1988097,134,50,13,1
NED1988097,139,50,5,1
NED1988097,140,50,6,1
NED2012002,140,50,2.3,2
NED1988097,141,50,30,3
NED1988097,142,50,9,5
HAM1980033,11,51,16,1
HAM1980033,14,51,12,5
HAM1980033,20,51,4,1
HAM1979014,27,51,4,1
NED1984024,64,51,11,1
NED2009841,13,52,1.58,1
HAM1981048,19,52,1,1
HAM1980033,1,60,1,5
HAM1983095,1,60,0,2
NED1989116,1,60,9,306
NED1994200,1,60,5,42
