Date,Station,Longitude,Latitude,Profondeur.Depth,ALPSE,AMRAD,ANLUP,ANMED,ANMIN,ARATL,ARUNC,ASMON,BASPI,CAREI,CEFAB,CRMAC,ENCIM,EUPRA,EUPSI,GAMOR,GAOGA,GLCYN,GYTRI,GYVIR,HEAME,HIHIP,HIPLA,ICBIC,ICSPA,LEDEC,LEMAC,LEOCE,LIFER,LIGIB,LOAME,LULAM,LYESM,LYLAV,LYPAX,LYTER,LYVAH,LYVER,MASEN,MRAEG,MYGLU,MYOCT,MYSCO,NEBAI,PACAL,PACOP,PHCHE,PSAME,REHIP,SCAQU,SESPP,SQACA,STPUN,TAADS,TRMUR,ULOLR,URTEN,ZOAME
2008-07-26,7,-59.43458333,47.62458333,315.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,4.7,0,0,25.3,0,0,122.8,0,0.9,0,158.4,0,0,0,0,0,15.9,0
2008-07-26,10,-60.2795,47.28491667,217.5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,70,0,2,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,1388,0,0,0,0,0,27,0
2008-07-26,11,-60.3205,47.7955,470.5,0,1.7,0,0,0,0,0,0,0,0,23.9,0,0,0,0,0,0,8.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,6,0,0,37.5,0,0.9,14.5,0,31.5,0,37.5,0,0,0,0,0,0.9,0
2008-07-26,12,-60.55916667,47.78783333,306,0,8,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,46,0,0,43,0,2,0,280,0,0,0,0,0,14,0
2008-07-27,13,-60.647,47.78858333,212,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,18,0,0,3,0,0,0,2141,0,0,0,0,0,51,0
2008-07-27,14,-60.77658333,48.04525,404.5,0,1,0,0,0,0,0,0,0,0,112,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,32,0,0,6,0,4,0,97,0,0,0,0,0,2,0
2008-07-27,15,-60.7725,48.17325,428.5,0,4.3,0,0,0,0,0,0,0,0,21.3,1.7,0.9,0,0,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,17.9,0,0,70.7,0,0,1.7,0,11.9,0,86.1,0,0,0,0,0,0,0
2008-07-27,16,-60.23741667,48.12216667,454.5,0,5.6,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,2.8,0,10.3,0,0,47.8,0.9,0,17.8,0,24.4,0,40.3,0,0,0,0,0,2.8,0
2008-07-27,17,-60.07083333,48.11108333,472,0,20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,66,0,0,68,0,0,26,0,43,0,59,0,0,0,0,0,2,0
2008-07-27,18,-59.86941667,48.07683333,408.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,24,0,0,125,0,1,0,81,0,0,0,0,0,2,0
2008-07-27,19,-59.75766667,47.8805,457.5,0,7.7,0,0,0,0,0,0,0.9,0,42.6,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,29.8,0,0,45.2,0,0,57.1,0,6.8,0,62.2,0,0,0,0,0,0.9,0
2008-07-27,20,-59.7205,47.87716667,431,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,33,0,0,38,1,0,129,0,5,0,137,0,0,0,0,0,1,0
2008-07-28,22,-59.904,48.18508333,351,0,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,0,0,27,0,0,261,0,5,0,123,0,0,0,0,0,2,0
2008-07-28,23,-59.65133333,48.16283333,218,0,2.1,6.4,0,0,0,4.3,0,0,0,0,0,1.1,0,0,1.1,0,26.8,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,2.1,0,22.5,0,0,4.3,0,0,0,0,0,0,174.6,0,0,0,1.1,0,6.4,0
2008-07-28,24,-59.35283333,48.21716667,123,0,4.3,0,0,0,0,1.7,0.9,0,0,0,0,0,0,0.9,0.9,0,4.3,0,0,0,0,358,0,0,0,0,0,0,0,0,1.7,0,0.9,0,0,1.7,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2008-07-28,25,-59.43325,48.15833333,155.5,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,19,0,0,0,0,797,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,13,0,0,0,0,0,0,0,0,0,321,0,0,0,1,0,0,0
2008-07-28,26,-59.64041667,48.31625,158.5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,61,0,1,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,93,0,0,0,1,0,0,0
2008-07-28,27,-59.94783333,48.29133333,375.5,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,0,6,0,0,18,0,9,0,78,0,0,0,0,0,0,0
2008-07-28,28,-59.83833333,48.34908333,316,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,2,0,0,33,0,5,0,298,0,0,0,0,0,5,0
2008-07-28,29,-59.34208333,48.5595,88,0,38,2,0,0,0,0,0,0,0,0,0,0,0,2,32,0,29,0,0,0,0,279,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0
2008-07-28,30,-59.32808333,48.49558333,81.5,0,15,0,0,0,3,0,1,0,0,0,0,0,0,4,19,0,7,0,0,0,0,287,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,56,0,0,0
2008-07-29,31,-58.95916667,48.375,90.5,0,11.3,3.8,0,0,20,0,1.3,0,0,0,0,0,15,5,61.3,0,23.8,0,0,0,0,142.5,0,0,1.3,15,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,388.8,0,0,0
2008-07-30,32,-59.36083333,48.32916667,116.5,0,12.2,6.6,0,0.9,8.4,0,4.7,0,0,0,0,0,1.9,0.9,19.7,0,8.4,0,0,0.9,0,117.2,0,0,0,2.8,0,0,0,0,2.8,0,30,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,40.3,0,0,0,185.6,0,0,0
2008-07-30,33,-59.734,48.54891667,209.5,0,0,10.3,0,0,5.6,0,2.8,0,0,0,0,0.9,0,0,15.9,0,7.5,0,0,0,0.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.9,0,0,5.6,0,0,0,0,0,0,982.5,0,0,0,1.9,0,8.4,0
2008-07-30,34,-59.97441667,48.56466667,339.5,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,13,0,3,0,513,0,0,0,0,0,4,0
2008-07-30,35,-59.53533333,48.73291667,125.5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,91,0,7,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2008-07-30,37,-59.63058333,48.77158333,211,0,1,4,0,1,4,0,2,0,0,0,0,2,0,0,36,0,28,0,0,0,7,123,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,1,0,0,3,0,0,0,0,13,0,1093,0,0,0,1,0,0,0
2008-07-30,38,-59.78658333,48.80541667,292,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,4,0,0,1,0,2,0,810,0,0,0,0,0,8,0
2008-07-30,39,-60.08058333,48.72675,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,28,0,0,5,0,0,14,0,8,0,67,0,0,0,0,0,3,0
2008-07-31,40,-60.06966667,49.04475,306.5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,4,0,0,1,0,3,0,278,0,0,0,0,0,1,0
2008-07-31,41,-59.72333333,49.10166667,300,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,3,0,0,0,0,4,0,97,0,0,0,0,0,3,0
2008-07-31,42,-59.956,49.15116667,272.5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,0,2,0,0,0,0,9,0,202,0,0,0,0,0,5,0
2008-07-31,43,-59.87733333,49.25425,272,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,1,0,0,0,0,40,0,165,0,0,0,0,0,3,0
2008-07-31,45,-59.58675,49.07816667,253,0,3,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,0,0,0,12,0,1388,2,0,0,0,0,6,0
2008-07-31,46,-59.51841667,49.04025,242.5,0,2,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,22,0,2603,0,0,0,0,0,10,0
2008-07-31,47,-59.43791667,48.97875,206.5,0,3,7,0,1,5,0,5,0,0,0,0,0,0,0,16,0,44,0,0,0,0,127,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,0,0,0,0,28,0,5856,0,0,0,0,0,4,0
2008-07-31,49,-58.95616667,48.84591667,45.5,0,7,7,0,1,0,0,0,0,0,0,0,0,2,0,109,1,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
2008-08-01,50,-58.87591667,48.99375,46,0,1,11,0,0,0,0,2,0,0,0,0,0,3,4,154,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,246,0,0,0
2008-08-01,51,-58.90291667,49.03058333,45.5,0,4,4,0,1,0,0,0,0,0,0,0,0,1,1,173,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2008-08-01,52,-58.663,49.11375,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,38,0,0,0
2008-08-01,53,-58.89425,49.13775,85.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0
2008-08-01,54,-59.0645,49.19925,131.5,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,104,0,12,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0
2008-08-01,55,-59.13183333,49.33425,185.5,0,1,2,0,1,3,0,1,0,0,0,0,0,0,0,63,0,14,0,0,0,2,252,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,428,0,0,0,1,0,0,0
2008-08-01,56,-58.29858333,49.575,41,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2008-08-01,57,-58.18558333,49.78908333,63,0,0,3,0,2,0,0,0,0,0,0,0,0,2,3,204,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008-08-01,58,-58.18816667,49.944,99.5,0,2,8,0,0,0,0,0,0,0,0,0,0,10,3,101,0,2,0,1,0,0,137,0,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0
2008-08-01,59,-58.45275,49.80108333,150.5,0,31,5,0,0,1,0,1,0,0,0,0,1,0,0,129,0,19,0,0,0,1,179,0,3,0,6,0,0,0,0,7,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,0,0,0
2008-08-02,60,-58.72866667,49.86475,212,0,4.6,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,5.8,0,4.6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,9.2,0,55.4,0,0,0,1.2,0,0,0
2008-08-02,61,-58.58416667,50.04525,241,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,37,0,5,0,0,0,1,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,10,0,67,0,0,0,1,0,0,0
2008-08-02,62,-58.63541667,50.109,309,0,16,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,84,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,8,0,0,0,0,135,0,41,0,0,0,0,0,0,0
2008-08-02,63,-58.47941667,50.28716667,314,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,55,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,202,0,12,0,0,0,0,0,0,0
2008-08-02,64,-58.30958333,50.4145,235.5,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68,0,94,0,0,0,0,0,2,0
2008-08-02,65,-57.79458333,50.23691667,178.5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,574,0,16,0,0,0,0,398,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,1,0,0,0
2008-08-02,66,-57.94075,50.4625,251,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,79,0,36,0,0,0,1,0,1,0
2008-08-02,67,-58.03783333,50.57583333,147,0,11,7,0,0,3,0,4,0,0,0,0,0,0,0,77,0,3,0,0,1,1,109,0,0,1,2,0,0,0,0,11,0,4,0,0,10,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,5,0,0,0
2008-08-02,68,-57.73691667,50.63841667,218.5,0,9,0,0,0,2,0,1,0,0,0,1,10,0,0,3,0,1,0,0,0,0,99,0,0,0,2,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0
2008-08-03,70,-57.55191667,50.5935,179,0,18.2,2.1,0,0,11.8,0,0,0,0,0,1.1,4.3,0,0,19.3,0,5.4,0,0,0,0,124.3,0,0,0,0,0,0,0,0,7.5,0,0,0,0,22.5,0,2.1,1.1,0,0,0,0,0,0,0,0,15,0,20.4,0,0,0,1.1,0,0,0
2008-08-03,71,-57.483,50.60833333,169,0,24,0,0,0,10,0,0,0,0,0,0,3,0,0,88,0,13,0,0,0,0,144,0,0,4,1,0,0,0,0,7,0,0,0,0,54,0,0,1,0,0,1,0,0,0,0,0,9,0,4,0,0,0,1,0,0,0
2008-08-03,72,-57.47716667,50.80991667,84,0,12,0,0,1,2,6,4,0,0,0,0,1,7,1,124,0,0,0,0,0,2,80,0,5,0,0,0,0,0,0,9,0,8,0,0,0,0,50,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0
2008-08-03,73,-57.30141667,51.04158333,73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,261,2,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2008-08-03,74,-57.31333333,51.26141667,88.5,0,0,0,0,0,1,0,1,0,0,0,0,0,15,2,129,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0
2008-08-03,76,-56.61091667,51.48216667,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-03,77,-56.16308333,51.6105,72.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,281,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2008-08-03,78,-55.85275,51.845,124,0,0,0,0,0,0,31,1,0,0,0,0,0,29,48,37,0,0,32,5,0,0,2,0,55,2,1,0,0,105,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0
2008-08-04,79,-55.63341667,51.77225,42,0,0,0,0,0,1,0,2,0,0,0,0,0,13,4,54,32,0,17,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,139,0,0,0
2008-08-04,80,-55.66058333,51.908,100.5,0,0,0,0,0,0,30,0,0,0,0,0,0,32,45,10,0,0,14,4,0,0,1,0,31,2,1,0,0,44,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,0,0
2008-08-04,81,-55.63866667,52.01775,84,0,0,0,0,0,0,2,0,0,0,0,0,0,28,99,14,0,0,30,6,0,0,4,0,30,0,4,0,0,12,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0
2008-08-04,82,-55.53258333,52.106,112.5,0,0,0,0,0,0,2,0,0,0,0,0,0,6,5,7,0,0,58,1,0,0,1,0,5,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0
2008-08-04,83,-55.497,51.92225,103,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,28,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
2008-08-04,84,-56.12725,51.7755,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
2008-08-04,86,-57.22175,51.24691667,88.5,0,0,0,0,0,0,0,6,0,0,0,0,0,18,3,79,5,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
2008-08-04,87,-57.68333333,50.95916667,75.5,0,0,0,0,0,0,7,2,0,0,0,0,0,10,44,106,3,0,2,0,0,0,22,0,1,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0
2008-08-05,89,-57.92175,50.66908333,106,0,8,6,0,1,17,0,1,0,0,0,0,0,4,7,69,0,0,1,1,0,0,2,0,2,4,5,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0
2008-08-05,91,-58.64283333,50.20633333,301.5,0,28,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,282,0,13,0,0,0,0,0,0,0
2008-08-05,92,-58.80191667,50.23558333,161.5,0,8,5,0,0,4,0,0,0,0,0,0,0,0,0,111,0,10,0,0,1,1,56,0,1,0,2,0,0,0,0,7,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0
2008-08-05,94,-59.45516667,49.93258333,230,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,14,0,0,0,0,0,0,0
2008-08-05,95,-59.53641667,49.87725,230.5,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,102,0,4,0,0,0,0,0,7,0
2008-08-05,96,-59.67283333,49.45758333,272,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,7,0,0,1,0,0,0,0,7,0,54,0,0,0,0,0,2,0
2008-08-06,97,-59.83475,49.63875,194,0,8,4,0,0,21,0,3,0,0,0,0,2,0,0,335,0,5,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,13,0,111,0,0,0,1,0,0,0
2008-08-06,98,-60.04575,49.68658333,81.5,0,0,3,0,4,10,10,3,0,0,0,0,0,15,21,18,0,4,30,0,0,0,141,0,7,1,17,0,0,0,0,32,0,16,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,128,1,0,0
2008-08-06,99,-60.09841667,49.72341667,83.5,0,0,1,0,1,1,0,2,0,0,0,0,0,3,5,5,0,0,20,0,0,0,80,0,4,0,5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0
2008-08-06,100,-60.25216667,49.87983333,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0
2008-08-06,101,-60.30466667,49.80491667,102.5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,64,0,0,1,0,0,0,27,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
2008-08-06,102,-60.55,49.66208333,248.5,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,11,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,118,0,70,0,0,0,0,0,8,0
2008-08-06,103,-60.51733333,49.42675,283,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,45,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,3,0,0,0,0,66,0,83,0,0,0,0,0,2,0
2008-08-06,104,-60.444,49.2865,273.5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,2,0,0,0,0,21,0,24,0,0,0,0,0,1,0
2008-08-06,105,-60.542,49.20241667,254,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,11,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,0,0,0,31,0,46,0,0,0,0,0,2,0
2008-08-07,106,-60.46925,48.85916667,254.5,0,4,1,0,2,1,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,9,0,0,6,0,0,0,0,4,0,1098,0,0,0,0,0,3,0
2008-08-07,107,-60.31116667,48.5695,351.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,31,0,0,41,0,9,0,142,0,0,0,0,0,2,0
2008-08-07,108,-60.38733333,48.46308333,406,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,29,0,0,32,0,0,16,0,17,0,66,0,0,0,0,0,0,0
2008-08-07,109,-61.15508333,48.62291667,387,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,49,0,0,10,0,22,0,91,0,0,0,0,0,2,0
2008-08-07,110,-61.02508333,48.5225,396,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,28,0,0,6,0,9,0,55,0,0,0,0,0,0,0
2008-08-07,111,-61.2155,48.41025,393.5,0,3,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,29,1,0,14,0,17,0,88,0,0,0,0,0,0,0
2008-08-07,112,-61.17125,48.08116667,251,0,2.5,0,0,0,0,0,0,0,0,0,0,3.8,0,0,10,0,6.3,0,0,0,1.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,2.5,0,0,26.3,0,0,103.8,0,18.8,0,125,0,0,0,0,0,77.5,0
2008-08-07,113,-61.355,48.24191667,382.5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,39,0,0,67,0,0,10,0,13,0,46,0,0,0,0,0,9,0
