Date,Station,Longitude,Latitude,Profondeur.Depth,ALPSE,AMRAD,ANLUP,ANMED,ANMIN,ARATL,ARUNC,ASMON,BASPI,CAREI,CEFAB,CRMAC,ENCIM,EUPRA,EUPSI,GAMOR,GAOGA,GLCYN,GYTRI,GYVIR,HEAME,HIHIP,HIPLA,ICBIC,ICSPA,LEDEC,LEMAC,LEOCE,LIFER,LIGIB,LOAME,LULAM,LYESM,LYLAV,LYPAX,LYTER,LYVAH,LYVER,MASEN,MRAEG,MYGLU,MYOCT,MYSCO,NEBAI,PACAL,PACOP,PHCHE,PSAME,REHIP,SCAQU,SESPP,SQACA,STPUN,TAADS,TRMUR,ULOLR,URTEN,ZOAME
2010-08-21,128,-68.5515,48.73283333,345.5,0,21,0,0,0,0,0,0,0,0,40,0,55,0,0,0,0,132,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,68,0,0,7,0,0,0,0,281,0,6,0,0,0,0,0,1,0
2010-08-21,129,-68.64566667,48.75983333,333,0,14,0,0,0,0,0,0,0,0,25,0,46,0,0,0,0,138,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,95,0,0,13,0,0,0,0,343,0,15,0,0,0,0,0,0,0
2010-08-21,130,-68.82691667,48.76416667,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,32,0,0,1,9,0,0,1,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-21,131,-68.74975,48.6905,348,0,29,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,81,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,74,0,0,27,0,0,0,0,435,0,12,0,0,0,1,0,1,0
2010-08-21,132,-68.9955,48.64033333,100,0,2,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,3,6,0,0,0,16,0,0,8,7,0,0,1,0,9,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-22,133,-69.1415,48.33858333,276,0,27,0,0,0,0,0,0,0,6,0,0,24,0,0,0,0,5,2,0,0,0,8,0,0,1,2,0,0,0,0,0,0,0,4,0,65,1,2,0,0,0,0,4,0,0,0,0,106,0,5,0,0,0,0,0,3,0
2010-08-22,134,-69.06883333,48.35008333,130,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,2,0,0,0,47,0,0,62,20,0,0,4,0,0,0,0,0,0,233,0,0,0,0,0,0,1,0,0,0,0,32,0,7,0,0,0,0,0,3,0
2010-08-22,135,-68.81025,48.51483333,143,0,5,0,0,0,0,0,0,0,2,0,0,29,0,0,24,0,117,0,0,0,0,81,0,0,102,11,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,1,0,0,0,0,0,86,0,3,0,0,0,0,0,5,0
2010-08-22,136,-68.57966667,48.63225,277,0,108,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,154,0,0,0,0,56,0,0,10,1,0,0,0,0,0,0,0,0,0,10,0,10,0,16,0,0,3,0,0,0,0,227,0,4,0,0,0,0,0,2,0
2010-08-22,137,-68.44516667,48.66941667,253,0,62,0,0,0,0,0,0,0,1,0,0,40,0,0,14,0,121,0,0,0,2,43,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,52,0,9,0,0,0,0,0,0,0,183,0,7,0,0,0,0,0,4,0
2010-08-22,138,-68.22166667,48.67966667,69,0,5,0,0,0,0,6,28,0,3,0,0,0,0,2,2,0,0,0,0,0,1,99,0,6,35,41,0,0,5,0,93,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
2010-08-22,139,-67.79625,48.819,66,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,210,0,10,32,36,0,0,2,0,38,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
2010-08-22,140,-67.58591667,48.89825,156,0,49,0,0,0,0,3,0,0,1,0,0,15,0,0,32,0,22,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,0,5,0,0,1,0,0,0,0,26,0,24,0,0,0,0,0,8,0
2010-08-22,141,-67.58291667,48.96208333,289,0,26,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,97,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,239,0,0,15,0,0,1,0,138,0,9,0,0,0,1,0,1,0
2010-08-22,142,-67.45216667,48.91025,78,0,0,0,12,0,0,0,2,0,1,0,0,4,0,0,0,0,0,1,0,0,0,112,0,0,30,2,0,0,18,0,38,0,9,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,8,0,0,0,2,0,0,0
2010-08-23,143,-67.1575,49.14983333,326,0,4,0,0,0,1,0,0,0,0,10,0,56,0,0,0,0,40,0,0,0,0,8,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,5,0,338,0,0,37,0,0,0,0,152,0,11,0,0,0,0,0,0,0
2010-08-23,144,-66.7805,49.15525,253,0,14,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,270,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,0,0,29,0,0,0,0,167,0,9,0,0,0,0,0,2,0
2010-08-23,145,-66.27375,49.26183333,230,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,95,0,10,0,0,25,0,0,0,0,333,0,12,0,0,0,0,0,1,0
2010-08-23,146,-65.82316667,49.35391667,303,0,5,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,244,0,0,20,0,0,0,0,509,0,3,0,0,0,0,0,0,0
2010-08-23,147,-65.10658333,49.2955,229,0,42,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,124,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,7,0,0,6,0,0,1,0,208,0,22,0,0,0,0,0,1,0
2010-08-23,148,-64.00158333,48.88925,241,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,98,0,0,0,2,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,12,0,0,3,0,0,0,0,248,0,13,0,0,0,0,0,13,0
2010-08-23,149,-63.828,48.97291667,321.5,0,21,0,0,0,0,0,0,1,0,1,0,55,0,0,0,0,26,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,144,0,0,42,0,0,0,0,234,0,8,0,0,0,0,0,0,0
2010-08-24,150,-63.90308333,48.90433333,251,0,8,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,67,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,26,0,0,10,0,0,0,0,283,0,21,0,0,0,0,0,4,0
2010-08-25,151,-63.50833333,49.12916667,347.5,0,2.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,8.8,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,1.3,7.5,0,41.3,0,0,72.5,0,0,0,0,17.5,0,46.3,0,0,0,0,0,0,0
2010-08-25,152,-63.62,49.29666667,222.5,0,21,0,0,0,3,0,0,0,0,0,0,7,0,0,33,0,3,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,24,0,0,7,0,0,0,0,41,0,262,0,0,0,0,0,1,0
2010-08-25,153,-63.8725,49.39916667,265,0,15.9,0,0,0,0,0,0,0,0,0,0,19.7,0,0,14.1,0,38.4,0,0,0,3.8,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,27.2,0,17.8,0,0,13.1,0,0,0,0,208.1,0,103.1,0,0,0,0,0,16.9,0
2010-08-25,154,-63.8475,49.52583333,125.5,0,0,1,0,0,0,0,2,0,0,0,0,0,439,1,11,1,0,9,0,0,0,12,0,13,0,3,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,29,0,0,0
2010-08-25,155,-64.685,49.84916667,86.5,0,0,0,0,0,0,0,1.3,0,0,0,0,0,11.3,13.8,3.8,6.3,0,2.5,0,0,0,5,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0
2010-08-25,156,-64.72208333,49.79616667,133.5,0,0,1.3,0,0,0,0,8.8,0,0,0,0,0,31.3,10,15,0,0,2.5,0,0,0,102.5,0,0,1.3,5,0,0,2.5,0,2.5,0,6.3,0,0,2.5,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,6.3,0,0,0,22.5,0,0,0
2010-08-25,157,-64.80066667,49.81091667,122,0,6,0,0,0,2,0,6,0,0,0,0,0,15,0,0,1,0,1,0,0,0,197,0,0,7,100,0,0,3,0,18,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0
2010-08-25,158,-65.22866667,49.96066667,195,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,5,0,0,1,5,73,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,34,0,36,0,0,0,0,0,0,0
2010-08-26,159,-65.91125,49.898,233,0,21,0,0,0,1,0,0,0,0,0,0,25,0,0,1,0,60,0,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,0,8,0,0,6,0,0,0,0,225,0,2736,0,0,0,0,0,2,0
2010-08-26,160,-65.35375,50.21191667,141.5,0,0,0,15.9,0,0,0,0,0,0.9,0,0,0,0,0,14.1,0,0.9,1.9,0,0,0,117.2,0,0,84.4,2.8,0,0,2.8,0,4.7,0,0,0,0,32.8,0,0,0,0,0,0,0,0,0,0,0,74.1,0,0,0,0,0,0,0,0,0
2010-08-26,161,-64.58083333,50.16141667,81,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,11.3,0,0,15,0,0,0,107.5,0,0,5,88.8,0,0,13.8,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-26,162,-64.24183333,49.9965,121,0,0,0,0,0,0,0,8.8,0,0,0,0,0,28.8,50,13.8,0,0,15,0,0,0,20,0,0,1.3,7.5,0,0,23.8,0,12.5,0,1.3,0,0,2.5,0,1.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,81.3,0,0,0
2010-08-26,163,-64.12475,49.98875,89.5,0,0,0,0,0,0,0,9,0,0,0,0,0,25,1,19,1,0,28,0,0,0,11,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0
2010-08-26,164,-63.98458333,50.05716667,104,0,0,0,0,0,0,0,5.5,0,0,0,0,0,25.9,10.9,10.9,2.7,1.4,8.2,0,0,0,10.9,0,4.1,2.7,9.5,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,9.5,0,0,0
2010-08-27,165,-63.57391667,50.094,128.5,0,9.5,0,0,0,0,6.8,45,0,0,0,0,0,27.3,19.1,8.2,1.4,0,15,1.4,0,0,79.1,0,5.5,15,17.7,0,0,675,0,0,0,45,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,129.5,0,0,0,0,0,19.1,0,0,0
2010-08-27,166,-64.30275,50.0085,124.5,0,0,0,0,0,0,9.5,19.1,0,0,0,0,0,32.7,87.3,57.3,0,0,10.9,1.4,0,0,34.1,0,5.5,10.9,46.4,0,0,42.3,0,1.4,0,9.5,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,5.5,0,0,0,8.2,0,0,0
2010-08-27,167,-63.615,49.91216667,76,0,0,6,0,0,0,1,1,0,0,0,0,0,112,5,15,0,0,39,0,0,0,3,0,5,0,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,78,0,0,0
2010-08-27,169,-63.18208333,49.81883333,129.5,0,5.8,0,0,0,1.2,0,16.2,0,0,0,0,0,101.5,1.2,27.7,1.2,0,5.8,0,0,0,76.2,0,4.6,3.5,10.4,0,0,0,0,9.2,0,0,0,0,17.3,0,0,0,0,0,4.6,0,0,0,0,0,3.5,0,8.1,0,0,0,9.2,0,0,0
2010-08-27,171,-62.54325,49.87875,168,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0,1.9,293.4,0,5.6,0.9,0,0,1.9,323.4,0,0,0,13.1,0,0,0.9,0,4.7,0,0,0,0,11.3,0,0.9,0,0,0,0,0,0,0,0,0,59.1,0,7.5,0,0,0,0,0,0,0
2010-08-27,172,-62.12683333,49.64533333,255,0,12,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,66,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,127,0,74,0,0,0,0,0,0,0
2010-08-27,173,-61.82566667,49.52666667,199,0,3.8,0,0,0,0,0,0,0,1.9,0,0,21.2,0,0,61.5,0,43.3,0,0,0,0,78.8,0,0,0,0,0,0,0,0,2.9,0,0,0,0,15.4,0,1,0,0,0,0,0,0,0,0,0,60.6,0,44.2,0,0,0,5.8,0,0,0
2010-08-27,174,-61.54708333,49.70008333,276,0,5.8,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,25,0,0,0,1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.6,0,3.8,0,0,5.8,0,0,0,0,117.3,0,24,0,0,0,0,0,1,0
2010-08-28,175,-61.5225,50.06225,66.5,0,1,0,0,0,0,39,17,0,0,0,0,0,0,0,52,0,0,17,0,1,0,960,0,0,14,21,0,17,0,0,0,0,2,0,0,0,0,1,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2010-08-28,176,-61.14633333,50.05666667,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,95,0,0,0,662,0,0,8,39,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0
2010-08-28,177,-60.16958333,49.90516667,86.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,94,0,0,17,0,0,0,72,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2010-08-28,178,-60.136,49.88041667,78.5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,57,0,0,8,0,0,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
2010-08-28,179,-60.29625,49.79833333,104,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,35.8,0,0,1.2,0,0,0,140.8,1.2,0,0,6.9,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,1.2,0,0,0,9.2,0,0,0
2010-08-28,181,-61.14791667,49.84725,187,0,7.5,0,0,0,0,0,0,0,0,0,1.3,11.3,0,0,5,0,11.3,0,0,0,0,272.5,0,0,0,5,0,0,0,0,2.5,0,0,0,0,45,0,20,0,0,0,0,0,0,0,0,0,70,0,2.5,0,0,0,0,0,0,0
2010-08-29,182,-61.07533333,49.48991667,274,0,4,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,4,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,102,0,0,0,0,0,0,0,1,0
2010-08-29,183,-61.08275,49.09925,121.5,0,3.5,1.2,0,0,0,0,1.2,0,0,0,0,0,10.4,1.2,33.5,4.6,1.2,0,0,0,0,171.9,0,1.2,0,3.5,0,0,0,0,1.2,0,0,0,0,0,0,2.3,0,0,0,2.3,0,0,0,0,0,0,0,2.3,0,0,0,163.8,0,0,0
2010-08-29,184,-61.10016667,49.01316667,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,29.1,2.8,0,0,0,0,0,42.2,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0.9,0,0,0,25.3,0,0,0
2010-08-29,185,-61.14725,48.92816667,103,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,53,5,0,0,0,0,0,56,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,20,0,0,0
2010-08-29,186,-62.051,48.89275,246.5,0,5,0,0,0,2,0,0,0,0,0,0,3,0,0,8,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,24,0,0,0,0,15,0,145,0,0,0,1,0,3,0
2010-08-29,187,-62.19525,48.95133333,175.5,0,48.8,0.9,0,0,0.9,0,0.9,0,0,0,0,0,1.9,0,128.4,0,6.6,0,0,0,0,343.1,0,0,0,1.9,0,0,0,0,0,0,0,0,0,1.9,0,12.2,0,1.9,0,0,0,0,0,0,0,8.4,0,35.6,0,0,0,12.2,0,0,0
2010-08-29,188,-62.44708333,48.86766667,317.5,0,6.6,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,18.8,0,0,0,0,30.9,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,14.1,0,36.6,0,0,9.4,0,0,0.9,0,11.3,0,15.9,0,0,0,0,0,4.7,0
2010-08-30,189,-62.36266667,48.599,436,0,12,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,50,0,0,98,0,1,10,0,78,0,19,0,0,0,0,0,1,0
2010-08-30,190,-61.9215,48.56925,426.5,0,5,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,56.3,0,0,68.8,0,0,1.3,0,35,0,23.8,0,0,0,0,0,0,0
2010-08-30,191,-61.77175,48.47666667,428,0,15,0,0,0,0,0,0,0,0,0.9,0,4.7,0,0,0,0,53.4,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,2.8,0,58.1,0,0,189.4,0,0,5.6,0,44.1,0,13.1,0,0,0,0,0,2.8,0
2010-08-30,192,-62.392,48.41216667,349.5,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,60,0,0,3,0,73,0,68,0,0,0,0,0,7,0
2010-08-30,193,-62.6775,48.49891667,382,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,49,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,48,0,0,105,1,0,1,0,53,0,60,0,0,0,0,0,6,0
2010-08-30,194,-62.82758333,48.43633333,248.5,0,10.3,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0.9,0,8.4,0,0,0,2.8,41.3,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,2.8,0,11.3,0,0,6.6,0,0,0,0,144.4,0,26.3,0,0,0,0,0,82.5,0
2010-08-30,195,-63.05866667,48.54391667,255,0,2.8,0,0,0,0,0,0,0,0,0,0.9,27.2,0,0,0,0,14.1,0,0,0,0.9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,30.9,0,0,0.9,0,0,0,0,99.4,0,15.9,0,0,0,0,0,53.4,0
2010-08-31,196,-63.05,48.62658333,311,0,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29,0,0,57,0,0,1,0,27,0,25,0,0,0,0,0,7,0
2010-08-31,197,-63.10008333,48.71541667,339.5,0,8.1,0,0,0,0,0,0,0,0,1.2,0,18.5,0,0,0,0,24.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,48.5,0,0,63.5,0,0,2.3,0,5.8,0,15,0,0,0,0,0,11.5,0
2010-08-31,198,-63.22208333,48.714,267.5,0,6,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,17,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,8,0,0,0,0,80,0,16,0,0,0,0,0,17,0
2011-08-02,1,-63.79983333,48.90983333,272,0,5.5,0,0,0,0,0,0,0,0,0,0,46.4,0,0,0,0,12.3,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1,0,0,4.1,0,0,0,0,293.2,0,16.4,0,0,0,0,0,5.5,0
2011-08-02,2,-63.29466667,48.80608333,292,0,21,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,54,0,0,20,0,0,0,0,45,0,35,0,0,0,0,0,4,0
2011-08-02,3,-63.0975,48.86166667,388,0,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,70,0,0,29,1,0,2,0,24,0,29,0,0,0,0,0,0,0
2011-08-02,4,-62.98775,48.74425,382.5,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,41,0,1,1,0,26,0,83,0,0,0,0,0,0,0
2011-08-02,5,-62.94583333,48.81533333,383.5,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,495,0,0,73,0,0,2,0,44,0,66,0,0,0,0,0,0,0
2011-08-02,6,-62.78241667,48.96875,300,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,11,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,12,0,0,14,0,0,0,0,15,0,110,0,0,0,0,0,5,0
2011-08-03,7,-62.46833333,48.85733333,346,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,7,0,0,17,0,0,0,0,21,0,33,0,0,0,0,0,4,0
2011-08-03,8,-61.60408333,48.66466667,400,0,7,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,25,0,0,49,2,0,19,0,14,0,115,0,0,0,0,0,0,0
2011-08-03,9,-61.32591667,48.8285,269,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,7,0,0,0,0,37,0,245,0,0,0,0,0,6,0
2011-08-03,10,-61.02933333,48.79666667,243,0,1.3,3.8,0,2.5,13.8,0,0,0,0,0,0,2.5,0,0,7.5,0,0,0,0,0,2.5,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,1.3,0,0,0,0,10,0,125,0,0,0,0,0,0,0
2011-08-03,11,-60.64041667,48.48883333,391,0,5,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,23,0,0,4,0,1,0,47,0,0,0,0,0,3,0
2011-08-04,13,-60.375,48.91916667,270,0,16.3,0,0,0,1.9,0,0,0,0,0,0,6.7,0,0,0,0,4.8,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,4.8,0,0,0,0,5.8,0,64.4,0,0,0,0,0,12.5,0
2011-08-04,14,-60.30683333,48.94633333,279,0,8.7,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,4.8,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,5.8,0,0,5.8,0,0,1,0,11.5,0,24,0,0,0,0,0,11.5,0
2011-08-04,15,-60.27341667,49.10758333,277,0,4.8,0,0,0,0,0,0,0,0,0,0,3.8,0,0,1,0,5.8,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,14.4,0,0,15.4,0,0,0,0,16.3,0,23.1,0,0,0,0,0,5.8,0
2011-08-04,16,-59.91675,49.109,285.5,0,10,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,2,0,0,0,0,12,0,60,0,0,0,0,0,1,0
2011-08-04,17,-59.75708333,49.09108333,299,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,28,0,42,0,0,0,0,0,7,0
2011-08-04,18,-59.91725,49.22283333,268.5,0,1,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1.9,0,2.9,0,0,0,0,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.5,0,4.8,0,0,6.7,0,0,0,0,31.7,0,168.3,0,0,0,0,0,4.8,0
2011-08-04,19,-60.1045,49.38166667,200,0,3.6,10.9,0,2.4,9.7,0,2.4,0,0,0,0,0,0,0,82.3,0,3.6,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,4.8,0,0,1.2,0,0,0,0,1.2,0,616.9,0,0,0,0,0,0,0
2011-08-04,20,-60.2205,49.62133333,119,0,0,4.5,0,1.5,0,0,1.5,0,0,0,0,1.5,1.5,1.5,81,0,0,0,0,0,0,172.5,1.5,0,0,4.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,4.5,0,0,0,7.5,0,0,0
2011-08-04,21,-60.23041667,49.80275,83,0,0,4.1,0,0,0,9.5,4.1,0,0,0,0,0,2.7,5.5,54.5,0,0,1.4,2.7,0,0,145.9,10.9,0,0,35.5,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,40.9,1.4,0,0
2011-08-05,23,-60.0745,49.73483333,89.5,0,0,1,0,0,0,2,2,0,0,0,0,0,4,21,41,0,0,4,0,0,0,133,1,0,1,41,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
2011-08-05,24,-60.04183333,49.70708333,87,0,0,1.4,0,1.4,9.5,17.7,0,0,0,0,0,0,24.5,34.1,60,0,0,6.8,1.4,0,0,156.8,2.7,0,0,24.5,0,1.4,0,0,4.1,0,4.1,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0
2011-08-05,26,-59.76083333,49.63291667,236,0,1,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,178,0,55,0,0,0,0,0,10,0
