MISSION,SETNO,SPEC,TOTWGT,TOTNO
NED1983018,35,13,1,3
NED1986070,35,13,1,3
NED1984037,38,13,5,16
HAM1980043,39,13,4,6
HAM1982085,39,13,5,13
HAM1982085,40,13,1,5
HAM1981064,41,13,4,23
NED1986070,41,13,0,1
HAM1981064,42,13,0,2
NED1986070,42,13,1,2
HAM1979027,43,13,4,11
HAM1980042,43,13,0,1
NED1984037,43,13,5,13
NED1986070,43,13,3,26
HAM1979027,44,13,2,6
HAM1980042,44,13,1,3
NED1984037,44,13,4,8
NED1986070,44,13,0,1
HAM1979027,45,13,0,1
HAM1980042,45,13,1,2
HAM1981065,46,13,0,1
NED1986070,46,13,0,2
HAM1980042,47,13,0,1
HAM1980042,48,13,2,10
NED1984037,48,13,2,12
HAM1980042,49,13,2,20
HAM1982085,49,13,1,6
NED1983018,49,13,1,6
HAM1980042,50,13,1,4
HAM1982084,50,13,1,2
NED1983018,50,13,1,2
HAM1980042,51,13,5,16
HAM1982084,52,13,4,6
NED1984037,52,13,1,4
HAM1980042,53,13,0,4
NED1983018,53,13,1,4
NED1986070,53,13,1,3
HAM1980042,54,13,1,7
HAM1981065,54,13,6,47
HAM1981065,55,13,2,3
NED1983018,55,13,1,4
NED1986070,55,13,2,15
HAM1981065,56,13,1,1
NED1983018,56,13,4,12
HAM1980042,57,13,0,1
NED1984037,57,13,2,3
NED1986070,57,13,1,8
NED1984037,58,13,1,1
NED1986070,58,13,3,16
HAM1980042,59,13,1,5
HAM1981065,59,13,1,8
NED1983018,59,13,0,1
NED1986070,59,13,0,1
HAM1979027,60,13,4,16
HAM1980042,60,13,1,7
NED1986070,60,13,1,6
HAM1980042,61,13,0,2
HAM1981065,61,13,1,1
NED1983018,61,13,1,3
NED1984037,61,13,2,3
HAM1981065,62,13,1,4
HAM1982084,62,13,7,15
HAM1980042,63,13,1,4
HAM1981065,63,13,4,7
NED1984037,63,13,1,4
HAM1981064,64,13,6,33
HAM1981064,65,13,10,50
HAM1981065,65,13,7,29
NED1983018,65,13,4,12
HAM1980042,66,13,3,13
NED1983018,66,13,0,2
HAM1980042,67,13,1,7
HAM1980042,68,13,1,5
NED1983018,68,13,4,10
HAM1980042,69,13,4,14
HAM1982085,69,13,6,19
NED1983018,69,13,3,9
HAM1980042,70,13,2,8
HAM1982085,70,13,6,19
HAM1981065,71,13,5,21
HAM1982084,71,13,6,27
HAM1982085,71,13,4,13
NED1983018,71,13,1,5
HAM1981065,72,13,5,15
HAM1982084,72,13,9,28
HAM1982085,72,13,2,9
HAM1981065,73,13,5,11
HAM1982084,73,13,5,24
HAM1982085,73,13,2,2
HAM1982084,74,13,6,20
HAM1982085,74,13,3,7
NED1983018,74,13,2,5
HAM1982085,75,13,1,6
NED1984037,76,13,2,3
HAM1982085,77,13,1,1
NED1983018,78,13,1,8
NED1986070,78,13,0,2
NED1983018,79,13,3,19
NED1983018,80,13,1,5
NED1983018,81,13,5,26
NED1986070,82,13,0,2
NED1983018,86,13,15,83
NED1983018,87,13,1,9
NED1983018,88,13,3,15
NED1983017,89,13,1,1
NED1983018,89,13,3,17
NED1983017,90,13,4,32
NED1983018,90,13,17,77
NED1983017,91,13,2,13
NED1983018,91,13,5,17
NED1983018,92,13,3,6
NED1983018,93,13,2,11
HAM1978009,1,14,18,102
HAM1979026,1,14,26,149
HAM1980042,1,14,13,74
HAM1980043,1,14,11,55
HAM1981064,1,14,36,274
HAM1981065,1,14,37,205
HAM1982084,1,14,28,161
HAM1982085,1,14,32,329
NED1983017,1,14,10,63
NED1983018,1,14,37,225
NED1984036,1,14,16,79
NED1984037,1,14,24,179
NED1986070,1,14,51,366
HAM1978009,2,14,14,93
HAM1978010,2,14,0,1
HAM1979026,2,14,13,78
HAM1980042,2,14,144,890
HAM1980043,2,14,8,39
HAM1981064,2,14,28,196
HAM1981065,2,14,6,18
HAM1982084,2,14,32,178
HAM1982085,2,14,39,274
NED1983017,2,14,80,600
NED1983018,2,14,27,183
NED1984036,2,14,2,13
NED1984037,2,14,69,492
NED1986070,2,14,115,1243
HAM1978009,3,14,1,6
HAM1980043,3,14,1,1
HAM1981064,3,14,15,74
HAM1982084,3,14,7,26
NED1983017,3,14,97,658
NED1983018,3,14,87,515
NED1984036,3,14,26,134
NED1984037,3,14,1,13
NED1986070,3,14,137,1413
HAM1978009,4,14,25,161
HAM1978010,4,14,2,3
HAM1979026,4,14,0,1
HAM1979027,4,14,1,3
HAM1980043,4,14,1,2
HAM1981064,4,14,9,47
HAM1981065,4,14,3,15
HAM1982085,4,14,33,216
NED1983017,4,14,38,177
NED1983018,4,14,52,310
NED1984036,4,14,36,258
NED1986070,4,14,212,1671
HAM1978009,5,14,5,47
HAM1979027,5,14,13,51
HAM1980043,5,14,4,9
HAM1981064,5,14,37,146
NED1983018,5,14,0,42
NED1984036,5,14,35,264
NED1984037,5,14,30,136
NED1986070,5,14,4,25
HAM1978009,6,14,1,6
HAM1979026,6,14,4,12
HAM1979027,6,14,4,22
HAM1980042,6,14,1,2
HAM1981064,6,14,65,417
HAM1982085,6,14,14,130
NED1983017,6,14,22,117
NED1984036,6,14,1,5
NED1984037,6,14,2,9
HAM1978009,7,14,3,18
HAM1979026,7,14,0,3
HAM1979027,7,14,2,8
HAM1981064,7,14,12,0
HAM1982084,7,14,2,4
NED1984036,7,14,0,1
NED1984037,7,14,3,9
NED1986070,7,14,48,413
HAM1978009,8,14,1,3
HAM1979027,8,14,4,9
HAM1980042,8,14,4,46
HAM1981064,8,14,0,1
HAM1981065,8,14,1,8
NED1983017,8,14,6,24
NED1984036,8,14,4,11
NED1984037,8,14,3,14
NED1986070,8,14,36,245
HAM1980042,9,14,2,13
HAM1980043,9,14,0,1
HAM1982084,9,14,162,772
NED1984036,9,14,7,26
NED1984037,9,14,3,11
NED1986070,9,14,13,97
HAM1979027,10,14,0,1
HAM1980043,10,14,0,1
HAM1981064,10,14,6,36
HAM1981065,10,14,1,4
HAM1982084,10,14,12,41
NED1984036,10,14,6,22
NED1984037,10,14,2,6
NED1986070,10,14,11,123
HAM1978009,11,14,7,13
HAM1980042,11,14,1,3
HAM1981065,11,14,2,238
HAM1982084,11,14,3,18
NED1983017,11,14,6,22
NED1984037,11,14,24,134
NED1986070,11,14,6,74
HAM1978009,12,14,1,4
HAM1980042,12,14,1,10
HAM1980043,12,14,8,49
HAM1981064,12,14,2,10
HAM1981065,12,14,1,15
HAM1982084,12,14,0,2
HAM1982085,12,14,3,11
NED1984036,12,14,34,186
NED1984037,12,14,28,168
HAM1978009,13,14,13,84
HAM1978010,13,14,6,6
HAM1979026,13,14,0,1
HAM1979027,13,14,0,1
HAM1980042,13,14,0,4
HAM1980043,13,14,9,67
HAM1981064,13,14,46,106
HAM1981065,13,14,0,27
HAM1982084,13,14,5,94
NED1984036,13,14,26,143
NED1984037,13,14,21,121
HAM1978009,14,14,15,124
HAM1980042,14,14,69,415
HAM1981064,14,14,2,4
HAM1981065,14,14,3,13
HAM1982084,14,14,2,10
NED1983017,14,14,0,1
NED1983018,14,14,8,42
NED1984036,14,14,14,61
NED1984037,14,14,12,60
HAM1978009,15,14,76,483
HAM1979026,15,14,2,7
HAM1979027,15,14,6,26
HAM1980043,15,14,10,88
HAM1981064,15,14,6,28
NED1983017,15,14,3,6
NED1983018,15,14,2,10
NED1986070,15,14,2,17
HAM1978010,16,14,25,174
HAM1979026,16,14,9,42
HAM1980042,16,14,2,13
HAM1980043,16,14,6,37
HAM1982085,16,14,68,659
NED1983017,16,14,0,2
NED1984036,16,14,15,54
HAM1978009,17,14,1,1
HAM1978010,17,14,146,465
HAM1979027,17,14,1,6
HAM1980042,17,14,233,1223
HAM1980043,17,14,2,12
HAM1981064,17,14,12,44
HAM1981065,17,14,2,12
HAM1982084,17,14,1,4
HAM1982085,17,14,43,559
NED1983018,17,14,1,37
NED1984036,17,14,9,14
NED1984037,17,14,37,258
NED1986070,17,14,52,418
HAM1978010,18,14,174,1246
HAM1979026,18,14,16,23
HAM1979027,18,14,1,5
HAM1980043,18,14,6,26
HAM1981065,18,14,1,43
HAM1982084,18,14,5,15
HAM1982085,18,14,2,17
NED1983017,18,14,6,22
NED1983018,18,14,2,66
NED1984036,18,14,72,363
NED1984037,18,14,0,43
NED1986070,18,14,4,31
HAM1978010,19,14,80,202
HAM1979026,19,14,0,1
HAM1980042,19,14,44,246
HAM1980043,19,14,5,18
HAM1981064,19,14,68,246
HAM1982084,19,14,6,24
HAM1982085,19,14,31,242
NED1983017,19,14,0,2
NED1984037,19,14,4,39
NED1986070,19,14,18,107
HAM1978010,20,14,52,225
HAM1979026,20,14,5,16
HAM1979027,20,14,2,5
HAM1981065,20,14,42,203
HAM1982084,20,14,3,10
NED1983017,20,14,14,64
NED1984036,20,14,1,2
NED1984037,20,14,5,24
NED1986070,20,14,7,53
HAM1978009,21,14,5,24
HAM1978010,21,14,77,335
HAM1979026,21,14,0,2
HAM1981064,21,14,5,11
HAM1981065,21,14,0,1
HAM1982084,21,14,5,20
NED1983017,21,14,48,315
NED1984036,21,14,1,2
NED1984037,21,14,4,14
NED1986070,21,14,1,9
HAM1979026,22,14,0,2
HAM1982085,22,14,0,3
NED1983017,22,14,50,306
NED1984037,22,14,7,56
NED1986070,22,14,5,32
HAM1979026,23,14,1,1
HAM1979027,23,14,1,3
HAM1980043,23,14,1,6
HAM1981065,23,14,1,23
HAM1982084,23,14,0,1
HAM1982085,23,14,1,8
NED1984037,23,14,59,483
HAM1978009,24,14,54,243
HAM1978010,24,14,2,4
HAM1979027,24,14,73,602
HAM1981064,24,14,24,80
HAM1981065,24,14,6,31
HAM1982084,24,14,9,31
HAM1982085,24,14,1,5
NED1983018,24,14,2,11
NED1984037,24,14,66,431
HAM1979027,25,14,1,7
HAM1980042,25,14,32,310
HAM1981064,25,14,2,8
HAM1981065,25,14,3,19
HAM1982085,25,14,1,6
NED1983017,25,14,0,1
NED1983018,25,14,5,30
NED1984037,25,14,29,289
HAM1978009,26,14,18,94
HAM1978010,26,14,0,1
HAM1979026,26,14,1,3
HAM1979027,26,14,100,653
HAM1980043,26,14,130,257
HAM1981064,26,14,3,12
HAM1981065,26,14,1,20
HAM1982084,26,14,1,4
HAM1982085,26,14,30,289
NED1983017,26,14,7,27
NED1983018,26,14,4,20
NED1984037,26,14,39,284
NED1986070,26,14,2,13
HAM1979026,27,14,4,18
HAM1979027,27,14,87,487
HAM1980042,27,14,1,8
HAM1982085,27,14,7,74
NED1983017,27,14,3,21
NED1984037,27,14,4,20
NED1986070,27,14,50,245
HAM1978010,28,14,1,6
HAM1979026,28,14,1,4
HAM1979027,28,14,39,178
HAM1980042,28,14,15,92
HAM1980043,28,14,2,7
HAM1982084,28,14,1,8
HAM1982085,28,14,3,23
NED1983017,28,14,4,81
NED1984036,28,14,39,197
NED1984037,28,14,13,106
NED1986070,28,14,1,9
HAM1978009,29,14,2,5
HAM1978010,29,14,1,3
HAM1979027,29,14,132,600
HAM1980042,29,14,14,74
HAM1982085,29,14,68,1056
NED1983018,29,14,7,41
HAM1978009,30,14,10,8
HAM1978010,30,14,0,1
HAM1979026,30,14,0,1
HAM1979027,30,14,1,6
HAM1981064,30,14,2,10
HAM1982085,30,14,22,1022
NED1983017,30,14,8,39
NED1983018,30,14,1,6
NED1986070,30,14,0,2
HAM1978010,31,14,1,3
HAM1980043,31,14,49,222
HAM1981064,31,14,74,873
HAM1982085,31,14,4,74
NED1983017,31,14,31,184
NED1984037,31,14,0,1
NED1986070,31,14,3,19
HAM1978009,32,14,4,4
HAM1979027,32,14,2,10
HAM1980042,32,14,2,7
HAM1980043,32,14,2,4
HAM1981064,32,14,14,70
NED1983017,32,14,10,43
NED1983018,32,14,1,17
NED1984037,32,14,53,267
NED1986070,32,14,71,718
HAM1978010,33,14,56,203
HAM1980043,33,14,7,19
HAM1981064,33,14,17,86
HAM1982084,33,14,7,18
HAM1982085,33,14,13,136
NED1983017,33,14,1,2
NED1983018,33,14,1,9
NED1984036,33,14,1,8
NED1984037,33,14,124,685
HAM1978010,34,14,36,159
HAM1979026,34,14,0,1
HAM1980042,34,14,0,1
HAM1980043,34,14,47,169
HAM1981065,34,14,1,14
HAM1982084,34,14,511,1646
HAM1982085,34,14,6,122
NED1983017,34,14,0,1
NED1983018,34,14,12,87
NED1984037,34,14,8,38
HAM1978010,35,14,28,92
HAM1979027,35,14,2,14
HAM1980043,35,14,2,7
HAM1982084,35,14,4,10
HAM1982085,35,14,1,8
NED1983017,35,14,19,94
NED1983018,35,14,2,18
NED1986070,35,14,6,27
HAM1978010,36,14,3,22
HAM1979027,36,14,1,10
HAM1980042,36,14,100,562
NED1983018,36,14,0,2
NED1984037,36,14,1,3
NED1986070,36,14,18,104
HAM1978009,37,14,1,1
HAM1979027,37,14,1,6
HAM1980043,37,14,8,34
HAM1981064,37,14,27,112
HAM1981065,37,14,1,4
NED1983018,37,14,0,7
NED1984037,37,14,0,1
HAM1978009,38,14,1,1
HAM1980042,38,14,7,40
HAM1980043,38,14,35,191
HAM1982085,38,14,40,444
NED1983017,38,14,16,63
NED1983018,38,14,1,4
NED1984037,38,14,10,64
HAM1978009,39,14,1,10
HAM1979026,39,14,54,252
HAM1980042,39,14,1,5
HAM1980043,39,14,60,170
HAM1981064,39,14,48,241
HAM1981065,39,14,16,86
HAM1982085,39,14,15,134
NED1983017,39,14,97,363
NED1984036,39,14,20,58
HAM1978009,40,14,15,75
HAM1980042,40,14,38,171
HAM1981064,40,14,38,131
HAM1982085,40,14,3,67
NED1983017,40,14,3,8
NED1983018,40,14,0,2
HAM1978009,41,14,1,2
HAM1980042,41,14,2,5
HAM1981064,41,14,34,186
HAM1981065,41,14,4,14
HAM1982084,41,14,1,3
HAM1982085,41,14,1,14
NED1983018,41,14,3,28
NED1986070,41,14,12,112
HAM1979026,42,14,0,1
HAM1980042,42,14,3,11
HAM1981064,42,14,119,544
HAM1981065,42,14,4,23
HAM1982085,42,14,2,36
NED1986070,42,14,16,179
HAM1979027,43,14,14,113
HAM1980042,43,14,52,260
HAM1981064,43,14,2,5
HAM1981065,43,14,3,25
HAM1982085,43,14,3,18
NED1984037,43,14,33,290
NED1986070,43,14,54,524
HAM1979027,44,14,10,84
HAM1980042,44,14,16,88
HAM1980043,44,14,2,4
HAM1981065,44,14,0,4
HAM1982085,44,14,0,4
NED1984037,44,14,5,51
NED1986070,44,14,21,214
HAM1979026,45,14,5,23
HAM1979027,45,14,1,3
HAM1980042,45,14,2,10
HAM1980043,45,14,10,18
HAM1981065,45,14,1,7
HAM1982085,45,14,2,15
NED1984036,45,14,5,15
NED1984037,45,14,1,11
NED1986070,45,14,29,381
HAM1978009,46,14,108,408
HAM1979026,46,14,2,8
HAM1979027,46,14,161,594
HAM1980042,46,14,5,40
HAM1980043,46,14,14,21
HAM1981065,46,14,2,14
HAM1982085,46,14,6,143
NED1983018,46,14,2,23
NED1984036,46,14,6,17
NED1984037,46,14,7,73
NED1986070,46,14,183,1678
HAM1980042,47,14,6,66
HAM1981064,47,14,488,1891
HAM1981065,47,14,1,9
HAM1982085,47,14,9,78
NED1983017,47,14,0,1
NED1983018,47,14,12,97
NED1984037,47,14,1,16
NED1986070,47,14,11,105
HAM1979026,48,14,2,4
HAM1980042,48,14,5,27
HAM1981065,48,14,3,23
HAM1982085,48,14,1,23
NED1983017,48,14,1,3
NED1983018,48,14,3,28
NED1984037,48,14,5,39
HAM1979026,49,14,2,2
HAM1980042,49,14,17,163
HAM1980043,49,14,11,33
HAM1981065,49,14,1,7
HAM1982085,49,14,14,132
NED1983018,49,14,26,176
NED1984036,49,14,0,1
NED1984037,49,14,0,4
NED1986070,49,14,14,167
HAM1980042,50,14,1,6
HAM1981065,50,14,0,5
HAM1982085,50,14,0,2
NED1984037,50,14,0,4
NED1986070,50,14,10,104
HAM1980042,51,14,3,24
HAM1981064,51,14,23,84
HAM1981065,51,14,2,14
NED1984037,51,14,0,17
NED1986070,51,14,7,64
HAM1979027,52,14,2,4
HAM1981065,52,14,1,9
HAM1982085,52,14,1,12
NED1983017,52,14,0,1
NED1983018,52,14,1,13
NED1984037,52,14,2,20
NED1986070,52,14,64,730
HAM1979027,53,14,2,10
HAM1980043,53,14,1,2
HAM1981065,53,14,2,23
NED1983018,53,14,6,49
NED1984037,53,14,0,1
NED1986070,53,14,128,1118
HAM1979027,54,14,3,15
HAM1980042,54,14,1,8
HAM1981065,54,14,0,5
HAM1982084,54,14,1,1
HAM1982085,54,14,0,1
NED1983017,54,14,2,7
NED1983018,54,14,37,338
NED1984036,54,14,1,4
NED1984037,54,14,1,20
NED1986070,54,14,3,14
HAM1979026,55,14,6,16
HAM1980042,55,14,2,15
HAM1980043,55,14,3,6
HAM1981065,55,14,1,7
HAM1982085,55,14,1,2
NED1983017,55,14,1,5
NED1983018,55,14,40,380
NED1984037,55,14,8,107
NED1986070,55,14,2,2
HAM1980042,56,14,4,32
HAM1981064,56,14,1,4
HAM1981065,56,14,1,9
HAM1982085,56,14,0,2
NED1983018,56,14,5,46
NED1984037,56,14,3,77
NED1986070,56,14,76,756
HAM1979026,57,14,1,2
HAM1979027,57,14,1,3
HAM1980042,57,14,5,27
HAM1980043,57,14,1,2
HAM1981064,57,14,6,25
HAM1981065,57,14,7,87
NED1983018,57,14,1,11
NED1984037,57,14,7,133
NED1986070,57,14,24,270
HAM1980042,58,14,4,30
HAM1980043,58,14,0,1
HAM1981065,58,14,8,111
HAM1982084,58,14,0,1
HAM1982085,58,14,1,2
NED1983018,58,14,1,12
NED1984036,58,14,111,466
NED1984037,58,14,5,108
NED1986070,58,14,9,61
HAM1979027,59,14,236,637
HAM1980042,59,14,22,170
HAM1981065,59,14,6,70
HAM1982084,59,14,3,6
NED1983018,59,14,0,2
NED1984036,59,14,93,412
NED1984037,59,14,16,291
NED1986070,59,14,3,18
HAM1979026,60,14,19,32
HAM1979027,60,14,4,27
HAM1980042,60,14,6,49
HAM1981065,60,14,4,37
HAM1982085,60,14,0,1
NED1983017,60,14,0,1
NED1983018,60,14,16,163
NED1984036,60,14,36,180
NED1984037,60,14,11,286
NED1986070,60,14,10,98
HAM1979026,61,14,2,3
HAM1979027,61,14,99,606
HAM1980042,61,14,1,7
HAM1982085,61,14,67,632
NED1983017,61,14,3,9
NED1983018,61,14,7,65
NED1984037,61,14,19,173
NED1986070,61,14,6,37
HAM1979026,62,14,0,1
HAM1979027,62,14,3,0
HAM1981065,62,14,4,31
NED1983018,62,14,6,44
NED1984036,62,14,12,64
NED1984037,62,14,19,124
NED1986070,62,14,3,18
HAM1979027,63,14,6,50
HAM1980042,63,14,55,452
HAM1980043,63,14,0,1
HAM1981065,63,14,1,9
HAM1982084,63,14,0,1
HAM1982085,63,14,2,6
NED1983018,63,14,5,35
NED1984036,63,14,1,3
NED1984037,63,14,4,92
NED1986070,63,14,0,3
HAM1979027,64,14,2,19
HAM1981064,64,14,157,1061
HAM1982085,64,14,1,3
NED1983017,64,14,1,1
NED1983018,64,14,44,332
NED1984037,64,14,15,98
HAM1979027,65,14,11,108
HAM1981064,65,14,214,915
HAM1981065,65,14,29,176
NED1983017,65,14,9,21
NED1983018,65,14,4,32
NED1984037,65,14,0,10
NED1986070,65,14,15,134
HAM1979027,66,14,19,218
HAM1980042,66,14,25,145
HAM1981065,66,14,0,7
HAM1982085,66,14,1,14
NED1983017,66,14,1,3
NED1983018,66,14,8,86
NED1984036,66,14,0,1
NED1984037,66,14,4,192
NED1986070,66,14,32,310
HAM1979027,67,14,7,82
HAM1980042,67,14,12,76
HAM1980043,67,14,4,10
NED1983018,67,14,24,181
NED1984036,67,14,6,37
NED1984037,67,14,7,186
NED1986070,67,14,15,142
HAM1979027,68,14,14,139
HAM1980042,68,14,7,21
NED1983018,68,14,8,77
NED1984037,68,14,0,46
NED1986070,68,14,10,81
HAM1979027,69,14,19,175
HAM1980042,69,14,10,66
HAM1982085,69,14,37,281
NED1983018,69,14,6,55
NED1984036,69,14,0,1
NED1986070,69,14,13,118
HAM1979027,70,14,8,105
HAM1980042,70,14,4,29
HAM1980043,70,14,3,11
HAM1982085,70,14,72,802
NED1983017,70,14,0,1
NED1984036,70,14,2,1
NED1984037,70,14,0,1
NED1986070,70,14,16,170
HAM1979027,71,14,70,776
HAM1980042,71,14,2,1
HAM1980043,71,14,1,3
HAM1981065,71,14,39,1226
HAM1982084,71,14,151,782
HAM1982085,71,14,48,397
NED1983017,71,14,0,1
NED1983018,71,14,2,22
NED1984036,71,14,1,3
NED1984037,71,14,0,1
NED1986070,71,14,37,364
HAM1981065,72,14,78,637
HAM1982084,72,14,165,783
HAM1982085,72,14,34,348
NED1983018,72,14,1,8
NED1984037,72,14,0,1
HAM1980043,73,14,196,947
HAM1981065,73,14,50,445
HAM1982084,73,14,256,1666
HAM1982085,73,14,1,10
NED1983018,73,14,2,19
HAM1982084,74,14,45,344
HAM1982085,74,14,6,72
NED1983018,74,14,38,310
HAM1982085,75,14,2,13
NED1983017,75,14,24,62
NED1983018,75,14,0,3
NED1984037,75,14,12,104
NED1986070,75,14,22,216
NED1984037,76,14,18,100
NED1986070,76,14,37,392
HAM1982085,77,14,0,1
NED1986070,77,14,26,254
HAM1982085,78,14,0,1
NED1983017,78,14,2,4
NED1983018,78,14,0,3
NED1986070,78,14,15,96
HAM1982085,79,14,3,13
NED1983017,79,14,0,1
NED1983018,79,14,4,51
NED1986070,79,14,63,669
HAM1982085,80,14,0,2
NED1983017,80,14,0,1
NED1983018,80,14,2,14
NED1986070,80,14,89,808
HAM1982085,81,14,4,20
NED1983017,81,14,3,1
NED1983018,81,14,42,198
NED1986070,81,14,88,723
NED1986070,82,14,34,322
NED1983017,83,14,15,44
NED1986070,83,14,27,226
NED1986070,84,14,14,141
NED1983017,85,14,1,3
NED1983018,85,14,1,3
NED1986070,85,14,50,538
NED1983017,86,14,0,1
NED1983018,86,14,20,103
NED1986070,86,14,16,168
NED1983017,87,14,1,1
NED1983018,87,14,29,185
NED1983017,88,14,75,524
NED1983018,88,14,16,105
NED1983017,89,14,115,800
NED1983018,89,14,60,356
NED1986070,89,14,1,5
NED1983017,90,14,22,160
NED1983018,90,14,50,296
NED1986070,90,14,0,2
NED1983017,91,14,76,509
NED1983018,91,14,125,824
NED1986070,91,14,3,24
NED1983017,92,14,8,35
NED1986070,92,14,3,14
NED1983018,93,14,23,180
NED1986070,94,14,1,5
NED1986070,95,14,74,117
NED1986070,98,14,0,4
HAM1978009,1,15,3,1
NED1983017,1,15,1,2
NED1984037,1,15,4,2
NED1986070,1,15,2,2
HAM1978009,2,15,2,1
NED1983018,2,15,11,1
HAM1981064,4,15,1,2
HAM1981065,4,15,2,1
HAM1979027,5,15,2,2
NED1983017,5,15,1,1
NED1983018,5,15,3,1
NED1986070,5,15,5,3
HAM1979027,6,15,8,1
NED1986070,6,15,3,2
HAM1979027,7,15,11,2
HAM1980042,8,15,4,1
HAM1980042,11,15,11,4
NED1986070,11,15,3,1
HAM1979026,12,15,6,1
HAM1980042,12,15,8,4
HAM1981065,12,15,5,2
HAM1982084,12,15,3,1
HAM1980042,13,15,14,4
HAM1980043,13,15,8,3
HAM1978009,14,15,9,1
HAM1979027,14,15,2,1
HAM1980042,14,15,4,1
NED1984037,14,15,14,2
HAM1979026,15,15,20,3
HAM1979027,15,15,10,2
HAM1981065,15,15,9,8
NED1986070,15,15,7,2
HAM1981065,17,15,21,8
HAM1980042,18,15,2,4
HAM1981065,18,15,12,4
HAM1982085,18,15,1,1
NED1983018,18,15,6,2
HAM1981065,19,15,16,4
NED1983018,19,15,0,1
NED1984037,19,15,15,2
NED1986070,19,15,6,4
HAM1980042,20,15,2,1
NED1984037,20,15,2,1
HAM1981065,21,15,1,1
NED1986070,21,15,7,2
NED1984037,22,15,3,1
HAM1979027,23,15,17,7
HAM1981065,23,15,2,1
NED1986070,23,15,2,1
HAM1978009,24,15,22,3
HAM1980042,24,15,0,1
HAM1981065,24,15,5,1
NED1986070,24,15,5,3
HAM1979027,25,15,21,8
NED1983017,25,15,1,1
NED1983017,26,15,17,6
HAM1981065,27,15,4,2
NED1984037,27,15,3,2
HAM1979027,28,15,0,3
NED1984037,28,15,6,1
HAM1980042,29,15,8,1
HAM1980042,30,15,2,1
NED1984037,30,15,0,1
NED1986070,30,15,2,1
HAM1979027,31,15,2,1
NED1984037,31,15,0,1
HAM1979027,33,15,13,5
NED1983018,33,15,4,1
HAM1981064,34,15,11,2
HAM1982085,34,15,0,1
HAM1978010,35,15,1,1
HAM1980042,35,15,2,2
HAM1981065,35,15,1,1
HAM1982085,35,15,4,3
NED1983017,35,15,15,2
NED1984037,35,15,3,2
HAM1981065,36,15,3,1
HAM1981065,37,15,6,1
NED1984037,37,15,1,2
HAM1980042,38,15,6,3
HAM1982085,38,15,2,1
HAM1979027,39,15,1,1
HAM1980043,39,15,5,1
HAM1982085,39,15,6,2
HAM1982085,40,15,1,2
HAM1980042,41,15,48,14
HAM1981065,41,15,17,7
HAM1982085,41,15,9,3
NED1986070,41,15,16,9
HAM1980042,42,15,21,8
HAM1981065,42,15,5,2
HAM1982085,42,15,4,1
NED1986070,42,15,14,6
HAM1981065,43,15,1,5
HAM1982085,43,15,11,5
HAM1981065,44,15,2,1
HAM1982084,44,15,11,3
HAM1982085,44,15,18,4
NED1984037,44,15,2,2
HAM1980042,45,15,7,4
HAM1981065,45,15,5,3
HAM1982085,45,15,35,18
NED1983018,45,15,2,1
NED1986070,45,15,3,1
HAM1980042,46,15,11,4
HAM1981065,46,15,9,3
HAM1982085,46,15,6,4
NED1983018,46,15,5,1
NED1986070,46,15,2,1
HAM1978009,47,15,7,1
NED1984037,47,15,6,2
NED1986070,47,15,9,4
HAM1982085,48,15,7,2
NED1983018,48,15,9,5
NED1983018,49,15,7,3
NED1986070,49,15,31,10
HAM1982085,50,15,17,7
NED1983018,50,15,13,8
NED1986070,50,15,3,1
NED1986070,51,15,10,2
HAM1982085,52,15,11,5
NED1983018,52,15,12,9
NED1986070,52,15,9,4
HAM1979027,53,15,14,9
NED1983018,53,15,2,1
NED1983018,54,15,6,2
HAM1979026,55,15,7,1
HAM1980042,55,15,3,1
NED1984037,57,15,1,1
NED1984037,58,15,1,1
HAM1981065,60,15,23,6
HAM1981065,61,15,5,1
HAM1982085,61,15,2,1
HAM1982085,62,15,5,1
NED1983018,62,15,1,1
HAM1979027,63,15,3,1
HAM1981065,63,15,0,1
HAM1982085,63,15,14,3
NED1984037,63,15,4,3
HAM1981065,64,15,9,5
HAM1982085,64,15,0,1
NED1984037,64,15,9,2
NED1986070,64,15,5,2
NED1984037,65,15,23,15
NED1986070,65,15,3,1
NED1986070,66,15,2,2
HAM1979027,68,15,2,1
HAM1980042,70,15,2,1
HAM1982085,73,15,3,2
HAM1982085,74,15,2,2
NED1986070,75,15,1,2
HAM1982085,76,15,2,1
NED1986070,76,15,1,1
NED1986070,77,15,7,2
HAM1982085,78,15,6,2
NED1986070,78,15,4,1
NED1983018,80,15,1,1
NED1986070,80,15,3,1
HAM1982085,81,15,7,2
NED1986070,81,15,20,5
NED1986070,82,15,1,1
NED1986070,83,15,32,6
NED1986070,84,15,4,2
NED1986070,85,15,7,3
NED1986070,87,15,8,3
NED1986070,89,15,28,18
NED1986070,90,15,11,7
NED1983018,91,15,4,1
NED1986070,91,15,33,25
NED1983018,93,15,9,2
NED1986070,93,15,2,1
HAM1978009,1,16,9,2
HAM1980043,1,16,282,49
HAM1981065,1,16,4,1
NED1983017,1,16,112,150
NED1983018,1,16,17,4
NED1984036,1,16,0,1
NED1984037,1,16,45,51
HAM1982085,2,16,1,1
NED1983017,2,16,6,4
NED1984036,2,16,13,3
NED1984037,2,16,6,1
HAM1978009,3,16,4,1
HAM1978010,3,16,2,1
