MISSION,SETNO,SDATE,TIME,STRAT,SLAT,SLONG,ELAT,ELONG,DUR,DIST,SPEED,DEPTH,SURF_TEMP,BOTT_TEMP,BOTT_SAL,GEARDESC
NED1989117,47,1989-03-18,425,409,43.716667,-60.266667,NA,NA,30,1.8,3.6,54.86,1.6,0.44,NA,Western IIA trawl
NED1989117,48,1989-03-18,555,409,43.633333,-60.333333,NA,NA,30,1.6,3.2,60.35,1.19,0.8,NA,Western IIA trawl
NED1989117,49,1989-03-18,735,409,43.55,-60.466667,NA,NA,30,1.8,3.6,69.49,1.7,0.66,NA,Western IIA trawl
NED1989117,50,1989-03-18,915,409,43.666667,-60.6,NA,NA,30,1.8,3.6,58.52,1.6,1.16,NA,Western IIA trawl
NED1989117,51,1989-03-18,1025,409,43.733333,-60.7,NA,NA,30,1.8,3.6,45.72,1.5,0.8,NA,Western IIA trawl
NED1989117,52,1989-03-18,1125,409,43.783333,-60.766667,NA,NA,30,1.8,3.6,34.75,2.09,1.27,NA,Western IIA trawl
NED1989117,53,1989-03-18,1255,408,43.85,-60.65,NA,NA,30,1.8,3.6,34.75,1.8,0.84,NA,Western IIA trawl
NED1989117,54,1989-03-18,1455,408,43.966667,-60.816667,NA,NA,30,1.7,3.4,40.23,2,0.98,NA,Western IIA trawl
NED1989117,55,1989-03-18,1625,406,44.116667,-60.883333,NA,NA,30,1.7,3.4,34.75,0.8,0.86,NA,Western IIA trawl
NED1989117,56,1989-03-18,1805,407,44.3,-60.85,NA,NA,30,1.7,3.4,91.44,1.4,3.17,NA,Western IIA trawl
NED1989117,57,1989-03-19,2115,406,44.266667,-61.266667,NA,NA,30,1.7,3.4,122.53,1.5,6.35,NA,Western IIA trawl
NED1989117,58,1989-03-19,2335,406,44.166667,-61.35,NA,NA,30,1.7,3.4,122.53,2.39,6.89,NA,Western IIA trawl
NED1989117,59,1989-03-19,145,407,44.183333,-61.466667,NA,NA,30,1.8,3.6,131.67,0.8,6.12,NA,Western IIA trawl
NED1989117,60,1989-03-19,325,407,44.3,-61.45,NA,NA,30,1.8,3.6,124.36,0.8,6.82,NA,Western IIA trawl
NED1989117,61,1989-03-19,515,407,44.466667,-61.483333,NA,NA,30,1.7,3.4,148.13,0.8,6.98,NA,Western IIA trawl
NED1989117,62,1989-03-19,725,406,44.433333,-61.833333,NA,NA,30,1.7,3.4,162.76,0.2,7.95,NA,Western IIA trawl
NED1989117,63,1989-03-19,915,406,44.383333,-61.75,NA,NA,30,1.7,3.4,149.96,0.7,7,NA,Western IIA trawl
NED1989117,64,1989-03-19,1225,408,43.966667,-62.05,NA,NA,30,1.7,3.4,129.84,1.3,8.05,NA,Western IIA trawl
NED1989117,65,1989-03-19,1455,408,43.816667,-61.766667,NA,NA,30,1.7,3.4,71.32,1.6,3.16,NA,Western IIA trawl
NED1989117,66,1989-03-19,1615,408,43.766667,-61.633333,NA,NA,30,1.7,3.4,60.35,1.4,1.73,NA,Western IIA trawl
NED1989117,67,1989-03-19,1725,408,43.733333,-61.533333,NA,NA,30,1.8,3.6,51.21,0.9,1.71,NA,Western IIA trawl
NED1989117,68,1989-03-19,1915,409,43.65,-61.266667,NA,NA,30,1.8,3.6,47.55,1.3,1.64,NA,Western IIA trawl
NED1989117,69,1989-03-20,2125,409,43.7,-61.116667,NA,NA,30,1.8,3.6,47.55,1.19,1.43,NA,Western IIA trawl
NED1989117,70,1989-03-20,2255,409,43.566667,-60.983333,NA,NA,30,1.6,3.2,65.84,0.59,1.09,NA,Western IIA trawl
NED1989117,71,1989-03-20,25,409,43.516667,-60.816667,NA,NA,30,1.7,3.4,60.35,0.9,1.36,NA,Western IIA trawl
NED1989117,72,1989-03-20,215,409,43.516667,-61,NA,NA,30,1.8,3.6,65.84,0.59,1.42,NA,Western IIA trawl
NED1989117,73,1989-03-20,445,408,43.35,-61.116667,NA,NA,30,1.7,3.4,95.1,1,1.86,NA,Western IIA trawl
NED1989117,74,1989-03-20,635,408,43.266667,-61.333333,NA,NA,30,1.7,3.4,87.78,1.3,2.43,NA,Western IIA trawl
NED1989117,76,1989-03-20,1035,411,43.066667,-61.6,NA,NA,30,1.8,3.6,224.94,2.09,5.88,NA,Western IIA trawl
NED1989117,77,1989-03-20,1405,410,43.333333,-62.116667,NA,NA,30,1.7,3.4,96.93,2.5,6.73,NA,Western IIA trawl
NED1989117,78,1989-03-20,1635,410,43.116667,-62.333333,NA,NA,30,1.7,3.4,98.76,2.2,4.88,NA,Western IIA trawl
NED1989117,79,1989-03-20,1905,411,42.883333,-62.566667,NA,NA,30,1.6,3.2,232.26,1.5,6.97,NA,Western IIA trawl
NED1989117,81,1989-03-21,2315,410,43.1,-63,NA,NA,30,1.7,3.4,128.02,1.3,8.24,NA,Western IIA trawl
NED1989117,82,1989-03-21,145,410,43.383333,-62.8,NA,NA,30,1.7,3.4,95.1,2.3,7.76,NA,Western IIA trawl
NED1989117,83,1989-03-21,335,410,43.466667,-62.833333,NA,NA,30,1.7,3.4,107.9,2.3,9.5,NA,Western IIA trawl
NED1989117,84,1989-03-21,545,410,43.683333,-62.716667,NA,NA,30,1.8,3.6,168.25,1.9,9.47,NA,Western IIA trawl
NED1997255,56,1997-03-17,355,399,44.798167,-57.034667,44.827667,-57.038833,30,1.8,3.6,429.77,NA,NA,NA,Western IIA trawl
NED1997255,58,1997-03-17,913,399,44.692,-56.975,44.720333,-56.981,30,1.72,3.44,414.22,1.92,5.77,34.915,Western IIA trawl
NED1997255,60,1997-03-17,1511,404,44.3535,-57.52,44.348667,-57.554667,27,1.52,3.38,292.61,0.17,5.18,34.921,Western IIA trawl
NED1997255,61,1997-03-17,1730,402,44.3555,-57.755167,44.343333,-57.792833,30,1.81,3.62,142.65,0.11,8.65,34.736,Western IIA trawl
NED1997255,64,1997-03-18,101,404,44.090167,-58.470667,44.0645,-58.4935,30,1.83,3.66,199.34,0.23,8.12,34.87,Western IIA trawl
NED1997255,66,1997-03-18,426,403,44.198333,-58.537333,44.174333,-58.536167,24,1.45,3.62,84.12,NA,NA,NA,Western IIA trawl
NED1997255,67,1997-03-18,616,403,44.387833,-58.419167,44.417167,-58.4065,30,1.75,3.5,60.35,0.34,0.36,31.921,Western IIA trawl
NED1997255,68,1997-03-18,754,403,44.433167,-58.226833,44.437167,-58.1855,30,1.76,3.52,57.61,0.31,0.35,31.951,Western IIA trawl
NED1997255,69,1997-03-18,945,403,44.591167,-58.306333,44.616333,-58.326667,30,1.78,3.56,63.09,0.3,0.32,31.886,Western IIA trawl
NED1997255,71,1997-03-18,1248,402,44.830667,-58.192833,44.861167,-58.198667,30,1.86,3.72,175.56,-0.09,2.29,32.643,Western IIA trawl
NED1997255,73,1997-03-18,1617,402,44.985333,-58.330833,44.981333,-58.358167,22,1.19,3.25,112.47,NA,NA,NA,Western IIA trawl
NED1997255,74,1997-03-18,1835,401,45.050667,-58.725333,45.054333,-58.763833,30,1.66,3.32,87.78,-0.66,0.35,32.09,Western IIA trawl
NED1997255,75,1997-03-18,2048,402,44.890167,-58.525167,44.873667,-58.510167,20,1.18,3.54,116.13,-0.33,2.01,32.479,Western IIA trawl
NED1997255,76,1997-03-19,2237,403,44.709167,-58.536167,44.688333,-58.565667,30,1.79,3.58,81.38,-0.13,1.26,32.096,Western IIA trawl
NED1997255,78,1997-03-19,233,403,44.400833,-58.804833,44.3875,-58.844667,30,1.9,3.8,64.92,NA,NA,NA,Western IIA trawl
NED1997255,79,1997-03-19,350,405,44.358167,-58.952667,44.351833,-58.992667,30,1.78,3.56,117.04,0.33,4.42,33.377,Western IIA trawl
NED1997255,80,1997-03-19,538,405,44.356167,-59.150333,44.358333,-59.187833,30,1.63,3.26,177.39,0.11,6.36,34.355,Western IIA trawl
NED1997255,81,1997-03-19,656,405,44.354667,-59.211667,44.359,-59.252167,30,1.78,3.56,189.28,0.19,6.52,34.379,Western IIA trawl
NED1997255,82,1997-03-19,905,405,44.355667,-59.459,44.359333,-59.497833,30,1.7,3.4,194.77,0.21,6.12,34.371,Western IIA trawl
NED1997255,83,1997-03-19,1111,405,44.239667,-59.611167,44.241,-59.652667,30,1.78,3.56,218.54,0.83,6.39,34.491,Western IIA trawl
NED1997255,84,1997-03-19,1348,406,44.106667,-59.960833,44.097333,-59.998833,30,1.75,3.5,67.67,0.58,2.22,32.316,Western IIA trawl
NED1997255,85,1997-03-19,1627,405,44.222667,-59.5685,44.220667,-59.525167,30,1.87,3.74,220.37,0.88,6.64,34.6,Western IIA trawl
NED1997255,86,1997-03-19,1840,405,44.184333,-59.275667,44.178833,-59.234833,30,1.75,3.5,184.71,0.42,6.04,34.066,Western IIA trawl
NED1997255,87,1997-03-20,2121,404,43.969667,-58.9225,43.941333,-58.916833,30,1.74,3.48,256.95,0.38,8.03,34.875,Western IIA trawl
NED1997255,21,1997-03-13,446,402,44.840333,-59.6185,44.824667,-59.657833,30,1.93,3.86,179.22,0.04,3.19,32.721,Western IIA trawl
NED1997255,22,1997-03-13,745,402,44.970667,-59.239333,44.981833,-59.200167,30,1.8,3.6,78.64,-0.54,0.81,31.795,Western IIA trawl
NED1997255,23,1997-03-13,943,401,45.114167,-59.026,45.141667,-59.018833,30,1.68,3.36,83.21,-0.66,0.06,31.677,Western IIA trawl
NED1997255,25,1997-03-13,1321,401,45.100333,-59.407333,45.070167,-59.414667,30,1.8,3.6,107.9,-0.53,1.57,32.046,Western IIA trawl
NED1997255,26,1997-03-13,1536,401,45.189833,-59.514667,45.216167,-59.494667,30,1.8,3.6,98.76,-0.15,1.72,31.982,Western IIA trawl
NED1997255,27,1997-03-13,1943,401,45.3115,-58.938167,45.331,-58.9105,30,1.66,3.32,113.39,-0.65,0.76,32.25,Western IIA trawl
NED1997255,28,1997-03-14,2145,401,45.484667,-58.856667,45.504667,-58.827333,30,1.7,3.4,159.11,-0.41,1.25,32.31,Western IIA trawl
NED1997255,29,1997-03-14,1,401,45.388167,-58.562833,45.364667,-58.545333,27,1.6,3.56,109.73,NA,NA,NA,Western IIA trawl
NED1997255,30,1997-03-14,718,401,45.1605,-58.612,45.135,-58.589833,30,1.82,3.64,79.55,NA,NA,NA,Western IIA trawl
NED1997255,31,1997-03-14,1138,402,45.250167,-58.325,45.262,-58.296333,30,1.65,3.3,128.93,NA,NA,NA,Western IIA trawl
NED1997255,33,1997-03-14,1706,402,45.546833,-58.584667,45.569833,-58.560333,30,1.73,3.46,277.98,-0.35,3.58,33.517,Western IIA trawl
NED1997255,34,1997-03-14,1905,402,45.624667,-58.575167,45.645167,-58.546,30,1.77,3.54,378.56,-0.46,3.6,33.519,Western IIA trawl
NED1986060,1,1986-03-18,445,408,43.983333,-62.033333,NA,NA,30,1.8,3.6,129.84,1.9,9.46,34.61,Western IIA trawl
NED1986060,2,1986-03-18,805,410,43.733333,-62.433333,NA,NA,30,1.8,3.6,120.7,2.1,6.51,33.342,Western IIA trawl
NED1986060,3,1986-03-18,1135,410,43.45,-63,NA,NA,30,1.6,3.2,109.73,1.8,10.75,34.89,Western IIA trawl
NED1986060,4,1986-03-18,1525,410,42.9,-63.15,NA,NA,30,1.8,3.6,149.96,3.7,10.74,35.22,Western IIA trawl
NED1986060,5,1986-03-18,1735,410,43.016667,-62.9,NA,NA,30,1.7,3.4,122.53,3.2,10.08,34.56,Western IIA trawl
NED1986060,6,1986-03-18,1945,410,43.133333,-62.566667,NA,NA,30,1.7,3.4,102.41,3.34,7.49,33.72,Western IIA trawl
NED1986060,7,1986-03-19,2115,410,43.216667,-62.433333,NA,NA,30,1.7,3.4,96.93,3.2,7.18,33.52,Western IIA trawl
NED1986060,9,1986-03-19,245,408,43.183333,-61.833333,NA,NA,30,1.8,3.6,91.44,2.1,7.4,33.71,Western IIA trawl
NED1986060,10,1986-03-19,535,408,43.466667,-61.466667,NA,NA,30,1.8,3.6,76.81,2.5,3.43,32.65,Western IIA trawl
NED1986060,11,1986-03-19,745,408,43.316667,-61.2,NA,NA,30,1.9,3.8,95.1,1.8,7.07,33.76,Western IIA trawl
NED1986060,12,1986-03-19,945,411,43.266667,-61.2,NA,NA,30,1.7,3.4,217.63,2.4,9.9,34.53,Western IIA trawl
NED1986060,14,1986-03-19,1425,409,43.583333,-60.766667,NA,NA,30,1.8,3.6,62.18,1.6,0.96,31.85,Western IIA trawl
NED1986060,15,1986-03-19,1615,409,43.8,-60.733333,NA,NA,30,1.8,3.6,40.23,1.7,1.06,31.75,Western IIA trawl
NED1986060,16,1986-03-19,1815,409,43.666667,-60.6,NA,NA,30,1.8,3.6,60.35,1.6,1.09,31.74,Western IIA trawl
NED1986060,17,1986-03-19,1955,409,43.616667,-60.466667,NA,NA,30,1.8,3.6,65.84,1.8,1.01,31.67,Western IIA trawl
NED1986060,19,1986-03-20,745,408,43.85,-60.316667,NA,NA,30,1.8,3.6,38.4,1.8,NA,NA,Western IIA trawl
NED1986060,20,1986-03-20,1015,408,43.583333,-60.133333,NA,NA,30,1.7,3.4,87.78,1.8,1.26,31.94,Western IIA trawl
NED1986060,21,1986-03-20,1115,408,43.616667,-60.066667,NA,NA,30,1.7,3.4,96.93,1.7,3.74,33.07,Western IIA trawl
NED1986060,22,1986-03-20,1235,408,43.6,-59.95,NA,NA,30,1.8,3.6,111.56,1.5,3.58,33.15,Western IIA trawl
NED1986060,24,1986-03-20,1725,408,43.883333,-59.266667,NA,NA,30,1.8,3.6,56.69,1.8,0.41,31.65,Western IIA trawl
NED1986060,25,1986-03-20,1845,408,43.866667,-59.166667,NA,NA,30,1.8,3.6,82.3,1.8,0.82,32.48,Western IIA trawl
NED1986060,26,1986-03-20,2015,408,43.883333,-59.033333,NA,NA,30,1.7,3.4,162.76,0.8,6.24,32.57,Western IIA trawl
NED1986060,27,1986-03-21,2235,402,44.016667,-58.7,NA,NA,30,1.8,3.6,115.21,1,2.05,32.69,Western IIA trawl
NED1986060,28,1986-03-21,55,402,44.05,-58.9,NA,NA,30,1.8,3.6,146.3,0.4,7,34.33,Western IIA trawl
NED1986060,30,1986-03-21,415,405,44.216667,-59.133333,NA,NA,30,1.7,3.4,153.62,0.3,6.19,34.18,Western IIA trawl
NED1986060,31,1986-03-21,645,405,44.25,-59.533333,NA,NA,30,1.7,3.4,203,0.3,5.89,34.21,Western IIA trawl
NED1986060,32,1986-03-21,855,403,44.35,-59.766667,NA,NA,30,1.7,3.4,173.74,0.8,1.13,31.86,Western IIA trawl
NED1986060,33,1986-03-21,1235,406,44.1,-60.366667,NA,NA,30,1.8,3.6,62.18,0.6,0.88,31.96,Western IIA trawl
NED1986060,35,1986-03-21,1515,407,44.216667,-60.416667,NA,NA,30,1.7,3.4,98.76,0.1,2.27,32.59,Western IIA trawl
NED1986060,36,1986-03-21,1655,407,44.3,-60.2,NA,NA,30,1.7,3.4,111.56,0.2,4.34,33.45,Western IIA trawl
NED1986060,37,1986-03-21,1955,403,44.483333,-59.666667,NA,NA,30,1.7,3.4,45.72,0.4,-0.06,31.37,Western IIA trawl
NED1986060,38,1986-03-22,2255,403,44.516667,-59.133333,NA,NA,30,1.7,3.4,53.04,0.2,0.11,31.65,Western IIA trawl
NED1986060,40,1986-03-22,225,402,44.683333,-58.966667,NA,NA,30,1.7,3.4,142.65,0.2,1.32,32.36,Western IIA trawl
NED1986060,41,1986-03-22,345,403,44.65,-58.8,NA,NA,30,1.8,3.6,78.64,-0.8,0.59,32.15,Western IIA trawl
NED1986060,42,1986-03-22,515,402,44.683333,-58.666667,NA,NA,30,1.5,3,117.04,-0.8,0.79,32.15,Western IIA trawl
NED1986060,43,1986-03-22,725,403,44.533333,-58.466667,NA,NA,30,1.8,3.6,62.18,-0.1,1.51,31.57,Western IIA trawl
NED1986060,45,1986-03-22,1155,404,44.233333,-58.15,NA,NA,30,1.7,3.4,203,0.7,0.71,32.769,Western IIA trawl
NED1986060,46,1986-03-22,1525,402,44.366667,-57.883333,NA,NA,30,1.8,3.6,95.1,0.9,-0.05,32.233,Western IIA trawl
NED1986060,47,1986-03-22,1825,403,44.716667,-57.733333,NA,NA,30,1.8,3.6,34.75,0.6,0.46,31.74,Western IIA trawl
NED1986060,48,1986-03-23,2135,401,45.1,-57.983333,NA,NA,30,1.7,3.4,62.18,0.2,0.75,31.9,Western IIA trawl
NED1986060,49,1986-03-23,2225,401,45.133333,-57.933333,NA,NA,30,1.8,3.6,65.84,-0.7,0.25,32.039,Western IIA trawl
NED1986060,50,1986-03-23,2355,401,45.116667,-58.033333,NA,NA,30,1.8,3.6,60.35,0.8,0.75,31.85,Western IIA trawl
NED1986060,51,1986-03-23,215,402,45.383333,-58.016667,NA,NA,30,1.7,3.4,144.48,0.8,4.41,34.05,Western IIA trawl
NED1986060,52,1986-03-23,435,402,45.283333,-58.3,NA,NA,30,1.7,3.4,170.08,0.7,3.05,33.33,Western IIA trawl
NED1986060,53,1986-03-23,555,402,45.333333,-58.35,NA,NA,30,1.7,3.4,102.41,0.5,0.18,32.29,Western IIA trawl
NED1986060,54,1986-03-23,735,402,45.466667,-58.466667,NA,NA,30,1.6,3.2,171.91,0.2,0.46,32.104,Western IIA trawl
NED1986060,55,1986-03-23,935,402,45.466667,-58.733333,NA,NA,30,1.7,3.4,84.12,0.7,0.11,31.98,Western IIA trawl
NED1986060,56,1986-03-23,1145,401,45.2,-58.75,NA,NA,30,1.8,3.6,104.24,0.2,-0.04,32.09,Western IIA trawl
NED1986060,57,1986-03-23,1305,401,45.133333,-58.716667,NA,NA,30,1.8,3.6,85.95,0.2,0.05,31.81,Western IIA trawl
NED1986060,58,1986-03-23,1555,402,44.933333,-59.2,NA,NA,30,1.8,3.6,89.61,0.1,0.67,32.07,Western IIA trawl
NED1986060,59,1986-03-23,1725,402,45,-59.366667,NA,NA,30,1.8,3.6,138.99,0.4,0.14,31.89,Western IIA trawl
NED1986060,60,1986-03-23,1955,401,45.333333,-59.35,NA,NA,30,1.8,3.6,96.93,0.4,0.31,32.07,Western IIA trawl
NED1986060,61,1986-03-24,2245,401,45.35,-59.9,NA,NA,30,1.8,3.6,149.96,-0.8,1.21,33.124,Western IIA trawl
NED1986060,62,1986-03-24,155,406,45.083333,-60.316667,NA,NA,30,1.8,3.6,67.67,0.4,0.86,31.58,Western IIA trawl
NED1986060,64,1986-03-24,535,407,44.766667,-60.033333,NA,NA,30,1.8,3.6,237.74,0.9,2.81,32.831,Western IIA trawl
NED1986060,65,1986-03-24,655,407,44.716667,-60.066667,NA,NA,30,1.7,3.4,115.21,0.3,2.08,32.08,Western IIA trawl
NED1986060,66,1986-03-24,1005,407,44.85,-60.583333,NA,NA,30,1.7,3.4,234.09,0.3,3.06,32.72,Western IIA trawl
NED1986060,67,1986-03-24,1145,407,44.883333,-60.8,NA,NA,30,1.7,3.4,193.85,0.1,2.58,32.61,Western IIA trawl
NED1986060,68,1986-03-24,1445,406,44.85,-61.366667,NA,NA,30,1.8,3.6,142.65,0.7,2.46,32.55,Western IIA trawl
NED1986060,69,1986-03-24,1645,406,44.816667,-61.633333,NA,NA,25,1.4,3.4,129.84,0.5,8.02,34.15,Western IIA trawl
NED1986060,70,1986-03-24,1835,406,44.7,-61.45,NA,NA,30,1.8,3.6,131.67,0.9,7.86,33.78,Western IIA trawl
NED1986060,71,1986-03-24,2005,406,44.616667,-61.5,NA,NA,30,1.8,3.6,149.96,1.2,8.76,34.32,Western IIA trawl
NED1986060,72,1986-03-25,2305,407,44.2,-61.583333,NA,NA,30,1.8,3.6,142.65,1.2,8.15,34.07,Western IIA trawl
NED1986060,73,1986-03-25,25,406,44.116667,-61.583333,NA,NA,30,1.8,3.6,133.5,1.7,8.64,34.25,Western IIA trawl
NED1986060,74,1986-03-25,155,406,44.016667,-61.6,NA,NA,30,1.8,3.6,100.58,1.6,7.22,33.71,Western IIA trawl
NED1986060,78,1986-03-25,805,408,43.866667,-61.05,NA,NA,30,1.8,3.6,49.38,2.4,NA,NA,Western IIA trawl
