year,lat,depth,lon,lat_se,depth_se,lonse,numspp
1982,0,0,0,0,0,0,57
1983,0.0025604307513232703,1.9533562702017346,-0.3015991496450104,0.07099599544251516,1.4392713843627514,0.2790022427835332,57
1984,-0.0945422730178579,4.8303793372312365,-0.3131075636997249,0.08142852471883737,1.5921350791500894,0.3148098616640911,57
1985,-0.07083930696570917,5.758525576978795,-0.5681926534066646,0.09467783365640378,1.8756980845052693,0.26845034923725,57
1986,-0.2219379585645179,2.852590989606387,0.06855709621595202,0.08641722470023501,1.5488343962249453,0.2564472801770013,57
1987,-0.09635484874570166,3.4620752985793963,-0.36781283804174086,0.08583186118208314,1.7051437649470846,0.32408852487570344,57
1988,-0.10050168854597044,5.075730516382841,-0.36360948579655883,0.07147579350871758,1.8546581563192344,0.26507084745816756,57
1989,-0.05358700190120633,5.806976315213231,-0.7917977499748908,0.08050822671249155,1.9806436145935176,0.29912849678908265,57
1990,-0.04258693106757443,5.693991232004055,-0.7407504519247853,0.08993128439052038,1.7787970570550782,0.2675464481045329,57
1991,-0.0065782544302928105,4.847787792159736,-0.7804451891704507,0.10894615626230487,2.0347193445939222,0.323904630922478,57
1992,-0.13994298635081562,8.60494902850668,-0.8797215081717311,0.10160013249088004,2.161371744416388,0.32451464772166966,57
1993,-0.13480914900048216,2.0128157724891693,-0.15843503911619256,0.09472378831920276,1.931250030801244,0.34243988783972,57
1994,-0.10213778168963522,2.2758736095987997,-0.1745932070561455,0.08615875307788802,1.8274421565874375,0.3134324601465905,57
1995,-0.07771134809922081,3.141937339142573,-0.35801277913455515,0.10335071374157365,1.9419850016832383,0.3639955225302539,57
1996,-0.1247740465406825,4.671189418854924,-0.3589161511117734,0.11184261771906757,2.0791965473995466,0.36966959307209385,57
1997,-0.13203538611145854,2.536232280942013,-0.07378313320217089,0.11568096762565493,2.1238864318889488,0.35918869254467,57
1998,-0.13072372057749473,3.860157813999214,-0.13960808042444323,0.09988656248752578,1.8205147313963346,0.30802910872250994,57
1999,-0.06838676160517228,5.2900962987949764,-0.5000729513144591,0.11044572874756983,1.79737349920287,0.340273116204137,57
2000,-0.06790652481615685,2.309353933569107,-0.1275102226542056,0.09286091109113623,1.8550673648006226,0.2833330450338458,57
2001,-0.014452206078888608,5.391845743889197,-0.5601673408270886,0.09771751550104812,1.8826536536358285,0.3141293686911516,57
2002,0.022429290899493543,2.644161903770189,-0.6118829207353054,0.11053534431333478,1.7261856629051242,0.29020691159135736,57
2003,0.09536993463909395,2.967901504439233,-0.7363731561828651,0.10937093945509348,1.9268990387469513,0.3681168462528868,57
2004,0.039643850614312304,6.201496299945495,-0.9479025001757039,0.11457210702881722,1.9702524759489815,0.345428614716019,57
2005,0.06961700116818366,4.989955366930985,-1.0049365482558081,0.11225235393110906,1.9476994215812868,0.36634658438783135,57
2006,0.0060602828067271635,5.973647805220668,-0.9047505903132824,0.1141653969205939,1.9925899477529498,0.3623202559792904,57
2007,-0.030022904486101554,3.386191724843899,-0.482897184626102,0.0864586967597209,1.8204750794333477,0.2971234634651503,57
2008,0.026836717227100706,4.737553412169028,-0.7994981696681875,0.08823817747484573,1.8313906834467957,0.29820001000280577,57
2009,-0.007667755642337314,7.572931676387856,-1.015718049153644,0.09158347719560679,1.8925195736074931,0.2926000168674692,57
2010,0.08823267065519515,4.275336181114697,-0.8555394330925599,0.10810326037585773,2.062123623829838,0.3461514025665998,57
2011,-0.06931152427900891,4.632889109770127,-0.5321619823111685,0.09715986832514814,2.129163034058966,0.3243529584480742,57
2012,-0.02865045917719911,3.8939470972601886,-0.6009056883858798,0.10903721041637456,1.9811891128017491,0.3659136895620357,57
2013,-0.014206105506106525,2.7578277980470536,-0.47053082612451474,0.10695640104652679,2.004295535887293,0.3534502708494305,57
2014,-0.021561490549235295,3.954248049696907,-0.5615226765726377,0.10698437190226288,1.9485299460372412,0.33286009720859816,57
2015,0.021061283490515028,2.8297072478063447,-0.5896503358257592,0.09842559141449762,1.6803395898754647,0.2769149042885945,57
2016,0.23069154341535625,4.950507095954439,-1.3537232624325202,0.11124080654777778,2.302441139917212,0.41651365572641774,57
2017,0.18623350197337915,1.8262247255228399,-0.7856153940669645,0.09070636468378539,1.959082966720431,0.30365604038784644,57
2018,0.09346123801025776,2.1695119401436376,-0.7735389303516734,0.09126631510952848,1.6034185214888599,0.3238385740384516,57
2019,0.1556953660240981,3.4948362969490963,-1.0232851843993283,0.1016048383751245,2.1066120159828694,0.3386359634727505,57
