year,region,lat,depth,lon,lat_se,depth_se,lonse,numspp
1983,Aleutian Islands,0,0,0,0,0,0,60
1986,Aleutian Islands,0.17856447332770303,6.64121556612861,0.30542689193002276,0.06761496349913909,6.028808883717334,0.800101640587057,60
1991,Aleutian Islands,0.06827480289063365,-3.680473503461722,-0.8106637850291178,0.05405950716535706,6.803833651069034,0.7723522953673955,60
1994,Aleutian Islands,0.06851853034377815,6.105716708217392,-0.3916183197399898,0.04700797930937839,6.891795330714961,0.6402578063443581,60
1997,Aleutian Islands,0.050756278087135814,1.8591385636422644,0.19394437966712844,0.05330354321421872,6.833928469846953,0.6789027933734378,60
2000,Aleutian Islands,0.04060004530360774,16.397837301525364,0.22144611883307305,0.057047520887702256,9.084573118529613,0.7274515863276957,60
2002,Aleutian Islands,0.0028919285931544654,9.450257489332099,-0.16706405147190015,0.05541921447416992,8.028495358771854,0.672370829839807,60
2004,Aleutian Islands,0.1116968662020439,-0.7972723717598058,-0.3894866272334776,0.06518521964266882,6.2894809109099326,0.7255380795358899,60
2006,Aleutian Islands,0.12334126757311085,12.267384400968176,0.9033096964273616,0.0498243753836397,6.10018264479033,0.659680161265675,60
2010,Aleutian Islands,0.04746868893925698,-4.728242810581116,-0.9127521229102081,0.05680322766776781,7.84412119458042,0.7800514150230043,60
2012,Aleutian Islands,0.016288723176927415,-2.265913878647485,-0.6891285919612959,0.05812615365532033,7.082881131285766,0.6992761294540424,60
2014,Aleutian Islands,0.13638576160253055,-3.017781061896815,0.10788016035228955,0.06027876846108427,7.328481247864616,0.7067421823949479,60
2016,Aleutian Islands,0.051256361482783085,-3.8887133111497723,-0.2453574315061947,0.05188584595790059,6.87486803203652,0.7220627349239083,60
2018,Aleutian Islands,0.03257562778216242,-2.1273145852916504,0.6690390128587651,0.060479164185513294,5.998840898647035,0.6624134648556376,60
2005,Canadian Pacific,0,0,0,0,0,0,110
2007,Canadian Pacific,-0.14048975931519528,0.2391609898851608,0.104890599606107,0.08647668597560249,5.65789384195027,0.10137373758420676,110
2009,Canadian Pacific,-0.07035816648238677,-4.1202230429344775,0.08033830551915302,0.10546248420000064,6.949161160831088,0.12614497425249901,110
2011,Canadian Pacific,-0.35117986443166643,-5.309053303805325,0.4677020185664701,0.10824996209988806,4.562286951080024,0.12334973559705882,110
